"row","x"
"706",5104526
"707",5104542
"708",5104559
"709",5104609
"710",5104807
"711",5104906
"712",5105002
"713",5105101
"714",5105150
"715",5105176
"716",5105200
"717",5105234
"718",5105259
"719",5105309
"720",5105507
"721",5105580
"722",5105606
"723",5105622
"724",5105903
"725",5106000
"726",5106109
"727",5106158
"728",5106174
"729",5106182
"730",5106190
"731",5106208
"732",5106216
"733",5106224
"734",5106232
"735",5106240
"736",5106257
"737",5106265
"738",5106273
"739",5106281
"740",5106299
"741",5106307
"742",5106315
"743",5106372
"744",5106422
"745",5106455
"746",5106505
"747",5106653
"748",5106703
"749",5106752
"750",5106778
"751",5106802
"752",5106828
"753",5106851
"754",5107008
"755",5107040
"756",5107065
"757",5107107
"758",5107156
"759",5107180
"760",5107198
"761",5107206
"762",5107248
"763",5107263
"764",5107297
"765",5107305
"766",5107354
"767",5107404
"768",5107578
"769",5107602
"770",5107701
"771",5107743
"772",5107750
"773",5107768
"774",5107776
"775",5107792
"776",5107800
"777",5107859
"778",5107875
"779",5107883
"780",5107909
"781",5107925
"782",5107941
"783",5107958
"784",5108006
"785",5108055
"786",5108105
"787",5108204
"788",5108303
"789",5108352
"790",5108402
"791",5108501
"792",5108600
"793",5108808
"794",5108857
"795",5108907
"796",5108956
"797",5200159
"798",5200175
"799",5200258
"800",5200555
"801",5200605
"802",5200803
"803",5200829
"804",5200852
"805",5200902
"806",5201108
"807",5201702
"808",5202155
"809",5202353
"810",5202502
"811",5202601
"812",5203104
"813",5203203
"814",5203401
"815",5203575
"816",5203807
"817",5203939
"818",5203962
"819",5204201
"820",5204409
"821",5204656
"822",5204706
"823",5204854
"824",5204904
"825",5204953
"826",5205000
"827",5205307
"828",5205406
"829",5205513
"830",5205521
"831",5205703
"832",5205802
"833",5206404
"834",5206701
"835",5206800
"836",5207105
"837",5207253
"838",5207501
"839",5207535
"840",5207600
"841",5207808
"842",5207907
"843",5208004
"844",5208103
"845",5208301
"846",5208608
"847",5208905
"848",5209291
"849",5209408
"850",5209457
"851",5209606
"852",5209804
"853",5209903
"854",5210000
"855",5210158
"856",5210208
"857",5210307
"858",5210406
"859",5210562
"860",5210604
"861",5210901
"862",5211008
"863",5211206
"864",5211404
"865",5211602
"866",5211800
"867",5212006
"868",5212055
"869",5212204
"870",5212709
"871",5212808
"872",5212956
"873",5213053
"874",5213087
"875",5213103
"876",5213400
"877",5213509
"878",5213707
"879",5213756
"880",5213772
"881",5213855
"882",5213905
"883",5214002
"884",5214051
"885",5214101
"886",5214606
"887",5214705
"888",5214838
"889",5214861
"890",5214879
"891",5214903
"892",5215207
"893",5215256
"894",5215405
"895",5215603
"896",5215652
"897",5216403
"898",5216809
"899",5216908
"900",5217203
"901",5217302
"902",5217609
"903",5218003
"904",5218102
"905",5218300
"906",5218607
"907",5218706
"908",5218904
"909",5219001
"910",5219258
"911",5219357
"912",5219407
"913",5219456
"914",5219506
"915",5219605
"916",5219704
"917",5219803
"918",5219902
"919",5220009
"920",5220058
"921",5220108
"922",5220157
"923",5220207
"924",5220280
"925",5220686
"926",5220702
"927",5221007
"928",5221080
"929",5221452
"930",5221577
"931",5221601
"932",5221700
"933",5222203
"934",5222302
"935",5300108
"936",11001
"937",18001
"938",18029
"939",18094
"940",18150
"941",18205
"942",18247
"943",18256
"944",18410
"945",18460
"946",18479
"947",18592
"948",18610
"949",18753
"950",18756
"951",18785
"952",18860
"953",19100
"954",19397
"955",19533
"956",19693
"957",19701
"958",25339
"959",41001
"960",41006
"961",41020
"962",41078
"963",41206
"964",41298
"965",41319
"966",41530
"967",41551
"968",41615
"969",41668
"970",41770
"971",41799
"972",50006
"973",50223
"974",50251
"975",50270
"976",50287
"977",50313
"978",50318
"979",50325
"980",50330
"981",50350
"982",50370
"983",50400
"984",50450
"985",50568
"986",50577
"987",50590
"988",50683
"989",50689
"990",50711
"991",52001
"992",52110
"993",52215
"994",52258
"995",52287
"996",52356
"997",52378
"998",52560
"999",52573
"1000",52788
"1001",86001
"1002",86219
"1003",86320
"1004",86568
"1005",86569
"1006",86571
"1007",86573
"1008",86749
"1009",86755
"1010",86757
"1011",86760
"1012",86865
"1013",86885
"1014",91001
"1015",91263
"1016",91405
"1017",91407
"1018",91430
"1019",91460
"1020",91530
"1021",91536
"1022",91540
"1023",91669
"1024",91798
"1025",94001
"1026",94343
"1027",94663
"1028",94883
"1029",94884
"1030",94885
"1031",94886
"1032",94887
"1033",94888
"1034",95001
"1035",95015
"1036",95025
"1037",95200
"1038",97001
"1039",97161
"1040",97511
"1041",97666
"1042",97777
"1043",97889
"1044",99001
"1045",99773
"1046",10101
"1047",10102
"1048",10103
"1049",10104
"1050",10105
"1051",10106
"1052",10107
"1053",10108
"1054",10109
"1055",10110
"1056",10111
"1057",10112
"1058",10113
"1059",10114
"1060",10115
"1061",10116
"1062",10117
"1063",10118
"1064",10119
"1065",10120
"1066",10121
"1067",10201
"1068",10202
"1069",10203
"1070",10204
"1071",10205
"1072",10206
"1073",10301
"1074",10302
"1075",10303
"1076",10304
"1077",10305
"1078",10306
"1079",10307
"1080",10308
"1081",10309
"1082",10310
"1083",10311
"1084",10312
"1085",10401
"1086",10402
"1087",10403
"1088",10501
"1089",10502
"1090",10503
"1091",10504
"1092",10505
"1093",10506
"1094",10507
"1095",10508
"1096",10509
"1097",10510
"1098",10511
"1099",10512
"1100",10513
"1101",10514
"1102",10515
"1103",10516
"1104",10517
"1105",10518
"1106",10519
"1107",10520
"1108",10521
"1109",10522
"1110",10523
"1111",10601
"1112",10602
"1113",10603
"1114",10604
"1115",10605
"1116",10606
"1117",10607
"1118",10608
"1119",10609
"1120",10610
"1121",10611
"1122",10612
"1123",10701
"1124",10702
"1125",10703
"1126",10704
"1127",10705
"1128",10706
"1129",10707
"1130",20101
"1131",20105
"1132",20108
"1133",20301
"1134",20302
"1135",20303
"1136",20304
"1137",20305
"1138",20306
"1139",20401
"1140",20402
"1141",20504
"1142",20508
"1143",20509
"1144",20513
"1145",20601
"1146",20606
"1147",20608
"1148",20609
"1149",20701
"1150",20702
"1151",20703
"1152",20904
"1153",21001
"1154",21002
"1155",21003
"1156",21004
"1157",21005
"1158",21006
"1159",21007
"1160",21008
"1161",21009
"1162",21010
"1163",21011
"1164",21012
"1165",21013
"1166",21014
"1167",21015
"1168",21016
"1169",21201
"1170",21208
"1171",21210
"1172",21301
"1173",21302
"1174",21303
"1175",21304
"1176",21305
"1177",21306
"1178",21307
"1179",21308
"1180",21503
"1181",21509
"1182",21601
"1183",21602
"1184",21603
"1185",21604
"1186",21702
"1187",21710
"1188",21901
"1189",21902
"1190",21903
"1191",21904
"1192",21905
"1193",21906
"1194",21907
"1195",21908
"1196",21909
"1197",21910
"1198",22001
"1199",22008
"1200",30101
"1201",30102
"1202",30103
"1203",30104
"1204",30105
"1205",30106
"1206",30107
"1207",30108
"1208",30109
"1209",30201
"1210",30202
"1211",30203
"1212",30204
"1213",30205
"1214",30206
"1215",30207
"1216",30208
"1217",30209
"1218",30210
"1219",30211
"1220",30212
"1221",30213
"1222",30214
"1223",30215
"1224",30216
"1225",30217
"1226",30218
"1227",30219
"1228",30220
"1229",30301
"1230",30302
"1231",30303
"1232",30304
"1233",30305
"1234",30306
"1235",30307
"1236",30401
"1237",30402
"1238",30403
"1239",30404
"1240",30405
"1241",30406
"1242",30407
"1243",30408
"1244",30409
"1245",30410
"1246",30411
"1247",30412
"1248",30413
"1249",30414
"1250",30415
"1251",30416
"1252",30417
"1253",30501
"1254",30502
"1255",30503
"1256",30504
"1257",30505
"1258",30506
"1259",30601
"1260",30602
"1261",30603
"1262",30604
"1263",30605
"1264",30606
"1265",30607
"1266",30608
"1267",30609
"1268",30610
"1269",30611
"1270",30701
"1271",30702
"1272",30703
"1273",30704
"1274",30705
"1275",30706
"1276",30707
"1277",30708
"1278",30709
"1279",30710
"1280",30711
"1281",30712
"1282",30713
"1283",30714
"1284",40404
"1285",40406
"1286",40409
"1287",40504
"1288",40505
"1289",40506
"1290",40509
"1291",40510
"1292",40513
"1293",40515
"1294",40516
"1295",40517
"1296",40518
"1297",40603
"1298",40804
"1299",40805
"1300",40806
"1301",50101
"1302",50102
"1303",50103
"1304",50104
"1305",50105
"1306",50106
"1307",50107
"1308",50108
"1309",50109
"1310",50110
"1311",50111
"1312",50112
"1313",50113
"1314",50114
"1315",50115
"1316",50116
"1317",50201
"1318",50202
"1319",50203
"1320",50204
"1321",50205
"1322",50206
"1323",50301
"1324",50302
"1325",50303
"1326",50304
"1327",50401
"1328",50402
"1329",50403
"1330",50404
"1331",50405
"1332",50406
"1333",50407
"1334",50408
"1335",50409
"1336",50410
"1337",50411
"1338",50412
"1339",50501
"1340",50502
"1341",50503
"1342",50504
"1343",50505
"1344",50506
"1345",50507
"1346",50508
"1347",50509
"1348",50510
"1349",50511
"1350",50601
"1351",50602
"1352",50603
"1353",50604
"1354",50606
"1355",50608
"1356",50610
"1357",50611
"1358",50612
"1359",50613
"1360",50618
"1361",50620
"1362",50701
"1363",50703
"1364",50901
"1365",50902
"1366",50903
"1367",50904
"1368",50905
"1369",50906
"1370",50907
"1371",50908
"1372",50909
"1373",50910
"1374",50911
"1375",51001
"1376",51002
"1377",51003
"1378",51004
"1379",51005
"1380",51006
"1381",51007
"1382",51008
"1383",51009
"1384",51010
"1385",51011
"1386",51012
"1387",51101
"1388",51102
"1389",51103
"1390",51104
"1391",51105
"1392",51106
"1393",51107
"1394",51108
"1395",60101
"1396",60102
"1397",60103
"1398",60104
"1399",60105
"1400",60106
"1401",60107
"1402",60108
"1403",60109
"1404",60110
"1405",60111
"1406",60112
"1407",60201
"1408",60202
"1409",60203
"1410",60204
"1411",60301
"1412",60302
"1413",60303
"1414",60304
"1415",60305
"1416",60306
"1417",60307
"1418",60308
"1419",60309
"1420",60310
"1421",60311
"1422",60312
"1423",60401
"1424",60402
"1425",60403
"1426",60404
"1427",60405
"1428",60406
"1429",60407
"1430",60408
"1431",60409
"1432",60410
"1433",60411
"1434",60412
"1435",60413
"1436",60414
"1437",60415
"1438",60416
"1439",60417
"1440",60419
"1441",60601
"1442",60602
"1443",60603
"1444",60604
"1445",60605
"1446",60606
"1447",60607
"1448",60608
"1449",60609
"1450",60610
"1451",60611
"1452",60612
"1453",60613
"1454",60614
"1455",60615
"1456",60701
"1457",60702
"1458",60703
"1459",60801
"1460",60802
"1461",60803
"1462",60804
"1463",60805
"1464",60806
"1465",60807
"1466",60808
"1467",60809
"1468",60810
"1469",60811
"1470",60812
"1471",60901
"1472",60902
"1473",60903
"1474",60904
"1475",60905
"1476",60906
"1477",60907
"1478",61001
"1479",61002
"1480",61003
"1481",61004
"1482",61005
"1483",61006
"1484",61007
"1485",61104
"1486",61107
"1487",61204
"1488",61304
"1489",61310
"1490",80101
"1491",80102
"1492",80103
"1493",80104
"1494",80105
"1495",80106
"1496",80107
"1497",80108
"1498",80201
"1499",80202
"1500",80203
"1501",80204
"1502",80205
"1503",80206
"1504",80207
"1505",80301
"1506",80302
"1507",80303
"1508",80304
"1509",80305
"1510",80306
"1511",80307
"1512",80308
"1513",80309
"1514",80401
"1515",80402
"1516",80403
"1517",80404
"1518",80405
"1519",80406
"1520",80407
"1521",80408
"1522",80501
"1523",80502
"1524",80503
"1525",80504
"1526",80505
"1527",80506
"1528",80507
"1529",80508
"1530",80601
"1531",80602
"1532",80603
"1533",80604
"1534",80605
"1535",80606
"1536",80607
"1537",80608
"1538",80701
"1539",80702
"1540",80703
"1541",80704
"1542",80705
"1543",80706
"1544",80707
"1545",80708
"1546",80801
"1547",80802
"1548",80803
"1549",80804
"1550",80805
"1551",80806
"1552",80807
"1553",80808
"1554",80901
"1555",80902
"1556",80903
"1557",80904
"1558",80905
"1559",80906
"1560",80907
"1561",80908
"1562",80909
"1563",80910
"1564",80911
"1565",80912
"1566",80913
"1567",80914
"1568",81001
"1569",81002
"1570",81003
"1571",81004
"1572",81005
"1573",81006
"1574",81007
"1575",81008
"1576",81009
"1577",81101
"1578",81102
"1579",81103
"1580",81104
"1581",81105
"1582",81106
"1583",81201
"1584",81202
"1585",81203
"1586",81204
"1587",81205
"1588",81206
"1589",81207
"1590",81208
"1591",81209
"1592",81210
"1593",81211
"1594",81212
"1595",81301
"1596",81302
"1597",81303
"1598",81304
"1599",81305
"1600",81306
"1601",81307
"1602",90101
"1603",90102
"1604",90103
"1605",90104
"1606",90105
"1607",90106
"1608",90107
"1609",90108
"1610",90109
"1611",90110
"1612",90111
"1613",90112
"1614",90113
"1615",90114
"1616",90115
"1617",90116
"1618",90117
"1619",90118
"1620",90119
"1621",90201
"1622",90202
"1623",90203
"1624",90204
"1625",90205
"1626",90206
"1627",90207
"1628",90208
"1629",90301
"1630",90302
"1631",90303
"1632",90304
"1633",90305
"1634",90306
"1635",90307
"1636",90308
"1637",90309
"1638",90310
"1639",90311
"1640",90312
"1641",90401
"1642",90403
"1643",90405
"1644",90411
"1645",90501
"1646",90502
"1647",90503
"1648",90504
"1649",90505
"1650",90506
"1651",90507
"1652",90508
"1653",90509
"1654",90510
"1655",90511
"1656",90607
"1657",90608
"1658",90613
"1659",90614
"1660",90615
"1661",90616
"1662",90701
"1663",90702
"1664",90703
"1665",90704
"1666",90705
"1667",90706
"1668",90707
"1669",90709
"1670",90710
"1671",90711
"1672",90713
"1673",90714
"1674",90715
"1675",90716
"1676",90717
"1677",90718
"1678",90719
"1679",90720
"1680",90721
"1681",90722
"1682",90723
"1683",100101
"1684",100102
"1685",100103
"1686",100104
"1687",100105
"1688",100106
"1689",100107
"1690",100108
"1691",100109
"1692",100110
"1693",100111
"1694",100112
"1695",100113
"1696",100201
"1697",100202
"1698",100203
"1699",100204
"1700",100205
"1701",100206
"1702",100207
"1703",100208
"1704",100301
"1705",100307
"1706",100311
"1707",100313
"1708",100316
"1709",100317
"1710",100321
"1711",100322
"1712",100323
"1713",100401
"1714",100402
"1715",100403
"1716",100404
"1717",100501
"1718",100502
"1719",100503
"1720",100504
"1721",100505
"1722",100506
"1723",100507
"1724",100508
"1725",100509
"1726",100510
"1727",100511
"1728",100601
"1729",100602
"1730",100603
"1731",100604
"1732",100605
"1733",100606
"1734",100607
"1735",100608
"1736",100609
"1737",100610
"1738",100701
"1739",100702
"1740",100703
"1741",100704
"1742",100705
"1743",100801
"1744",100802
"1745",100803
"1746",100804
"1747",100901
"1748",100902
"1749",100903
"1750",100904
"1751",100905
"1752",101001
"1753",101002
"1754",101003
"1755",101004
"1756",101005
"1757",101006
"1758",101007
"1759",101101
"1760",101102
"1761",101103
"1762",101104
"1763",101105
"1764",101106
"1765",101107
"1766",101108
"1767",120101
"1768",120104
"1769",120105
"1770",120106
"1771",120107
"1772",120108
"1773",120111
"1774",120112
"1775",120113
"1776",120114
"1777",120116
"1778",120117
"1779",120119
"1780",120120
"1781",120121
"1782",120122
"1783",120124
"1784",120125
"1785",120126
"1786",120127
"1787",120128
"1788",120129
"1789",120130
"1790",120132
"1791",120133
"1792",120134
"1793",120135
"1794",120136
"1795",120201
"1796",120202
"1797",120203
"1798",120204
"1799",120205
"1800",120206
"1801",120207
"1802",120208
"1803",120209
"1804",120210
"1805",120211
"1806",120212
"1807",120213
"1808",120214
"1809",120215
"1810",120301
"1811",120302
"1812",120303
"1813",120304
"1814",120305
"1815",120306
"1816",120401
"1817",120402
"1818",120403
"1819",120404
"1820",120405
"1821",120406
"1822",120407
"1823",120408
"1824",120409
"1825",120410
"1826",120411
"1827",120412
"1828",120413
"1829",120414
"1830",120415
"1831",120416
"1832",120417
"1833",120418
"1834",120419
"1835",120420
"1836",120421
"1837",120422
"1838",120423
"1839",120424
"1840",120425
"1841",120426
"1842",120427
"1843",120428
"1844",120429
"1845",120430
"1846",120431
"1847",120432
"1848",120433
"1849",120434
"1850",120501
"1851",120502
"1852",120503
"1853",120504
"1854",120601
"1855",120602
"1856",120603
"1857",120605
"1858",120607
"1859",120608
"1860",120609
"1861",120699
"1862",120701
"1863",120702
"1864",120703
"1865",120704
"1866",120705
"1867",120706
"1868",120707
"1869",120708
"1870",120709
"1871",120801
"1872",120802
"1873",120803
"1874",120804
"1875",120805
"1876",120806
"1877",120807
"1878",120808
"1879",120809
"1880",120810
"1881",120901
"1882",120902
"1883",120903
"1884",120904
"1885",120905
"1886",120906
"1887",120907
"1888",120908
"1889",120909
"1890",130301
"1891",130302
"1892",130303
"1893",130304
"1894",130305
"1895",130306
"1896",130605
"1897",130614
"1898",130801
"1899",130802
"1900",130803
"1901",130804
"1902",130805
"1903",130806
"1904",130807
"1905",130808
"1906",130809
"1907",130810
"1908",130811
"1909",130812
"1910",130813
"1911",130901
"1912",130902
"1913",130903
"1914",130904
"1915",130905
"1916",130906
"1917",130907
"1918",130908
"1919",131003
"1920",131004
"1921",131006
"1922",131008
"1923",131104
"1924",140202
"1925",140203
"1926",140310
"1927",150301
"1928",150302
"1929",150404
"1930",150602
"1931",150608
"1932",150610
"1933",150704
"1934",150705
"1935",150708
"1936",150721
"1937",150722
"1938",150809
"1939",150901
"1940",151002
"1941",151006
"1942",151012
"1943",151014
"1944",151016
"1945",151018
"1946",151019
"1947",151028
"1948",151030
"1949",151031
"1950",160101
"1951",160102
"1952",160103
"1953",160104
"1954",160105
"1955",160106
"1956",160107
"1957",160108
"1958",160110
"1959",160112
"1960",160113
"1961",160201
"1962",160202
"1963",160205
"1964",160206
"1965",160210
"1966",160211
"1967",160301
"1968",160302
"1969",160303
"1970",160304
"1971",160305
"1972",160401
"1973",160402
"1974",160403
"1975",160404
"1976",160501
"1977",160502
"1978",160503
"1979",160504
"1980",160505
"1981",160506
"1982",160507
"1983",160508
"1984",160509
"1985",160510
"1986",160511
"1987",160601
"1988",160602
"1989",160603
"1990",160604
"1991",160605
"1992",160606
"1993",160701
"1994",160702
"1995",160703
"1996",160704
"1997",160705
"1998",160706
"1999",160801
"2000",160802
"2001",160803
"2002",160804
"2003",170101
"2004",170102
"2005",170103
"2006",170104
