system:index,MuniCode,date,mean,.geo
20190101_00000000000000000000,010103,2019-01-01,0.09732736992850403,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000001,010110,2019-01-01,0.06326170312099003,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000002,010109,2019-01-01,0.10569360088946535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000003,010118,2019-01-01,0.11992694556588246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000004,010101,2019-01-01,0.9134290905200197,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000005,010112,2019-01-01,0.07179662366162207,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000006,010108,2019-01-01,0.3227668556695687,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000007,010105,2019-01-01,0.07481275188143974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000008,010102,2019-01-01,0.1262444058769345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000009,010116,2019-01-01,0.13568953415314458,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000a,010104,2019-01-01,0.06768516532822316,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000b,010107,2019-01-01,0.047691550866901605,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000c,010117,2019-01-01,0.04293575926825666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000d,010106,2019-01-01,0.09730325176542651,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000e,010111,2019-01-01,0.09893011919196616,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000000f,010114,2019-01-01,0.056743671481975094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000010,010121,2019-01-01,0.12724707538002783,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000011,010119,2019-01-01,0.07236392560796628,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000012,010120,2019-01-01,0.04645784073580946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000013,010115,2019-01-01,0.07434529969991359,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000014,010113,2019-01-01,0.11000211347743587,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000015,010206,2019-01-01,0.07701288902861646,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000016,010201,2019-01-01,0.5002928057920494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000017,010204,2019-01-01,0.28821871926201653,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000018,010203,2019-01-01,0.0628710687030127,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_00000000000000000019,010202,2019-01-01,0.07525976741605823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001a,010205,2019-01-01,0.0655637976577357,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001b,010303,2019-01-01,0.0860392293724922,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001c,010309,2019-01-01,0.0731276242176915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001d,010311,2019-01-01,0.11736379083637402,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001e,010304,2019-01-01,0.09018764225646862,"{""type"":""MultiPoint"",""coordinates"":[]}"
20190101_0000000000000000001f,010306,2019-01-01,0.07682453920820134,"{""type"":""MultiPoint"",""coordinates"":[]}"
