,Locality,Place_Name,District,Latitude,Longitude,Accuracy,Admin_Name_1,Admin_Name_2,Admin_Name_3
183,RESIDENTES CUZQUEÑOS,"""Residentes Cuzque\u00f1os""",LABERINTO,-12.7908,-69.5828,3,"""Madre De Dios""","""Tambopata""","""Laberinto"""
184,HUANTUPA,"""Huantupa""",LABERINTO,-12.7853,-69.5938,4,"""Madre De Dios""","""Tambopata""","""Laberinto"""
185,MANANTIALES,"""Manantiales""",LABERINTO,-12.7944,-69.6004,4,"""Madre De Dios""","""Tambopata""","""Laberinto"""
186,SALVACION,"""Salvacion""",MANU,-12.8361,-71.3649,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
187,SHIPETIARI,"""Shipetiari""",MANU,-12.4154,-71.1165,4,"""Madre De Dios""","""Manu""","""Man\u00fa"""
188,ITAHUANIA,"""Itahuania""",MANU,-12.6313,-71.2282,4,"""Madre De Dios""","""Manu""","""Man\u00fa"""
189,SHINTUYA,"""Shintuya""",MANU,-12.6673,-71.2965,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
190,PALOTOA TEPARO,"""Palotoa Teparo""",MANU,-12.6284,-71.3558,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
191,SANTA CRUZ,"""Santa Cruz""",MANU,-12.6666,-71.3432,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
192,LLACTAPAMPA (PALOTOA),"""Llactapampa (Palotoa)""",MANU,-12.6829,-71.3704,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
193,MANSILLA II (NUEVA MANSILLA),"""Mansilla Ii (Nueva Mansilla)""",MANU,-12.7245,-71.3552,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
194,MANSILLA I (MANSILLA),"""Mansilla I (Mansilla)""",MANU,-12.7501,-71.3514,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
195,ADAN RAYO,"""Adan Rayo""",MANU,-12.7788,-71.3719,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
196,LOS AGUANOS,"""Los Aguanos""",MANU,-12.7943,-71.3754,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
197,YUNGUYO,"""Yunguyo""",MANU,-12.8126,-71.3591,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
198,GAMITANA,"""Gamitana""",MANU,-12.8704,-71.3502,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
199,ALTO CARBON,"""Alto Carbon""",MANU,-12.9015,-71.3219,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
200,BONANZA,"""Bonanza""",MANU,-12.5862,-71.2338,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
201,MAMAJAPA,"""Mamajapac""",MANU,-12.5728,-71.2197,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
202,JOSE OLAYA,"""Jose Olaya""",MANU,-12.7025,-71.3637,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
203,CABO DE HORNOS 1,"""Cabo de Hornos 1""",MANU,-12.7741,-71.3264,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
204,PACASMAYO,"""Pacasmayo""",MANU,-12.8446,-71.3092,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
205,PAMPA ARIZONA,"""Pampa Arizona""",MANU,-12.852,-71.3625,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
206,AMAZONIA,"""Amazonia""",MANU,-12.8534,-71.3856,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
207,TEPARO GRANDE,"""Teparo Grande""",MANU,-12.725,-71.3909,3,"""Madre De Dios""","""Manu""","""Man\u00fa"""
208,SANTA ELENA,"""Santa Elena""",MANU,-12.7316,-71.3859,4,"""Madre De Dios""","""Manu""","""Man\u00fa"""
209,BOCA MANU,"""Boca Manu""",FITZCARRALD,-12.2643,-70.9109,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
210,YOMIBATO,"""Yomibato""",FITZCARRALD,-11.7608,-71.8738,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
211,TAYACOME,"""Tayacome""",FITZCARRALD,-11.7224,-71.6492,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
212,ISLA DE LOS VALLES,"""Isla de los Valles""",FITZCARRALD,-12.2644,-70.9105,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
213,BARRACA (PUERTO AZUL),"""Barraca (Puerto Azul)""",FITZCARRALD,-12.2978,-70.7709,4,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
214,DIAMANTE,"""Diamante""",FITZCARRALD,-12.3224,-70.9434,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
215,MAIZAL,"""Maizal""",FITZCARRALD,-11.8124,-71.5492,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
216,NUEVO EDEN,"""Nuevo Eden""",FITZCARRALD,-12.3686,-71.0079,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
217,CASA MACHIGUENGA,"""Casa Machiguenga""",FITZCARRALD,-11.5912,-72.0871,3,"""Madre De Dios""","""Manu""","""Fitzcarrald"""
218,BOCA COLORADO,"""Boca Colorado""",MADRE DE DIOS,-12.6168,-70.3928,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
219,BOCA COLORADO,"""Boca Colorado""",MADRE DE DIOS,-12.692,-70.3983,4,"""Madre De Dios""","""Manu""","""Madre De Dios"""
220,PACAL GUACAMAYO,"""Pacal Guacamayo""",MADRE DE DIOS,-12.6075,-70.2981,4,"""Madre De Dios""","""Manu""","""Madre De Dios"""
221,SAN JUAN GRANDE,"""San Juan Grande""",MADRE DE DIOS,-12.6011,-70.2163,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
222,SAN JUAN CHICO,"""San Juan Chico""",MADRE DE DIOS,-12.5753,-70.1508,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
223,BOCA AMIGO,"""Boca Amigo""",MADRE DE DIOS,-12.5906,-70.0562,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
224,MALVINAS,"""Malvinas""",MADRE DE DIOS,-12.6161,-70.1207,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
225,BAJO COLORADO (PLAYA OCULTA),"""Bajo Colorado (Playa Oculta)""",MADRE DE DIOS,-12.6246,-70.4499,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
226,SAN JOSE DE KARENE,"""San Jose de Karene""",MADRE DE DIOS,-12.6882,-70.5212,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
227,PUERTO LUZ,"""Puerto Luz""",MADRE DE DIOS,-12.7455,-70.5961,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
228,GUACAMAYO,"""Guacamayo""",MADRE DE DIOS,-12.597,-70.253,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
229,GUACAMAYO,"""Pacal Guacamayo""",MADRE DE DIOS,-12.6075,-70.2981,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
230,NUEVO SAN JUAN,"""Nuevo San Juan""",MADRE DE DIOS,-12.6257,-70.2236,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
231,NUEVO SAN JUAN,"""Nuevo San Juan""",MADRE DE DIOS,-11.9974,-69.0102,3,"""Madre De Dios""","""Tambopata""","""Las Piedras"""
232,DELTA 1,"""Pukiri Delta 1 (Cumbre)""",MADRE DE DIOS,-12.7745,-70.527,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
233,DELTA 1,"""Delta 1""",MADRE DE DIOS,-12.7748,-70.5217,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
234,BAJO PUKIRI (DELTA 3),"""Bajo Pukiri (Delta 3)""",MADRE DE DIOS,-12.7816,-70.4993,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
235,DELTA 2,"""Delta 2""",MADRE DE DIOS,-12.7989,-70.5275,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
236,PUNKIRI CHICO,"""Punkiri Chico""",MADRE DE DIOS,-12.9165,-70.3665,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
237,SETAPO,"""Setapo""",MADRE DE DIOS,-12.9597,-70.672,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
238,ISHIRIWE,"""Ishiriwe""",MADRE DE DIOS,-12.5614,-70.433,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
239,BOCA COLORADO,"""Boca Colorado""",MADRE DE DIOS,-12.6168,-70.3928,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
240,BOCA COLORADO,"""Boca Colorado""",MADRE DE DIOS,-12.692,-70.3983,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
241,DELTA 4,"""Delta 4""",MADRE DE DIOS,-12.7374,-70.5149,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
242,BOCA TOCABE,"""Boca Tocabe""",MADRE DE DIOS,-12.7999,-70.522,3,"""Madre De Dios""","""Manu""","""Madre De Dios"""
243,HUEPETUHE,"""Puno""",HUEPETUHE,-13.0215,-70.5003,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
244,HUEPETUHE,"""Tranquera (Barranco Chico)""",HUEPETUHE,-12.9326,-70.6008,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
245,HUEPETUHE,"""Nueva""",HUEPETUHE,-13.0453,-70.5017,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
246,HUEPETUHE,"""Bamberme""",HUEPETUHE,-13.0075,-70.6585,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
247,HUEPETUHE,"""Puerto Punkiri""",HUEPETUHE,-13.0662,-70.3955,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
248,HUEPETUHE,"""Caychihue Barraca""",HUEPETUHE,-13.0354,-70.4282,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
249,HUEPETUHE,"""Guadalupe""",HUEPETUHE,-13.0397,-70.5241,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
250,HUEPETUHE,"""Padilla""",HUEPETUHE,-13.0084,-70.5785,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
251,HUEPETUHE,"""Tigrimayo""",HUEPETUHE,-12.9847,-70.5795,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
252,HUEPETUHE,"""Primavera""",HUEPETUHE,-13.0657,-70.5471,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
253,LIBERTAD,"""Libertad""",HUEPETUHE,-12.9726,-70.6065,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
254,CHOQUE,"""Choque""",HUEPETUHE,-12.9817,-70.5916,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
255,SANTA INES,"""Santa Ines""",HUEPETUHE,-13.0135,-70.4691,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
256,CAYCHIHUE BARRACA,"""Caychihue Barraca""",HUEPETUHE,-13.0354,-70.4282,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
257,PUERTO PUNKIRI,"""Puerto Punkiri""",HUEPETUHE,-13.0662,-70.3955,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
258,KIMIRI,"""Kimiri""",HUEPETUHE,-13.0955,-70.4271,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
259,SACHABACAYOC,"""Sachabacayoc""",HUEPETUHE,-13.1075,-70.4125,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
260,TRANQUERA (BARRANCO CHICO),"""Tranquera (Barranco Chico)""",HUEPETUHE,-12.9326,-70.6008,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
261,BAMBERME,"""Bamberme""",HUEPETUHE,-13.0075,-70.6585,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
262,PUENTE INAMBARI,"""Puente Inambari""",HUEPETUHE,-13.1865,-70.3871,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
263,ALTO PUKIRI,"""Alto Pukiri""",HUEPETUHE,-12.8537,-70.5449,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
264,4 AMIGOS,"""4 Amigos""",HUEPETUHE,-13.0291,-70.5156,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
265,BUENA FORTUNA,"""Buena Fortuna""",HUEPETUHE,-13.0002,-70.5571,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
266,PADILLA,"""Padilla""",HUEPETUHE,-13.0084,-70.5785,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
267,NUEVA,"""Nueva""",HUEPETUHE,-13.0453,-70.5017,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
268,GUADALUPE,"""Guadalupe""",HUEPETUHE,-13.0397,-70.5241,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
269,PRIMAVERA,"""Primavera""",HUEPETUHE,-13.0657,-70.5471,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
270,GLORIA,"""Gloria""",HUEPETUHE,-13.014,-70.5384,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
271,TIGRIMAYO,"""Tigrimayo""",HUEPETUHE,-12.9847,-70.5795,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
272,MAGUAY,"""Maguay""",HUEPETUHE,-13.0288,-70.544,3,"""Madre De Dios""","""Manu""","""Huepetuhe"""
273,PUNO,"""Puno""",HUEPETUHE,-13.0215,-70.5003,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
274,SECA,"""Seca""",HUEPETUHE,-13.0075,-70.4188,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
275,CAYCHIHUE BARRACA,"""Caychihue Barraca""",HUEPETUHE,-13.0354,-70.4282,4,"""Madre De Dios""","""Manu""","""Huepetuhe"""
276,IÑAPARI,"""Noaya""",IÑAPARI,-11.1253,-69.5648,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
277,IÑAPARI,"""Belgica""",IÑAPARI,-10.973,-69.7314,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
278,IÑAPARI,"""Villa Primavera""",IÑAPARI,-11.0417,-69.5732,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
279,IÑAPARI,"""I\u00f1apari""",IÑAPARI,-10.95,-69.5833,3,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
280,IÑAPARI,"""Alto Belgica""",IÑAPARI,-10.9699,-69.75,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
281,IÑAPARI,"""Nueva Esperanza""",IÑAPARI,-11.0154,-69.6026,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
282,IÑAPARI,"""San Isidro de Chilina""",IÑAPARI,-11.1989,-69.5577,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
283,BELGICA,"""Alto Belgica""",IÑAPARI,-10.9699,-69.75,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
284,BELGICA,"""Belgica""",IÑAPARI,-10.973,-69.7314,3,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
285,NUEVA ESPERANZA,"""Nueva Esperanza""",IÑAPARI,-11.0154,-69.6026,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
286,VILLA PRIMAVERA,"""Villa Primavera""",IÑAPARI,-11.0417,-69.5732,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
287,SAN ISIDRO DE CHILINA,"""San Isidro de Chilina""",IÑAPARI,-11.1989,-69.5577,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
288,ALTO BELGICA,"""Alto Belgica""",IÑAPARI,-10.9699,-69.75,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
289,NOAYA,"""Noaya""",IÑAPARI,-11.1253,-69.5648,4,"""Madre De Dios""","""Tahuamanu""","""I\u00f1apari"""
290,IBERIA,"""Iberia""",IBERIA,-11.35,-69.5833,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
291,IBERIA,"""Arrozal""",IBERIA,-11.2829,-69.4815,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
292,IBERIA,"""Miraflores""",IBERIA,-11.4409,-69.4199,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
293,IBERIA,"""Carachamayo""",IBERIA,-11.3056,-69.4862,3,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
294,IBERIA,"""Grupo Ocho""",IBERIA,-11.4011,-69.7202,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
295,IBERIA,"""Chilina Vieja""",IBERIA,-11.2587,-69.592,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
296,IBERIA,"""La Republica""",IBERIA,-11.2596,-69.4929,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
297,IBERIA,"""Maria Cristina""",IBERIA,-11.3913,-69.5282,3,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
298,IBERIA,"""Tropezon""",IBERIA,-11.3495,-69.4794,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
299,IBERIA,"""Portillo""",IBERIA,-11.433,-69.5839,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
300,PACAHUARA,"""Pacahuara""",IBERIA,-11.2886,-69.7015,3,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
301,FLOR DE ACRE,"""Flor de Acre""",IBERIA,-11.3601,-69.5638,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
302,CHILINA VIEJA,"""Chilina Vieja""",IBERIA,-11.2587,-69.592,3,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
303,LA REPUBLICA,"""La Republica""",IBERIA,-11.2596,-69.4929,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
304,ARROZAL,"""Arrozal""",IBERIA,-11.2829,-69.4815,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
305,SAN ANTONIO ABAD,"""San Antonio Abad""",IBERIA,-11.3413,-69.5066,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
306,BELLO HORIZONTE,"""Bello Horizonte""",IBERIA,-11.3976,-69.4968,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
307,SAN FRANCISCO DE ASIS,"""San Francisco de Asis""",IBERIA,-11.4133,-69.5659,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
308,PORTILLO,"""Portillo""",IBERIA,-11.433,-69.5839,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
309,MIRAFLORES,"""Miraflores""",IBERIA,-11.4409,-69.4199,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
310,CARACHAMAYO,"""Carachamayo""",IBERIA,-11.3056,-69.4862,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
311,PONALILLO,"""Ponalillo""",IBERIA,-11.3518,-69.4778,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
312,NUEVA ALIANZA,"""Nueva Alianza""",IBERIA,-11.35,-69.683,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
313,TROPEZON,"""Tropezon""",IBERIA,-11.3495,-69.4794,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
314,MARIA CRISTINA,"""Maria Cristina""",IBERIA,-11.3913,-69.5282,4,"""Madre De Dios""","""Tahuamanu""","""Iberia"""
315,SAN LORENZO,"""San Lorenzo""",TAHUAMANU,-11.4667,-69.3,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
316,LA MERCED,"""La Merced""",TAHUAMANU,-11.3791,-69.3216,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
317,ABEJA,"""Abeja""",TAHUAMANU,-11.4111,-69.3532,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
318,ALERTA,"""Alerta""",TAHUAMANU,-11.6597,-69.2344,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
319,SAN PEDRO,"""San Pedro""",TAHUAMANU,-11.4601,-69.2701,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
320,VILLA ROCIO,"""Villa Rocio""",TAHUAMANU,-11.7817,-69.186,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
321,LA NOVIA,"""La Novia""",TAHUAMANU,-11.7761,-69.305,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
322,NUEVO PACARAN,"""Nuevo Pacaran""",TAHUAMANU,-11.8388,-69.1165,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
323,SHIRINGAYOC,"""Shiringayoc""",TAHUAMANU,-11.9032,-69.0858,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
324,SANTA MARIA,"""Santa Maria""",TAHUAMANU,-11.8944,-69.0063,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
325,UNION,"""Union""",TAHUAMANU,-11.3582,-69.3417,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
326,ALTO PERU,"""Alto Peru""",TAHUAMANU,-11.4574,-69.2591,4,"""Madre De Dios""","""Tahuamanu""","""Tahuaman\u00fa"""
