system:index,Country,MuniCode,.geo
00000000000000000058,Colombia,91460,"{""type"":""Polygon"",""coordinates"":[[[-72.00320051086999,-0.28345496611793064],[-72.00777556847929,-0.5367854005965714],[-72.01235055654925,-0.790105368149836],[-71.9286219828546,-0.7661845273984513],[-71.90039147223365,-0.7718291950785484],[-71.8608793762731,-0.80287948876123],[-71.8185357803503,-0.8254625135453739],[-71.77901914709744,-0.8226357424298636],[-71.74364955894612,-0.8137942713939953],[-71.72820771491178,-0.8150382120676914],[-71.71627960816109,-0.8184490701368838],[-71.70690658615804,-0.8286727524618187],[-71.70690658615804,-0.8465741141323017],[-71.70946163239898,-0.8678817616356831],[-71.71798301640942,-0.8817702834238498],[-71.74796603742347,-0.9242512853191833],[-71.75643826737216,-0.9609447026672583],[-71.74514338991712,-0.9919933988489276],[-71.71974434516684,-1.00610876197808],[-71.71456288520399,-1.0028719719909838],[-71.69152266517438,-1.0054712203931688],[-71.65881522267688,-0.9867814706400247],[-71.63234155493338,-0.9587466907398573],[-71.60742408972888,-0.9400567293889709],[-71.59028771947706,-0.9369402183184934],[-71.53888324104545,-0.9431732292927796],[-71.47346817914887,-0.9525181937508659],[-71.4314144052252,-0.9571906696001717],[-71.39673601825558,-0.9632586567291892],[-71.36911190106599,-0.9680916438474011],[-71.35354068321325,-0.9774365917166089],[-71.34575065928935,-0.993009906387785],[-71.33754138104523,-1.0161535669488386],[-71.32461450527296,-1.0409778071528941],[-71.30901205602976,-1.0611785874401543],[-71.29581313539364,-1.07567711892962],[-71.2786679028513,-1.1009065824071667],[-71.26942867939186,-1.123844352223759],[-71.25541366839683,-1.1487613313805811],[-71.2289310576306,-1.1783547432953647],[-71.2024574124532,-1.1923711849375591],[-71.16195985114489,-1.2001595452929623],[-71.15085672009833,-1.1997271325867465],[-71.13660542984591,-1.2063785896465067],[-71.11700319148399,-1.209878196126568],[-71.0870068537611,-1.218076643387757],[-71.0409086654521,-1.2494748366024007],[-71.02130644054029,-1.265777853211432],[-70.99530540887956,-1.2848759247575594],[-70.98839827068521,-1.2930741195782514],[-70.95730046589473,-1.324975142673533],[-70.92959611011835,-1.3567776529842572],[-70.91919752498954,-1.376476778554873],[-70.87589964447264,-1.4211748646400006],[-70.85459852089352,-1.428775290928064],[-70.83439425958282,-1.4345748009169166],[-70.78430078995946,-1.437677352251844],[-70.76289706469113,-1.4383771909859355],[-70.73929059486076,-1.4413772101634819],[-70.7319910634043,-1.4480726566088193],[-70.7259935635224,-1.4535778613528738],[-70.71159507666844,-1.481375732620896],[-70.70009063638899,-1.4917752712464465],[-70.68909006201984,-1.5022773579125472],[-70.67299264413177,-1.5068775413498146],[-70.65799226042323,-1.5000752826961854],[-70.64589021720964,-1.4914766476276986],[-70.6250930014022,-1.4701736763596658],[-70.61419047506807,-1.4626759405914698],[-70.60899563776978,-1.4597740289888645],[-70.5801943506995,-1.4443772176005087],[-70.56979120286346,-1.4391751281915035],[-70.54788817144309,-1.4427769479107557],[-70.5224891390876,-1.457273249610152],[-70.50267731952549,-1.4776625537750092],[-70.50043218874451,-1.217054633812892],[-70.49818695746849,-0.9564216267486748],[-70.49594180728725,-0.6957687747728409],[-70.49369664742153,-0.43510149231324646],[-70.49658614613435,-0.4315745026900367],[-70.51048967059187,-0.4170738747536469],[-70.5202952069704,-0.4100777182344426],[-70.52948540127369,-0.40487410160771903],[-70.53698559615302,-0.4036746496966124],[-70.54389278453691,-0.40827631264280456],[-70.55309190445962,-0.40357649002139384],[-70.560592114326,-0.4029745785373911],[-70.55889318401367,-0.4104745469424017],[-70.57269406972465,-0.41737707441978295],[-70.58078738589204,-0.42077480605902784],[-70.59229183879933,-0.41607509182831176],[-70.60099155471528,-0.4073755946943421],[-70.61649582485826,-0.39117606248170406],[-70.63039486340185,-0.3708742370188106],[-70.6389965156767,-0.3662769939461961],[-70.65579393293676,-0.366174416966075],[-70.66319601503177,-0.3747758286858479],[-70.6672939038866,-0.38227591328997956],[-70.69149352405995,-0.36607634003003453],[-70.70239602999537,-0.35677480856500704],[-70.72149434464727,-0.34737520937840993],[-70.74449881090833,-0.3351753154740216],[-70.76010124001242,-0.3281746510701314],[-70.7640965663792,-0.3345778061140486],[-70.78089842629213,-0.34427622875378266],[-70.7848938441197,-0.3529757243592352],[-70.78599520245196,-0.35867440191086286],[-70.78659723729454,-0.366174446118587],[-70.79289791302533,-0.3748739584056556],[-70.80159758389122,-0.37947567708448016],[-70.81079674582625,-0.3845767254478827],[-70.81889889060538,-0.3845767692908814],[-70.83039891545471,-0.3844741719345987],[-70.84139956675712,-0.38797453186714853],[-70.84829780077192,-0.39137673805272966],[-70.85689488209474,-0.383774122832094],[-70.8597977951518,-0.3780755279455323],[-70.86394474194432,-0.3734470577832506],[-70.90401872363448,-0.36928680470369724],[-70.9619780751508,-0.3658801413031793],[-71.00970828415845,-0.3658801354072778],[-71.06766326404487,-0.32837975650632106],[-71.0983507641176,-0.32156193735889554],[-71.15630570081362,-0.3147440922837599],[-71.23812576109769,-0.2465607971410519],[-71.31313230195826,-0.2261026240247443],[-71.36086255037027,-0.21246673509890537],[-71.39154109498669,-0.18860178430297314],[-71.41881743952321,-0.14428296707649882],[-71.42222864978609,-0.09655732250252258],[-71.42905106395736,-0.062463044083090634],[-71.4529162174715,-0.04882714029836643],[-71.51087117595944,-0.04882713200371719],[-71.57905529768897,-0.05223837206203367],[-71.60633157038916,-0.04882715752304628],[-71.612650133458,-0.023347823844802388],[-71.61922725715118,-0.035177878953312335],[-71.62442215365286,-0.05427617418429091],[-71.64112149756586,-0.0674751043928824],[-71.66072370763658,-0.08067405151046231],[-71.68721965548778,-0.0949743783498379],[-71.70682186114713,-0.11567790256975845],[-71.71482592474678,-0.12027523212640745],[-71.72921991216914,-0.13007633698384544],[-71.73902547278736,-0.14217831548863824],[-71.75112751469185,-0.15597468519485314],[-71.75862774302533,-0.162877362805236],[-71.76962829439341,-0.1847759350418962],[-71.79782762971358,-0.2654761243372891],[-71.81043356947843,-0.27927687815805313],[-71.82942931300094,-0.29597599928979373],[-71.85253188060977,-0.303975470853295],[-71.88652810907912,-0.3090766010309116],[-71.89923209195055,-0.3060757046855826],[-71.91363049879034,-0.30257536096756615],[-71.93093183498364,-0.29667607653423556],[-71.94533029972708,-0.2954765480311507],[-71.96093264390635,-0.2913742140919646],[-71.98223381257728,-0.2872763799102497],[-72.00320051086999,-0.28345496611793064]]]}"
0000000000000000005a,Colombia,91669,"{""type"":""Polygon"",""coordinates"":[[[-73.02912814359391,-0.5566698504811856],[-72.96381234823366,-0.7569694921806429],[-72.89849654842645,-0.957259778540412],[-72.83318074387248,-1.1575384311714736],[-72.7678649337506,-1.3578029663146232],[-72.76840005515525,-1.3743994617896647],[-72.77188706330156,-1.4022963076235695],[-72.77188706330156,-1.440655079077462],[-72.7404994291409,-1.4511172763292357],[-72.6812157549136,-1.4476313761475523],[-72.62889710044865,-1.458093459813763],[-72.56961781618188,-1.4615793642525274],[-72.47545943523896,-1.4546075883461784],[-72.4091971450355,-1.4511172338168303],[-72.34293043927475,-1.461579353434714],[-72.31503884064165,-1.4929654553208311],[-72.2975992462485,-1.4929654883685912],[-72.28016416003092,-1.4615794080487707],[-72.2697030918251,-1.4336832595337736],[-72.25226355688513,-1.4371691706668006],[-72.2383154700741,-1.4546031415625684],[-72.22785447259241,-1.4406550570147147],[-72.21041488384839,-1.4406550942569758],[-72.1964668174686,-1.4790176374368422],[-72.18949279993485,-1.513889274793275],[-72.18250984587011,-1.5627122456403693],[-72.15810518276373,-1.5871210106678733],[-72.12671758818043,-1.6010726084123796],[-72.08835594576904,-1.6254809560224963],[-72.0709208779253,-1.6638446281534027],[-72.05696385534941,-1.716153903443372],[-72.04650725399699,-1.7649763206091869],[-72.03020031035201,-1.7789177615936809],[-71.99788969986788,-1.791129737910054],[-71.9562461723731,-1.8033773073506527],[-71.91705509444911,-1.8376683315053988],[-71.88031655767153,-1.857264811282482],[-71.84112557681806,-1.874409884936624],[-71.78968534700566,-1.8793078284443328],[-71.76518703089185,-1.9135973658322163],[-71.743145700566,-1.920946256831504],[-71.70395024968893,-1.9160484350532527],[-71.6868049667746,-1.8964526372897914],[-71.65496255028086,-1.869507476093949],[-71.61331897938403,-1.8278678134609765],[-71.56187883641996,-1.7960279023726176],[-71.53004080583501,-1.76173609309898],[-71.48350114659289,-1.7396917225246684],[-71.46634705896038,-1.7078458637192884],[-71.44920627379392,-1.688252259155759],[-71.41980735878106,-1.6858052723015131],[-71.40756268115238,-1.6956020655470525],[-71.3781727895908,-1.6711054627532698],[-71.35122640036252,-1.6686584312159705],[-71.33652921972194,-1.6809023433972137],[-71.33652921972194,-1.7005005190349258],[-71.33163311085195,-1.7176470108557305],[-71.32182756001471,-1.695602075595268],[-71.31203090386839,-1.680902371621921],[-71.27284879074652,-1.6735569184266135],[-71.24589798385972,-1.6613085008982067],[-71.24100187621774,-1.64661297730848],[-71.25814264635565,-1.6417144022131334],[-71.29243763818657,-1.6319172849922656],[-71.31693143893311,-1.6147700376802971],[-71.33898168999919,-1.5902768914451593],[-71.32428447694724,-1.5608846410345882],[-71.30223426296575,-1.5510872017981536],[-71.25079856062715,-1.5486355325185719],[-71.17976505798647,-1.5412896671408438],[-71.14302204148761,-1.5437368082383065],[-71.08423325517349,-1.541285186490048],[-71.05728695528909,-1.529040448166229],[-71.00339867556465,-1.529040450040874],[-70.93726576540848,-1.5241415925660031],[-70.87602891774655,-1.5241416335741031],[-70.81968370188322,-1.5094451053629836],[-70.77315302547377,-1.4898496332795548],[-70.75110278202153,-1.4824990195999037],[-70.7319910634043,-1.4480726566088193],[-70.73929059486076,-1.4413772101634819],[-70.76289706469113,-1.4383771909859355],[-70.78430078995946,-1.437677352251844],[-70.83439425958282,-1.4345748009169166],[-70.85459852089352,-1.428775290928064],[-70.87589964447264,-1.4211748646400006],[-70.91919752498954,-1.376476778554873],[-70.92959611011835,-1.3567776529842572],[-70.95730046589473,-1.324975142673533],[-70.98839827068521,-1.2930741195782514],[-70.99530540887956,-1.2848759247575594],[-71.02130644054029,-1.265777853211432],[-71.0409086654521,-1.2494748366024007],[-71.0870068537611,-1.218076643387757],[-71.11700319148399,-1.209878196126568],[-71.13660542984591,-1.2063785896465067],[-71.15085672009833,-1.1997271325867465],[-71.16195985114489,-1.2001595452929623],[-71.2024574124532,-1.1923711849375591],[-71.2289310576306,-1.1783547432953647],[-71.25541366839683,-1.1487613313805811],[-71.26942867939186,-1.123844352223759],[-71.2786679028513,-1.1009065824071667],[-71.29581313539364,-1.07567711892962],[-71.30901205602976,-1.0611785874401543],[-71.32461450527296,-1.0409778071528941],[-71.33754138104523,-1.0161535669488386],[-71.34575065928935,-0.993009906387785],[-71.35354068321325,-0.9774365917166089],[-71.36911190106599,-0.9680916438474011],[-71.39673601825558,-0.9632586567291892],[-71.4314144052252,-0.9571906696001717],[-71.47346817914887,-0.9525181937508659],[-71.53888324104545,-0.9431732292927796],[-71.59028771947706,-0.9369402183184934],[-71.60742408972888,-0.9400567293889709],[-71.63234155493338,-0.9587466907398573],[-71.65881522267688,-0.9867814706400247],[-71.69152266517438,-1.0054712203931688],[-71.71456288520399,-1.0028719719909838],[-71.71974434516684,-1.00610876197808],[-71.74514338991712,-0.9919933988489276],[-71.75643826737216,-0.9609447026672583],[-71.74796603742347,-0.9242512853191833],[-71.71798301640942,-0.8817702834238498],[-71.70946163239898,-0.8678817616356831],[-71.70690658615804,-0.8465741141323017],[-71.70690658615804,-0.8286727524618187],[-71.71627960816109,-0.8184490701368838],[-71.72820771491178,-0.8150382120676914],[-71.74364955894612,-0.8137942713939953],[-71.77901914709744,-0.8226357424298636],[-71.8185357803503,-0.8254625135453739],[-71.8608793762731,-0.80287948876123],[-71.90039147223365,-0.7718291950785484],[-71.9286219828546,-0.7661845273984513],[-72.01235055654925,-0.790105368149836],[-72.00777556847929,-0.5367854005965714],[-72.00320051086999,-0.28345496611793064],[-72.00473443032057,-0.28317852831975193],[-72.02543352917692,-0.28357537995135523],[-72.04333241507172,-0.2875751095580288],[-72.05433742011725,-0.3002744885730359],[-72.06643503182408,-0.311176827026812],[-72.07274015099252,-0.32847787229749076],[-72.07213375801804,-0.3417746825575396],[-72.06983728311694,-0.35217758122480414],[-72.07274015099252,-0.3625759825652341],[-72.09233789840586,-0.3734782797465963],[-72.10724020135046,-0.38207523853495173],[-72.12113924525214,-0.3923755255691846],[-72.13433816771355,-0.3946763583590601],[-72.14703329613509,-0.40497662792600675],[-72.15973726811036,-0.41707831914203247],[-72.17123725606922,-0.4273785570816314],[-72.18853852262667,-0.44297602930147173],[-72.1971401886812,-0.4573785126839188],[-72.20863569431921,-0.5005767639218022],[-72.2150390256661,-0.5126783166519459],[-72.22423810602716,-0.5305763731061126],[-72.23404366571289,-0.5530760431288512],[-72.24154392639836,-0.575575522851799],[-72.24614569368812,-0.5951767606536157],[-72.25764128992338,-0.619374884092554],[-72.28584057987051,-0.6568780967371979],[-72.29334081178479,-0.6596782070448356],[-72.30604482338791,-0.6642752406424426],[-72.31634535678769,-0.6688766966837592],[-72.3325407482247,-0.6750788840441351],[-72.33484612969391,-0.6745750637195036],[-72.3434433107003,-0.6733756436696199],[-72.34924452621826,-0.6727781992099398],[-72.35734674733746,-0.6715787834161177],[-72.36304551734162,-0.669175427260776],[-72.37054572874158,-0.6645784574684025],[-72.3780459147058,-0.6581756179120153],[-72.3838426934108,-0.6581755758735139],[-72.39014346255655,-0.6534760278208638],[-72.39594476964623,-0.650577796524937],[-72.39825006796644,-0.6453788220136005],[-72.40804675739837,-0.6372771076029056],[-72.41094515775967,-0.6331749931688064],[-72.4172458383604,-0.6244758171002112],[-72.42364913248313,-0.6215775761203001],[-72.42764448839263,-0.616976049542184],[-72.4282464143294,-0.6071754974588349],[-72.42944592788585,-0.5961754811873825],[-72.42944592788585,-0.5891751076660102],[-72.44034848762503,-0.5891751042373844],[-72.44844175544145,-0.5931791884734222],[-72.46804393966428,-0.6075767963138193],[-72.47724755206686,-0.6144791092165723],[-72.4801459261096,-0.6195755884888411],[-72.48704866680639,-0.6253765074299937],[-72.49165045426297,-0.6345751031875235],[-72.50084954626543,-0.6414773487405708],[-72.50375244641278,-0.6466763357718377],[-72.50834979062306,-0.6558793101153114],[-72.51695136078102,-0.6644758733933058],[-72.52274819900252,-0.6702767743968274],[-72.53085041528092,-0.6829754013702951],[-72.53715105332331,-0.690978938988918],[-72.54524885278195,-0.6978766622005388],[-72.5521515103324,-0.7036774957007437],[-72.55844775380034,-0.7099777486379335],[-72.56365153226724,-0.7162779285579788],[-72.56764684939063,-0.7249769827731691],[-72.57694859106272,-0.7329759517169706],[-72.5854476406862,-0.7324810294363859],[-72.58724908533054,-0.7323784579453555],[-72.59885610866934,-0.7265776568285233],[-72.6091522097382,-0.7207768588971786],[-72.6189488243716,-0.7143785136355789],[-72.62825052026105,-0.7079757843943275],[-72.63975500018655,-0.7003779869719403],[-72.64785274027321,-0.6939796643805135],[-72.70665492407478,-0.6452762542224232],[-72.71015524368352,-0.6411785756483332],[-72.71355755879186,-0.6365770890693031],[-72.72165527988854,-0.6312755090876736],[-72.7285579523184,-0.6197762385629102],[-72.739554157469,-0.6138771634004454],[-72.76145727464089,-0.6022752098168747],[-72.76375364057641,-0.5947754063847968],[-72.76835550683845,-0.5877794615984113],[-72.78045305596731,-0.5877794838113771],[-72.79206002827436,-0.5928759694552544],[-72.80005519349001,-0.6038759348218462],[-72.80645851387673,-0.6101763105460807],[-72.81445807902558,-0.6210781893058406],[-72.81965739031276,-0.6222775927784711],[-72.82255583644422,-0.6250777569130194],[-72.83065801372281,-0.6331794868284281],[-72.83985717081902,-0.6371790565687824],[-72.84786123117236,-0.6400772673347721],[-72.85595896063491,-0.6445762123510353],[-72.86746346104665,-0.6480764116503723],[-72.87906160855806,-0.6508764978819948],[-72.89515889649115,-0.651375916288894],[-72.9101593536881,-0.647278245919305],[-72.91935845705746,-0.6472782863683273],[-72.93206246294949,-0.6488789983007982],[-72.93956268791538,-0.6488789788657772],[-72.94766480642996,-0.6488789606419572],[-72.94996130262382,-0.6424761293738115],[-72.95456305908996,-0.6349763693041981],[-72.95976682548076,-0.619379361209707],[-72.96376215919743,-0.6112776576915555],[-72.97355882115703,-0.5892776499498914],[-72.98396188950097,-0.5822772327951017],[-72.98916122432189,-0.575878734125062],[-72.99496254377688,-0.567179487298006],[-73.01226384346329,-0.5584757433307403],[-73.02776368370509,-0.5566787904360253],[-73.02912814359391,-0.5566698504811856]]]}"
0000000000000000005b,Colombia,91405,"{""type"":""Polygon"",""coordinates"":[[[-73.88024568553091,-0.43343830613172957],[-73.70541774457449,-0.7186255222193751],[-73.53058979343501,-1.0037948358538988],[-73.44317580167231,-1.1463706511738576],[-73.35576180671245,-1.2889393649306053],[-73.26834774446584,-1.4315000558001483],[-73.18093381899196,-1.5740519024289399],[-73.0144220581883,-1.5755808148159998],[-73.00969543661243,-1.5835863454830617],[-72.9960505173649,-1.5972258993475856],[-72.9748341251776,-1.595710431532488],[-72.94300506318066,-1.6139008856298351],[-72.91117155986481,-1.644210484234177],[-72.8823791127802,-1.6821057762732445],[-72.8566145054795,-1.7002909816336005],[-72.83387746068736,-1.7397005842068298],[-72.79900735825473,-1.7639512371184491],[-72.77173105617717,-1.77152809558584],[-72.75505395912373,-1.7927476262583473],[-72.75354229659986,-1.8200281934831464],[-72.73535364824319,-1.8397318053083183],[-72.69745577666846,-1.8382164996520929],[-72.66259893033701,-1.824574199119526],[-72.62924935332707,-1.823058888309557],[-72.61409735008354,-1.856404653114791],[-72.60844322674495,-1.884678144552842],[-72.59136036057708,-1.8942956037132135],[-72.57014397036232,-1.8973261663723142],[-72.54588643428296,-1.9170333552853942],[-72.52769778285705,-1.9246096032429845],[-72.49435710642484,-1.933705485500996],[-72.48222389926421,-1.9624990412970034],[-72.48222389926421,-1.9822054970372027],[-72.45343146168729,-1.9867510623474751],[-72.43524277891954,-1.994331421017228],[-72.42614625945137,-2.0170633708738404],[-72.41098976774165,-2.0458644274636275],[-72.39583323847872,-2.06253519232379],[-72.3700640674912,-2.0731454201235384],[-72.35187547335555,-2.074660534881558],[-72.33823054866095,-2.083755519901925],[-72.33065457016492,-2.1004259312986444],[-72.33671891049433,-2.112550928576619],[-72.33823054866095,-2.1277104248247447],[-72.3245901868259,-2.1489298853550385],[-72.31095430061511,-2.1822734614700465],[-72.2927656014916,-2.197427790901397],[-72.27002862264041,-2.200462198604599],[-72.2548721108837,-2.2065221055258575],[-72.22758690642176,-2.2141014122068494],[-72.21048175686664,-2.219091898111038],[-72.2003016954594,-2.2201657163624025],[-72.18817738038953,-2.2156163920470515],[-72.17453696896503,-2.2080370952037858],[-72.15786882473127,-2.206522108315254],[-72.1472561950882,-2.211071446137755],[-72.1457356701129,-2.223195601342563],[-72.15634835554727,-2.2322897366077967],[-72.16392431974089,-2.2474435514541184],[-72.17756469268902,-2.261086741650977],[-72.17453696896503,-2.261086801475516],[-72.16696101263535,-2.265631485714875],[-72.15634835554727,-2.2610867903647756],[-72.14877228305012,-2.2610867788018223],[-72.12603537459468,-2.256537570328769],[-72.10936724482595,-2.2474435622358895],[-72.08663025047709,-2.2383495226423276],[-72.06389330850644,-2.242898762084363],[-72.03863248462851,-2.245870731592716],[-72.03441642724013,-2.012410955335783],[-72.03020031035201,-1.7789177615936809],[-72.04650725399699,-1.7649763206091869],[-72.05696385534941,-1.716153903443372],[-72.0709208779253,-1.6638446281534027],[-72.08835594576904,-1.6254809560224963],[-72.12671758818043,-1.6010726084123796],[-72.15810518276373,-1.5871210106678733],[-72.18250984587011,-1.5627122456403693],[-72.18949279993485,-1.513889274793275],[-72.1964668174686,-1.4790176374368422],[-72.21041488384839,-1.4406550942569758],[-72.22785447259241,-1.4406550570147147],[-72.2383154700741,-1.4546031415625684],[-72.25226355688513,-1.4371691706668006],[-72.2697030918251,-1.4336832595337736],[-72.28016416003092,-1.4615794080487707],[-72.2975992462485,-1.4929654883685912],[-72.31503884064165,-1.4929654553208311],[-72.34293043927475,-1.461579353434714],[-72.4091971450355,-1.4511172338168303],[-72.47545943523896,-1.4546075883461784],[-72.56961781618188,-1.4615793642525274],[-72.62889710044865,-1.458093459813763],[-72.6812157549136,-1.4476313761475523],[-72.7404994291409,-1.4511172763292357],[-72.77188706330156,-1.440655079077462],[-72.77188706330156,-1.4022963076235695],[-72.76840005515525,-1.3743994617896647],[-72.7678649337506,-1.3578029663146232],[-72.83318074387248,-1.1575384311714736],[-72.89849654842645,-0.957259778540412],[-72.96381234823366,-0.7569694921806429],[-73.02912814359391,-0.5566698504811856],[-73.04506498744354,-0.5565762288038764],[-73.0571670277679,-0.5565762702682706],[-73.06586222923373,-0.5616772021919748],[-73.07106604384855,-0.5784782880417331],[-73.07506578086489,-0.5870794194042084],[-73.08136650949919,-0.5945792608770836],[-73.08487137289427,-0.5980794442151324],[-73.08886672784304,-0.6043753748516972],[-73.08886672784304,-0.615879191458074],[-73.08886672784304,-0.627476589648981],[-73.08946867279525,-0.6355782879295284],[-73.0899681310114,-0.6453787882814597],[-73.09636697196916,-0.6493783911662143],[-73.1015707281427,-0.6510771540729938],[-73.11367268574767,-0.6510771417218876],[-73.12346933596378,-0.6469795382497991],[-73.13157154238834,-0.6417760472623885],[-73.14077065801051,-0.6376783944810414],[-73.15346574154142,-0.6387797629948867],[-73.16037291141282,-0.6386772145891568],[-73.16787305639014,-0.640977977872275],[-73.1781736580403,-0.6455794458423326],[-73.18567384243622,-0.6478757374399562],[-73.19436910241205,-0.6524772119634221],[-73.2041745975586,-0.659878844919371],[-73.21277175245558,-0.6604763575105655],[-73.21966999425796,-0.6603782523914888],[-73.22777217076079,-0.6557767453671962],[-73.23697582187484,-0.6481789221871193],[-73.24967087623672,-0.6400772316541875],[-73.25087480878204,-0.6279759874811791],[-73.26877364841584,-0.6180773873508579],[-73.27217149212115,-0.6168779864245465],[-73.27447238578495,-0.6099756710890538],[-73.28087561890604,-0.6018783754776583],[-73.2831721029053,-0.5971787472885887],[-73.29067226646929,-0.5850773768754637],[-73.30397820867839,-0.5757761888030646],[-73.31717718526889,-0.5739792937365786],[-73.32927919237332,-0.5704790711571551],[-73.3367793999052,-0.5674782072162491],[-73.34827493566019,-0.5616772328674285],[-73.36278042422859,-0.5552787032513606],[-73.38177620881541,-0.5476762902303979],[-73.38407262171981,-0.5476762684207831],[-73.40077644011579,-0.5550780284429183],[-73.4128739654429,-0.5602771038440729],[-73.41637882289773,-0.5602771359759338],[-73.4266793103292,-0.5596796360829496],[-73.43247615168545,-0.5584757017444568],[-73.45097693968755,-0.5496783390849085],[-73.45898107233799,-0.5525765911409666],[-73.47288448562183,-0.554779279510438],[-73.48547702897876,-0.5582795571808121],[-73.49877850795562,-0.5587789208281625],[-73.514884787405,-0.5586764027463152],[-73.52188110350804,-0.558676363943027],[-73.52938130836296,-0.5585782493190743],[-73.53508007324231,-0.5579763554633208],[-73.54427917961488,-0.5539766901683996],[-73.55528428680334,-0.5452774121888169],[-73.56798377086174,-0.5347767128231546],[-73.57198360652087,-0.5410770936390944],[-73.57778041010604,-0.5468781585116883],[-73.58068328894329,-0.5474756559250806],[-73.59278084590763,-0.5473775642228585],[-73.59278084590763,-0.5433778744348338],[-73.59278084590763,-0.5306789435534438],[-73.58467865708917,-0.5219795979533646],[-73.60258637696585,-0.5132757920239387],[-73.61347995762148,-0.5033769972527851],[-73.61817983843999,-0.4969784022765143],[-73.61928575116293,-0.4912754727669147],[-73.6210782874227,-0.4808772145786335],[-73.6250869791714,-0.4721777972631139],[-73.63088382150649,-0.4697788845112497],[-73.64118438393305,-0.4709783301951173],[-73.65098994618432,-0.4731765733551077],[-73.65908323926742,-0.47487546349637055],[-73.66488001859734,-0.4765787793549148],[-73.67578699884882,-0.47887958186189317],[-73.67698205449385,-0.4747773748755099],[-73.67698205449385,-0.46557852053641596],[-73.67468561225964,-0.45577775682156546],[-73.67468561225964,-0.44767577994621754],[-73.6850841959149,-0.4447774707809872],[-73.68788452517185,-0.4447774754235859],[-73.69078297485702,-0.4458788235848795],[-73.69658424037539,-0.4464763447562522],[-73.69888959523689,-0.44697573898200094],[-73.70118603346761,-0.4463782581401601],[-73.70808875174852,-0.4429760726751401],[-73.72078381538037,-0.43597545604301413],[-73.7236822433393,-0.43077628869362755],[-73.72769089304708,-0.4272760215101283],[-73.72888600189715,-0.42497517318863776],[-73.7299873634064,-0.42317822795281423],[-73.73638620320085,-0.42197877291542174],[-73.74098798776853,-0.41907593828388806],[-73.74728870547445,-0.4132792699029013],[-73.75079357769148,-0.41267732898348086],[-73.7605901601086,-0.41377871020071155],[-73.77039129090127,-0.4160794985180588],[-73.77958592306598,-0.41947729626067953],[-73.78369282675693,-0.4217781155949588],[-73.7835902247629,-0.4240789516893175],[-73.78539172139563,-0.42757921061840504],[-73.78708620312986,-0.43217645590764986],[-73.78999345751856,-0.4350792362198873],[-73.79228993230083,-0.4379775778035838],[-73.79689168862689,-0.43967644489982854],[-73.80039210099063,-0.44137528000971354],[-73.80729033059262,-0.4436760869548533],[-73.81249415950829,-0.44417553456929454],[-73.81819282343629,-0.44597696409267423],[-73.82229076285532,-0.4458788256580836],[-73.82459162084852,-0.446476385888069],[-73.83148990611772,-0.4458788406581689],[-73.83609165057753,-0.4458788480288902],[-73.83959208865949,-0.44527691331308933],[-73.84419382378965,-0.44527690091257804],[-73.84938869557743,-0.4440774116293286],[-73.85679085956839,-0.4399796078218538],[-73.86029119921125,-0.43647935361696677],[-73.86669446373276,-0.4301787900287345],[-73.8729952330174,-0.43127571522565633],[-73.88024568553091,-0.43343830613172957]]]}"
