system:index,MuniCode,mean,.geo
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000000,010103,1.5943418027901763,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000001,010110,0.9383168065090264,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000002,010109,5.6538040931104545,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000003,010118,6.088999712285413,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000004,010101,14.37400040489928,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000005,010112,2.09735576923077,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000006,010108,7.025260154414233,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000007,010105,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000008,010102,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000009,010116,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000a,010104,0.4902317880794702,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000b,010107,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000c,010117,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000d,010106,1.345032192904936,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000e,010111,4.081187503238175,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000000f,010114,1.596748485814473,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000010,010121,3.5038879747039657,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000011,010119,1.3714008759962666,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000012,010120,1.9001350228500198,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000013,010115,1.3786943096603441,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000014,010113,5.911760373189296,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000015,010206,4.623787158646679,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000016,010201,8.728900554097404,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000017,010204,7.394444444444444,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000018,010203,5.254417930331882,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000019,010202,2.161860773585352,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001a,010205,0.34149781257195505,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001b,010303,0.22357674021699375,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001c,010309,1.0561115328870179,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001d,010311,0.25842194176686867,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001e,010304,5.110097286845128,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_0000000000000000001f,010306,3.272587546939132,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000020,010312,0.5827028599933488,"{""type"":""MultiPoint"",""coordinates"":[]}"
Harmonized_DN_NTL_2021_simVIIRS_00000000000000000021,010307,3.0648352211572965,"{""type"":""MultiPoint"",""coordinates"":[]}"
