LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2014
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"140023 Caroebe";7;14;21;20;16;9;8;4;2;2;5;4;112
"140028 Iracema";-;-;1;1;1;1;-;-;-;-;-;-;4
"140030 Mucajaí";-;-;3;3;3;1;1;3;1;-;1;-;16
"140045 Pacaraima";2;1;-;-;3;1;5;1;-;1;1;-;15
"140047 Rorainópolis";4;8;17;23;22;8;8;9;4;3;5;6;117
"140050 São João da Baliza";-;2;5;6;3;4;3;-;-;1;-;2;26
"140060 São Luiz";-;2;10;7;7;1;1;1;-;3;1;-;33
"140070 Uiramutã";1;-;-;-;-;1;-;-;-;-;-;-;2
"140000 Município ignorado - RR";-;-;2;-;-;-;1;-;-;-;-;-;3
"150010 Abaetetuba";-;1;-;-;-;-;-;1;-;-;-;-;2
"150013 Abel Figueiredo";2;-;6;8;4;2;3;1;2;2;1;-;31
"150020 Acará";-;2;4;3;6;-;2;2;2;2;-;-;23
"150030 Afuá";-;1;1;-;1;1;-;-;-;1;-;-;5
"150034 Água Azul do Norte";-;-;-;1;1;1;-;-;-;-;-;-;3
"150040 Alenquer";8;10;13;8;2;6;2;2;1;2;9;9;72
"150050 Almeirim";12;12;19;36;16;16;10;10;9;8;13;8;169
"150060 Altamira";10;3;10;7;1;4;-;9;6;8;9;11;78
"150070 Anajás";-;1;-;1;-;-;-;-;-;1;-;-;3
"150080 Ananindeua";-;-;-;-;-;-;2;-;-;-;-;-;2
"150085 Anapu";3;3;6;-;3;2;1;3;3;8;6;5;43
"150090 Augusto Corrêa";7;2;4;1;1;1;-;-;-;-;1;1;18
"150095 Aurora do Pará";-;-;1;2;1;2;-;2;-;-;1;-;9
"150100 Aveiro";1;2;2;-;2;-;1;-;1;2;1;3;15
"150110 Bagre";3;2;-;5;4;2;2;1;-;2;2;5;28
"150120 Baião";8;5;2;4;4;-;2;2;-;2;6;7;42
"150130 Barcarena";-;-;-;-;-;-;-;-;1;-;-;-;1
"150140 Belém";1;1;-;-;1;-;1;-;-;1;-;-;5
"150145 Belterra";5;3;3;5;-;2;2;1;3;-;7;4;35
"150150 Benevides";-;-;-;1;-;-;-;-;-;-;-;-;1
"150157 Bom Jesus do Tocantins";1;-;1;-;1;-;-;-;2;1;-;1;7
"150170 Bragança";4;5;6;4;2;-;2;2;-;1;-;1;27
"150172 Brasil Novo";10;3;6;5;4;-;-;3;1;9;8;5;54
"150175 Brejo Grande do Araguaia";1;1;-;-;-;-;-;-;-;-;-;-;2
"150178 Breu Branco";6;3;3;3;2;-;1;1;3;9;-;4;35
"150180 Breves";-;2;-;-;1;2;-;-;-;-;-;-;5
"150190 Bujaru";1;-;-;2;-;-;-;-;-;-;-;2;5
"150200 Cachoeira do Arari";-;-;-;-;-;-;-;-;-;2;-;-;2
"150195 Cachoeira do Piriá";14;7;12;2;1;3;7;1;-;1;-;8;56
"150210 Cametá";-;2;-;1;3;-;-;1;-;1;-;1;9
"150215 Canaã dos Carajás";1;1;1;-;-;-;1;-;-;-;2;1;7
"150220 Capanema";-;-;-;2;-;-;-;-;-;-;-;-;2
"150230 Capitão Poço";1;1;-;1;1;-;-;-;-;-;1;-;5
"150240 Castanhal";-;-;1;-;1;1;-;-;-;-;-;-;3
"150260 Colares";-;-;-;-;-;-;-;-;-;5;3;2;10
"150270 Conceição do Araguaia";-;-;1;-;-;1;-;2;1;-;3;1;9
"150275 Concórdia do Pará";-;-;-;1;-;1;-;-;-;1;-;-;3
"150276 Cumaru do Norte";1;-;1;-;-;1;-;-;2;-;-;-;5
"150277 Curionópolis";4;6;3;2;3;3;8;6;5;2;2;2;46
"150280 Curralinho";1;-;2;2;-;-;-;-;-;-;1;1;7
"150285 Curuá";-;1;-;-;-;-;1;1;2;-;2;-;7
"150290 Curuçá";-;-;-;1;1;-;-;-;-;-;-;-;2
"150293 Dom Eliseu";4;5;8;5;9;4;10;9;14;9;7;4;88
"150295 Eldorado do Carajás";4;1;1;4;2;1;3;2;3;2;4;1;28
"150300 Faro";-;-;-;-;-;-;-;-;-;-;7;-;7
"150304 Floresta do Araguaia";-;-;-;-;-;-;-;1;-;-;-;-;1
"150307 Garrafão do Norte";3;-;-;3;-;-;-;-;1;-;-;5;12
"150309 Goianésia do Pará";7;18;16;29;24;6;5;8;5;13;10;4;145
"150310 Gurupá";-;-;-;1;3;-;-;1;2;-;-;-;7
"150320 Igarapé-Açu";-;-;1;1;-;1;-;-;-;-;-;-;3
"150330 Igarapé-Miri";2;1;3;8;6;12;9;4;1;2;2;3;53
"150345 Ipixuna do Pará";11;1;13;15;8;10;2;5;5;2;6;5;83
"150350 Irituia";1;2;-;-;-;-;1;1;-;-;2;1;8
"150360 Itaituba";16;14;11;9;3;4;6;7;12;3;7;2;94
"150370 Itupiranga";5;2;4;4;4;-;-;1;5;5;6;5;41
"150375 Jacareacanga";1;2;2;-;2;3;2;1;1;1;1;2;18
"150380 Jacundá";6;1;3;2;3;1;2;2;2;2;1;-;25
"150390 Juruti";5;4;1;-;4;4;2;1;-;2;1;1;25
"150400 Limoeiro do Ajuru";1;1;1;-;1;-;-;-;-;-;-;-;4
"150405 Mãe do Rio";1;1;-;-;-;-;-;-;-;-;-;-;2
"150410 Magalhães Barata";1;-;-;-;-;-;-;-;-;-;-;-;1
"150420 Marabá";13;14;21;14;8;3;5;9;10;8;12;11;128
"150430 Maracanã";-;-;-;-;-;-;-;-;1;-;-;-;1
"150440 Marapanim";-;1;-;-;-;-;-;1;1;-;1;1;5
"150445 Medicilândia";14;19;19;16;1;9;5;2;11;15;18;14;143
"150450 Melgaço";-;-;-;-;1;-;-;-;-;-;-;-;1
"150460 Mocajuba";-;1;1;-;-;-;-;-;1;2;-;-;5
"150470 Moju";10;11;17;20;7;6;3;6;7;6;14;10;117
"150475 Mojuí dos Campos";1;3;1;1;1;1;-;-;1;-;5;7;21
"150480 Monte Alegre";32;23;13;11;7;5;3;3;3;14;31;22;167
"150490 Muaná";-;-;-;1;1;-;1;-;1;-;-;-;4
"150495 Nova Esperança do Piriá";-;4;-;2;-;2;-;1;2;-;3;2;16
"150497 Nova Ipixuna";-;1;1;-;1;1;-;-;-;-;-;-;4
"150500 Nova Timboteua";-;-;-;-;-;1;-;-;-;-;-;-;1
"150503 Novo Progresso";6;4;3;9;6;6;9;8;7;3;1;2;64
"150506 Novo Repartimento";14;8;9;9;7;5;14;2;6;4;15;13;106
"150510 Óbidos";12;17;15;17;8;1;4;7;3;5;9;3;101
"150520 Oeiras do Pará";1;1;-;-;1;-;-;-;2;-;5;5;15
"150530 Oriximiná";7;11;21;40;6;4;6;-;7;6;8;9;125
"150540 Ourém";1;-;-;-;1;-;-;-;-;-;-;-;2
"150543 Ourilândia do Norte";3;2;1;3;3;4;2;7;5;4;-;2;36
"150548 Pacajá";12;10;4;12;6;15;3;8;11;7;11;10;109
"150549 Palestina do Pará";2;-;-;2;-;-;-;-;2;2;1;-;9
"150550 Paragominas";23;15;11;8;14;5;8;8;7;16;13;15;143
"150553 Parauapebas";8;10;11;9;9;16;15;21;13;11;9;6;138
"150563 Piçarra";-;-;-;1;-;-;-;1;-;1;1;-;4
"150565 Placas";5;7;4;6;3;2;6;5;11;5;5;7;66
"150580 Portel";7;1;7;5;10;2;2;7;9;8;13;13;84
"150590 Porto de Moz";2;2;-;1;1;-;-;1;3;1;-;2;13
"150600 Prainha";15;5;3;8;4;3;5;8;3;7;15;8;84
"150610 Primavera";-;2;-;-;-;-;-;-;-;-;-;-;2
"150613 Redenção";1;-;-;-;-;-;-;1;1;-;1;3;7
"150616 Rio Maria";1;-;-;-;-;2;-;-;1;2;1;1;8
"150618 Rondon do Pará";4;6;7;8;9;12;10;11;7;9;4;5;92
"150619 Rurópolis";9;7;4;1;1;-;1;5;2;6;1;7;44
"150620 Salinópolis";2;1;1;-;-;1;-;-;-;-;-;-;5
"150630 Salvaterra";-;-;1;-;1;1;-;-;-;-;-;-;3
"150650 Santa Izabel do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150655 Santa Luzia do Pará";1;-;1;-;-;2;-;-;-;-;-;-;4
"150658 Santa Maria das Barreiras";-;-;-;-;1;2;-;-;1;2;-;1;7
"150660 Santa Maria do Pará";-;-;-;-;1;-;-;1;-;-;-;-;2
"150670 Santana do Araguaia";1;2;2;-;2;-;1;-;4;-;2;1;15
"150680 Santarém";12;17;6;11;11;9;3;12;10;-;10;13;114
"150700 Santo Antônio do Tauá";1;-;-;-;-;-;-;-;-;-;1;1;3
"150715 São Domingos do Araguaia";1;1;4;3;3;-;-;1;-;1;1;-;15
"150720 São Domingos do Capim";-;1;2;-;1;-;-;-;1;2;-;-;7
"150730 São Félix do Xingu";15;8;9;5;7;2;3;2;2;9;9;4;75
"150740 São Francisco do Pará";-;-;-;-;-;2;-;-;-;-;-;-;2
"150745 São Geraldo do Araguaia";4;4;1;2;2;-;3;1;3;3;2;-;25
"150746 São João da Ponta";1;-;-;-;-;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";-;2;-;-;-;-;-;-;-;-;-;-;2
"150750 São João do Araguaia";1;2;-;4;2;2;1;-;-;1;1;-;14
"150760 São Miguel do Guamá";-;-;-;-;-;1;-;-;-;-;-;1;2
"150770 São Sebastião da Boa Vista";-;1;-;-;1;-;1;-;-;1;-;-;4
"150775 Sapucaia";-;1;-;-;-;-;-;-;-;-;-;-;1
"150780 Senador José Porfírio";5;4;2;1;-;-;1;-;2;3;2;2;22
"150795 Tailândia";20;16;20;31;11;8;7;9;6;13;20;15;176
"150796 Terra Alta";-;-;-;-;-;1;-;-;-;-;-;-;1
"150797 Terra Santa";-;-;-;-;-;1;-;1;-;6;10;2;20
"150800 Tomé-Açu";12;15;16;32;15;16;11;14;6;5;4;3;149
"150803 Tracuateua";-;2;1;2;3;-;-;-;-;-;-;-;8
"150805 Trairão";2;-;-;1;1;1;1;4;4;4;1;2;21
"150808 Tucumã";11;2;3;4;1;1;-;2;4;1;4;6;39
"150810 Tucuruí";1;4;2;2;3;2;1;6;-;1;1;2;25
"150812 Ulianópolis";7;7;21;11;6;4;4;20;16;15;10;4;125
"150815 Uruará";20;7;17;11;4;11;4;9;8;26;20;17;154
"150830 Viseu";8;4;5;4;4;3;-;1;-;-;1;-;30
"150835 Vitória do Xingu";1;6;1;2;4;6;1;2;1;4;4;3;35
"150840 Xinguara";1;1;1;2;-;1;1;-;2;-;2;-;11
"150000 Município ignorado - PA";3;-;-;-;-;-;1;-;1;-;-;1;6
"160010 Amapá";1;2;6;2;2;1;1;-;-;-;-;-;15
"160020 Calçoene";30;24;22;16;10;3;6;1;2;1;3;2;120
"160023 Ferreira Gomes";1;5;2;2;1;4;-;1;1;2;-;-;19
"160027 Laranjal do Jari";33;15;21;25;24;17;16;3;13;6;9;7;189
"160030 Macapá";1;1;4;2;-;-;-;-;-;1;-;-;9
"160040 Mazagão";1;3;9;20;11;6;8;1;-;1;1;-;61
"160050 Oiapoque";14;10;8;3;2;5;1;-;4;2;1;2;52
"160015 Pedra Branca do Amapari";31;21;18;18;14;1;1;1;-;-;-;-;105
"160053 Porto Grande";24;23;21;30;14;4;5;-;2;3;1;5;132
"160055 Pracuúba";-;3;1;2;2;-;-;-;-;-;-;-;8
"160060 Santana";3;5;2;2;1;1;-;-;-;-;1;-;15
"160005 Serra do Navio";15;19;7;6;3;2;1;-;1;-;2;-;56
"160070 Tartarugalzinho";8;4;10;7;2;2;-;-;1;-;-;-;34
"160080 Vitória do Jari";1;4;2;3;4;-;1;-;-;3;2;-;20
"160000 Município ignorado - AP";-;1;-;-;-;-;-;-;-;-;-;-;1
"170025 Abreulândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170030 Aguiarnópolis";-;1;-;-;-;-;-;-;-;1;-;-;2
"170040 Almas";2;-;-;-;-;-;2;-;-;-;1;2;7
"170070 Alvorada";-;-;-;-;-;-;-;-;1;-;-;-;1
"170100 Ananás";1;-;-;1;2;2;4;5;-;-;-;1;16
"170110 Aparecida do Rio Negro";-;1;-;-;-;-;2;-;-;1;1;1;6
"170130 Aragominas";-;-;-;-;-;-;-;-;-;-;-;1;1
"170190 Araguacema";3;2;-;2;2;1;1;1;1;-;-;3;16
"170200 Araguaçu";-;-;1;1;1;1;-;-;-;-;-;-;4
"170210 Araguaína";3;1;4;-;6;3;2;5;3;1;3;-;31
"170215 Araguanã";-;-;1;-;-;-;-;-;-;-;-;-;1
"170220 Araguatins";-;1;-;2;1;-;-;-;1;1;-;-;6
"170230 Arapoema";-;-;-;1;-;-;-;-;-;-;-;-;1
"170240 Arraias";1;-;-;-;-;-;-;-;-;-;-;1;2
"170270 Aurora do Tocantins";1;-;3;1;1;1;-;-;1;-;2;-;10
"170290 Axixá do Tocantins";1;-;-;-;-;-;1;-;-;-;-;-;2
"170300 Babaçulândia";-;1;-;-;-;-;-;-;-;1;-;-;2
"170305 Bandeirantes do Tocantins";-;-;-;-;-;-;-;1;-;-;-;-;1
"170307 Barra do Ouro";-;-;-;-;-;-;-;-;-;-;-;1;1
"170310 Barrolândia";-;-;1;-;-;1;-;1;-;-;3;-;6
"170320 Bernardo Sayão";-;-;-;-;-;-;1;-;-;-;-;-;1
"170330 Bom Jesus do Tocantins";-;-;2;-;-;-;-;-;1;-;-;1;4
"170360 Brasilândia do Tocantins";-;-;-;-;-;-;-;1;1;-;-;-;2
"170370 Brejinho de Nazaré";-;1;-;-;-;-;1;-;-;-;-;-;2
"170382 Cachoeirinha";-;-;-;-;1;-;1;-;-;-;-;-;2
"170389 Carrasco Bonito";-;-;-;-;-;-;-;-;-;1;-;-;1
"170390 Caseara";1;5;1;-;2;-;2;1;-;1;-;2;15
"170410 Centenário";1;-;-;-;-;-;-;-;-;-;-;3;4
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;1;-;-;-;1
"170550 Colinas do Tocantins";2;-;-;-;-;1;-;-;1;1;-;-;5
"171670 Colméia";-;1;-;-;-;-;-;1;-;1;-;-;3
"170555 Combinado";-;-;-;-;-;-;-;-;-;-;1;-;1
"170600 Couto Magalhães";-;1;-;-;-;1;1;2;-;1;1;-;7
"170610 Cristalândia";-;1;1;1;3;-;1;1;-;-;1;-;9
"170625 Crixás do Tocantins";1;-;-;-;-;-;-;-;-;-;1;-;2
"170650 Darcinópolis";-;-;-;-;1;-;-;-;-;1;-;-;2
"170700 Dianópolis";-;-;1;-;-;2;3;3;3;6;2;3;23
"170710 Divinópolis do Tocantins";-;-;-;-;1;-;-;-;-;2;2;-;5
"170720 Dois Irmãos do Tocantins";-;1;1;2;3;1;-;1;-;-;-;-;9
"170730 Dueré";1;-;-;-;-;-;-;-;1;1;1;-;4
"170740 Esperantina";-;-;1;-;-;-;-;-;-;-;-;-;1
"170765 Figueirópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"170770 Filadélfia";1;1;-;1;-;-;-;-;1;1;1;-;6
"170820 Formoso do Araguaia";-;1;-;-;-;-;-;-;3;1;-;-;5
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;-;1;-;-;-;1
"170830 Goianorte";1;-;-;-;-;-;-;-;1;-;-;-;2
"170900 Goiatins";-;1;-;1;1;-;-;-;-;-;1;-;4
"170930 Guaraí";-;-;-;2;-;2;-;5;8;1;-;-;18
"170950 Gurupi";3;1;-;-;-;1;-;-;1;1;2;1;10
"170980 Ipueiras";-;-;-;-;-;-;-;-;-;1;-;-;1
"171050 Itacajá";3;1;-;-;1;1;-;-;-;-;-;1;7
"171070 Itaguatins";-;-;-;-;-;-;-;1;-;-;-;-;1
"171090 Itapiratins";1;1;-;-;-;-;1;-;-;-;-;-;3
"171110 Itaporã do Tocantins";1;-;-;-;1;-;-;-;1;1;1;-;5
"171150 Jaú do Tocantins";-;-;-;-;-;-;-;-;2;-;-;-;2
"171180 Juarina";-;-;-;-;-;-;-;-;-;-;-;1;1
"171190 Lagoa da Confusão";1;-;-;-;-;-;1;-;-;-;1;-;3
"171200 Lajeado";-;-;-;-;-;-;-;1;-;1;-;-;2
"171240 Lizarda";1;-;-;-;-;-;-;-;-;-;-;-;1
"171245 Luzinópolis";1;1;-;-;-;-;-;-;-;-;-;-;2
"171250 Marianópolis do Tocantins";-;2;1;-;-;2;1;-;-;-;-;-;6
"171270 Mateiros";-;1;-;-;-;-;-;1;-;-;-;-;2
"171280 Maurilândia do Tocantins";-;-;-;-;-;-;-;-;-;1;2;-;3
"171320 Miracema do Tocantins";1;1;-;-;-;-;-;1;-;1;1;1;6
"171330 Miranorte";-;-;-;1;-;-;-;-;-;-;1;1;3
"171360 Monte do Carmo";-;-;1;-;-;1;-;3;5;3;4;2;19
