Muni_Code,Muni_Name,Year,Cases,Population,Incidence,Disease
05001,MEDELLIN,2014,69,2117947,3.257871891978411e-5,Chikungunya
05001,MEDELLIN,2015,475,2181418,2.1774827199555518e-4,Chikungunya
05001,MEDELLIN,2016,199,2212743,8.993362536905551e-5,Chikungunya
05001,MEDELLIN,2017,37,2262272,1.635523933461582e-5,Chikungunya
05002,ABEJORRAL,2014,1,20858,4.794323520951194e-5,Chikungunya
05002,ABEJORRAL,2015,3,21087,1.422677479015507e-4,Chikungunya
05002,ABEJORRAL,2016,1,21730,4.601932811780948e-5,Chikungunya
05002,ABEJORRAL,2017,0,22239,0,Chikungunya
05004,ABRIAQUI,2014,0,2916,0,Chikungunya
05004,ABRIAQUI,2015,0,2967,0,Chikungunya
05004,ABRIAQUI,2016,0,3005,0,Chikungunya
05004,ABRIAQUI,2017,0,3072,0,Chikungunya
05021,ALEJANDRIA,2014,0,3983,0,Chikungunya
05021,ALEJANDRIA,2015,0,3868,0,Chikungunya
05021,ALEJANDRIA,2016,0,4006,0,Chikungunya
05021,ALEJANDRIA,2017,0,4094,0,Chikungunya
05030,AMAGA,2014,1,28915,3.4584125886218224e-5,Chikungunya
05030,AMAGA,2015,10,29154,3.4300610550867805e-4,Chikungunya
05030,AMAGA,2016,8,29446,2.7168376010323984e-4,Chikungunya
05030,AMAGA,2017,1,30109,3.3212660666245974e-5,Chikungunya
05031,AMALFI,2014,0,21613,0,Chikungunya
05031,AMALFI,2015,1,22204,4.503693028283192e-5,Chikungunya
05031,AMALFI,2016,0,22365,0,Chikungunya
05031,AMALFI,2017,0,22864,0,Chikungunya
05034,ANDES,2014,3,41716,7.191485281426791e-5,Chikungunya
05034,ANDES,2015,13,41789,3.1108664959678383e-4,Chikungunya
05034,ANDES,2016,0,43289,0,Chikungunya
05034,ANDES,2017,0,44172,0,Chikungunya
05036,ANGELOPOLIS,2014,0,8986,0,Chikungunya
05036,ANGELOPOLIS,2015,0,8834,0,Chikungunya
05036,ANGELOPOLIS,2016,0,9416,0,Chikungunya
05036,ANGELOPOLIS,2017,0,9593,0,Chikungunya
05038,ANGOSTURA,2014,0,14920,0,Chikungunya
05038,ANGOSTURA,2015,0,15591,0,Chikungunya
05038,ANGOSTURA,2016,0,15581,0,Chikungunya
05038,ANGOSTURA,2017,0,16019,0,Chikungunya
05040,ANORI,2014,0,17820,0,Chikungunya
05040,ANORI,2015,4,18358,2.178886588953045e-4,Chikungunya
05040,ANORI,2016,3,18500,1.6216216216216215e-4,Chikungunya
05040,ANORI,2017,0,18937,0,Chikungunya
05042,SANTAFE DE ANTIOQUIA,2014,13,18083,7.189072609633358e-4,Chikungunya
05042,SANTAFE DE ANTIOQUIA,2015,26,20116,0.001292503479817061,Chikungunya
05042,SANTAFE DE ANTIOQUIA,2016,17,18560,9.15948275862069e-4,Chikungunya
05042,SANTAFE DE ANTIOQUIA,2017,2,18967,1.054463014709759e-4,Chikungunya
05044,ANZA,2014,0,6024,0,Chikungunya
05044,ANZA,2015,21,6779,0.0030978020356984804,Chikungunya
05044,ANZA,2016,0,6084,0,Chikungunya
05044,ANZA,2017,0,6196,0,Chikungunya
05045,APARTADO,2014,10,142521,7.016509847671572e-5,Chikungunya
05045,APARTADO,2015,90,145721,6.176185999272583e-4,Chikungunya
05045,APARTADO,2016,4,148717,2.689672330668316e-5,Chikungunya
05045,APARTADO,2017,4,151881,2.6336408108980058e-5,Chikungunya
05051,ARBOLETES,2014,18,22389,8.039662334181965e-4,Chikungunya
05051,ARBOLETES,2015,16,22996,6.957731779439903e-4,Chikungunya
05051,ARBOLETES,2016,2,23622,8.466683600033866e-5,Chikungunya
05051,ARBOLETES,2017,0,24319,0,Chikungunya
05055,ARGELIA,2014,1,9925,1.0075566750629723e-4,Chikungunya
05055,ARGELIA,2015,0,10172,0,Chikungunya
05055,ARGELIA,2016,0,10471,0,Chikungunya
05055,ARGELIA,2017,0,10686,0,Chikungunya
05059,ARMENIA,2014,0,7290,0,Chikungunya
05059,ARMENIA,2015,8,6943,0.001152239665850497,Chikungunya
05059,ARMENIA,2016,4,7820,5.115089514066496e-4,Chikungunya
05059,ARMENIA,2017,0,8061,0,Chikungunya
05079,BARBOSA,2014,0,55155,0,Chikungunya
05079,BARBOSA,2015,1,56355,1.7744654422855114e-5,Chikungunya
05079,BARBOSA,2016,1,57145,1.7499343774608453e-5,Chikungunya
05079,BARBOSA,2017,7,58450,1.1976047904191617e-4,Chikungunya
05086,BELMIRA,2014,0,7712,0,Chikungunya
05086,BELMIRA,2015,0,7829,0,Chikungunya
05086,BELMIRA,2016,0,8063,0,Chikungunya
05086,BELMIRA,2017,0,8236,0,Chikungunya
05088,BELLO,2014,8,492996,1.622731218914555e-5,Chikungunya
05088,BELLO,2015,70,508457,1.3767142550894177e-4,Chikungunya
05088,BELLO,2016,43,519283,8.280648509579554e-5,Chikungunya
05088,BELLO,2017,5,529838,9.436846734284819e-6,Chikungunya
05091,BETANIA,2014,1,10832,9.231905465288036e-5,Chikungunya
05091,BETANIA,2015,4,11703,3.417927027257968e-4,Chikungunya
05091,BETANIA,2016,0,12285,0,Chikungunya
05091,BETANIA,2017,0,12581,0,Chikungunya
05093,BETULIA,2014,0,15192,0,Chikungunya
05093,BETULIA,2015,5,15787,3.1671628555140303e-4,Chikungunya
05093,BETULIA,2016,1,15902,6.288517167651868e-5,Chikungunya
05093,BETULIA,2017,0,16190,0,Chikungunya
05101,CIUDAD BOLIVAR,2014,16,34657,4.6166719566032835e-4,Chikungunya
05101,CIUDAD BOLIVAR,2015,29,34850,8.321377331420373e-4,Chikungunya
05101,CIUDAD BOLIVAR,2016,4,36464,1.0969723562966213e-4,Chikungunya
05101,CIUDAD BOLIVAR,2017,0,37457,0,Chikungunya
05107,BRICE¥O,2014,0,9687,0,Chikungunya
05107,BRICE¥O,2015,0,8685,0,Chikungunya
05107,BRICE¥O,2016,1,9839,1.0163634515702815e-4,Chikungunya
05107,BRICE¥O,2017,0,10049,0,Chikungunya
05113,BURITICA,2014,0,6254,0,Chikungunya
05113,BURITICA,2015,0,6553,0,Chikungunya
05113,BURITICA,2016,7,6537,0.0010708275967569222,Chikungunya
05113,BURITICA,2017,1,6697,1.4932059130954157e-4,Chikungunya
05120,CACERES,2014,34,34972,9.722063364977696e-4,Chikungunya
05120,CACERES,2015,39,35138,0.0011099094996869486,Chikungunya
05120,CACERES,2016,1,36397,2.7474791878451522e-5,Chikungunya
05120,CACERES,2017,0,37180,0,Chikungunya
05125,CAICEDO,2014,0,8644,0,Chikungunya
05125,CAICEDO,2015,0,8905,0,Chikungunya
05125,CAICEDO,2016,2,9212,2.1710811984368216e-4,Chikungunya
05125,CAICEDO,2017,0,9448,0,Chikungunya
05129,CALDAS,2014,2,64392,3.105975897627034e-5,Chikungunya
05129,CALDAS,2015,13,67360,1.9299287410926366e-4,Chikungunya
05129,CALDAS,2016,3,68687,4.367638708925998e-5,Chikungunya
05129,CALDAS,2017,0,70362,0,Chikungunya
05134,CAMPAMENTO,2014,0,10086,0,Chikungunya
05134,CAMPAMENTO,2015,0,10578,0,Chikungunya
05134,CAMPAMENTO,2016,0,10543,0,Chikungunya
05134,CAMPAMENTO,2017,0,10771,0,Chikungunya
05138,CA¥ASGORDAS,2014,0,19748,0,Chikungunya
05138,CA¥ASGORDAS,2015,0,20268,0,Chikungunya
05138,CA¥ASGORDAS,2016,0,20584,0,Chikungunya
05138,CA¥ASGORDAS,2017,0,21070,0,Chikungunya
05142,CARACOLI,2014,0,5331,0,Chikungunya
05142,CARACOLI,2015,1,5752,1.7385257301808066e-4,Chikungunya
05142,CARACOLI,2016,0,5482,0,Chikungunya
05142,CARACOLI,2017,1,5568,1.7959770114942528e-4,Chikungunya
05145,CARAMANTA,2014,0,5809,0,Chikungunya
05145,CARAMANTA,2015,0,5776,0,Chikungunya
05145,CARAMANTA,2016,0,6213,0,Chikungunya
05145,CARAMANTA,2017,0,6345,0,Chikungunya
05147,CAREPA,2014,3,34604,8.669517974800601e-5,Chikungunya
05147,CAREPA,2015,20,35001,5.714122453644181e-4,Chikungunya
05147,CAREPA,2016,6,35782,1.6768207478620536e-4,Chikungunya
05147,CAREPA,2017,0,36736,0,Chikungunya
05148,EL CARMEN DE VIBORAL,2014,1,34707,2.8812631457631024e-5,Chikungunya
05148,EL CARMEN DE VIBORAL,2015,7,34715,2.0164194152383697e-4,Chikungunya
05148,EL CARMEN DE VIBORAL,2016,0,35994,0,Chikungunya
05148,EL CARMEN DE VIBORAL,2017,1,36571,2.7344070438325448e-5,Chikungunya
05150,CAROLINA,2014,0,3701,0,Chikungunya
05150,CAROLINA,2015,0,3883,0,Chikungunya
05150,CAROLINA,2016,0,3854,0,Chikungunya
05150,CAROLINA,2017,0,3925,0,Chikungunya
05154,CAUCASIA,2014,8,85789,9.325204863094336e-5,Chikungunya
05154,CAUCASIA,2015,19,88543,2.145850038964119e-4,Chikungunya
05154,CAUCASIA,2016,8,89496,8.938946992044337e-5,Chikungunya
05154,CAUCASIA,2017,0,91698,0,Chikungunya
05172,CHIGORODO,2014,25,63966,3.9083262983459965e-4,Chikungunya
05172,CHIGORODO,2015,74,65244,0.0011342039114707865,Chikungunya
05172,CHIGORODO,2016,3,67104,4.470672389127325e-5,Chikungunya
05172,CHIGORODO,2017,2,68532,2.9183447148777215e-5,Chikungunya
05190,CISNEROS,2014,1,8975,1.1142061281337047e-4,Chikungunya
05190,CISNEROS,2015,19,9093,0.0020895194105355766,Chikungunya
05190,CISNEROS,2016,1,9361,1.0682619378271552e-4,Chikungunya
05190,CISNEROS,2017,2,9530,2.098635886673662e-4,Chikungunya
05197,COCORNA,2014,0,15315,0,Chikungunya
05197,COCORNA,2015,1,16038,6.235191420376606e-5,Chikungunya
05197,COCORNA,2016,1,16689,5.991970759182695e-5,Chikungunya
05197,COCORNA,2017,0,16973,0,Chikungunya
05206,CONCEPCION,2014,0,4569,0,Chikungunya
05206,CONCEPCION,2015,0,4682,0,Chikungunya
05206,CONCEPCION,2016,0,4646,0,Chikungunya
05206,CONCEPCION,2017,0,4752,0,Chikungunya
05209,CONCORDIA,2014,0,18162,0,Chikungunya
05209,CONCORDIA,2015,6,19452,3.0845157310302283e-4,Chikungunya
05209,CONCORDIA,2016,0,18717,0,Chikungunya
05209,CONCORDIA,2017,0,19050,0,Chikungunya
05212,COPACABANA,2014,1,124726,8.017574523355195e-6,Chikungunya
05212,COPACABANA,2015,4,126551,3.160781028992264e-5,Chikungunya
05212,COPACABANA,2016,2,130697,1.530257006664269e-5,Chikungunya
05212,COPACABANA,2017,1,134163,7.453619850480386e-6,Chikungunya
05234,DABEIBA,2014,1,22966,4.3542628233040145e-5,Chikungunya
05234,DABEIBA,2015,7,23539,2.973788181316114e-4,Chikungunya
05234,DABEIBA,2016,0,24114,0,Chikungunya
05234,DABEIBA,2017,0,24658,0,Chikungunya
05237,DON MATIAS,2014,0,18063,0,Chikungunya
05237,DON MATIAS,2015,0,18352,0,Chikungunya
05237,DON MATIAS,2016,0,18590,0,Chikungunya
05237,DON MATIAS,2017,0,19030,0,Chikungunya
05240,EBEJICO,2014,0,12260,0,Chikungunya
05240,EBEJICO,2015,10,11947,8.370302167908262e-4,Chikungunya
05240,EBEJICO,2016,3,13159,2.2798084960863287e-4,Chikungunya
05240,EBEJICO,2017,0,13520,0,Chikungunya
05250,EL BAGRE,2014,39,52163,7.476563847938194e-4,Chikungunya
05250,EL BAGRE,2015,77,53375,0.001442622950819672,Chikungunya
05250,EL BAGRE,2016,2,53902,3.710437460576602e-5,Chikungunya
05250,EL BAGRE,2017,0,54772,0,Chikungunya
05264,ENTRERRIOS,2014,1,6972,1.4343086632243257e-4,Chikungunya
05264,ENTRERRIOS,2015,0,6954,0,Chikungunya
05264,ENTRERRIOS,2016,0,7308,0,Chikungunya
05264,ENTRERRIOS,2017,0,7467,0,Chikungunya
05266,ENVIGADO,2014,9,184358,4.881806051269812e-5,Chikungunya
05266,ENVIGADO,2015,24,191284,1.254678906756446e-4,Chikungunya
05266,ENVIGADO,2016,9,193503,4.6510906807646395e-5,Chikungunya
05266,ENVIGADO,2017,3,197837,1.5163998645349455e-5,Chikungunya
05282,FREDONIA,2014,0,20513,0,Chikungunya
05282,FREDONIA,2015,0,21305,0,Chikungunya
05282,FREDONIA,2016,4,21515,1.8591680223100163e-4,Chikungunya
05282,FREDONIA,2017,0,22098,0,Chikungunya
05284,FRONTINO,2014,0,23099,0,Chikungunya
05284,FRONTINO,2015,1,23476,4.259669449650707e-5,Chikungunya
05284,FRONTINO,2016,1,24037,4.160252943378957e-5,Chikungunya
05284,FRONTINO,2017,0,24588,0,Chikungunya
05306,GIRALDO,2014,0,3957,0,Chikungunya
05306,GIRALDO,2015,0,4015,0,Chikungunya
05306,GIRALDO,2016,2,4173,4.792715073088905e-4,Chikungunya
05306,GIRALDO,2017,1,4267,2.3435669088352472e-4,Chikungunya
05308,GIRARDOTA,2014,0,49354,0,Chikungunya
05308,GIRARDOTA,2015,4,50525,7.916872835230085e-5,Chikungunya
05308,GIRARDOTA,2016,3,52911,5.669898508816692e-5,Chikungunya
05308,GIRARDOTA,2017,0,53927,0,Chikungunya
05310,GOMEZ PLATA,2014,0,15139,0,Chikungunya
05310,GOMEZ PLATA,2015,0,15339,0,Chikungunya
05310,GOMEZ PLATA,2016,0,15666,0,Chikungunya
05310,GOMEZ PLATA,2017,0,16012,0,Chikungunya
05313,GRANADA,2014,0,13584,0,Chikungunya
05313,GRANADA,2015,3,14464,2.0741150442477876e-4,Chikungunya
05313,GRANADA,2016,5,14376,3.478018920422927e-4,Chikungunya
05313,GRANADA,2017,0,14590,0,Chikungunya
05315,GUADALUPE,2014,0,4495,0,Chikungunya
05315,GUADALUPE,2015,1,4371,2.2878059940517045e-4,Chikungunya
05315,GUADALUPE,2016,0,4725,0,Chikungunya
05315,GUADALUPE,2017,0,4839,0,Chikungunya
05318,GUARNE,2014,0,70734,0,Chikungunya
05318,GUARNE,2015,2,62437,3.203228854685523e-5,Chikungunya
05318,GUARNE,2016,1,75659,1.321719821832168e-5,Chikungunya
05318,GUARNE,2017,0,76968,0,Chikungunya
05321,GUATAPE,2014,0,6915,0,Chikungunya
05321,GUATAPE,2015,1,7022,1.4240956992309884e-4,Chikungunya
05321,GUATAPE,2016,1,7447,1.342822613132805e-4,Chikungunya
05321,GUATAPE,2017,1,7570,1.321003963011889e-4,Chikungunya
05347,HELICONIA,2014,0,6181,0,Chikungunya
05347,HELICONIA,2015,0,6536,0,Chikungunya
05347,HELICONIA,2016,0,6533,0,Chikungunya
05347,HELICONIA,2017,0,6633,0,Chikungunya
05353,HISPANIA,2014,0,3125,0,Chikungunya
05353,HISPANIA,2015,4,3320,0.0012048192771084338,Chikungunya
05353,HISPANIA,2016,1,3237,3.0892801977139327e-4,Chikungunya
05353,HISPANIA,2017,0,3335,0,Chikungunya
05360,ITAGUI,2014,16,241137,6.635232253863986e-5,Chikungunya
05360,ITAGUI,2015,22,244214,9.008492551614567e-5,Chikungunya
05360,ITAGUI,2016,25,246137,1.0156945115931371e-4,Chikungunya
05360,ITAGUI,2017,1,253189,3.94961866431796e-6,Chikungunya
05361,ITUANGO,2014,0,27046,0,Chikungunya
05361,ITUANGO,2015,0,28693,0,Chikungunya
05361,ITUANGO,2016,1,28395,3.5217467864060575e-5,Chikungunya
05361,ITUANGO,2017,0,28978,0,Chikungunya
05364,JARDIN,2014,0,17090,0,Chikungunya
05364,JARDIN,2015,3,17653,1.699427859287373e-4,Chikungunya
05364,JARDIN,2016,0,18008,0,Chikungunya
05364,JARDIN,2017,0,18396,0,Chikungunya
05368,JERICO,2014,0,13118,0,Chikungunya
05368,JERICO,2015,0,13383,0,Chikungunya
05368,JERICO,2016,3,13519,2.2190990457874102e-4,Chikungunya
05368,JERICO,2017,0,13804,0,Chikungunya
05376,LA CEJA,2014,1,46432,2.1536871123363198e-5,Chikungunya
05376,LA CEJA,2015,0,47614,0,Chikungunya
05376,LA CEJA,2016,3,48179,6.226779302185599e-5,Chikungunya
05376,LA CEJA,2017,0,49432,0,Chikungunya
05380,LA ESTRELLA,2014,1,23167,4.316484654897052e-5,Chikungunya
05380,LA ESTRELLA,2015,2,21839,9.157928476578598e-5,Chikungunya
05380,LA ESTRELLA,2016,2,25941,7.709803014532978e-5,Chikungunya
05380,LA ESTRELLA,2017,1,26081,3.834208811011848e-5,Chikungunya
05390,LA PINTADA,2014,0,8493,0,Chikungunya
05390,LA PINTADA,2015,43,8597,0.005001744794695824,Chikungunya
05390,LA PINTADA,2016,2,8966,2.2306491188935982e-4,Chikungunya
05390,LA PINTADA,2017,0,9125,0,Chikungunya
05400,LA UNION,2014,0,19573,0,Chikungunya
05400,LA UNION,2015,0,20048,0,Chikungunya
05400,LA UNION,2016,0,20972,0,Chikungunya
05400,LA UNION,2017,0,21353,0,Chikungunya
05411,LIBORINA,2014,0,10453,0,Chikungunya
05411,LIBORINA,2015,0,10486,0,Chikungunya
05411,LIBORINA,2016,0,11045,0,Chikungunya
05411,LIBORINA,2017,0,11274,0,Chikungunya
05425,MACEO,2014,1,10102,9.899029895070283e-5,Chikungunya
05425,MACEO,2015,4,10881,3.6761327083907727e-4,Chikungunya
05425,MACEO,2016,3,11522,2.6037146328762367e-4,Chikungunya
05425,MACEO,2017,0,11710,0,Chikungunya
05440,MARINILLA,2014,1,55267,1.8093980132809815e-5,Chikungunya
05440,MARINILLA,2015,0,56530,0,Chikungunya
05440,MARINILLA,2016,1,58471,1.710249525405757e-5,Chikungunya
05440,MARINILLA,2017,0,59883,0,Chikungunya
05467,MONTEBELLO,2014,0,10803,0,Chikungunya
05467,MONTEBELLO,2015,1,10816,9.245562130177515e-5,Chikungunya
05467,MONTEBELLO,2016,0,10775,0,Chikungunya
05467,MONTEBELLO,2017,0,10964,0,Chikungunya
05475,MURINDO,2014,0,4428,0,Chikungunya
05475,MURINDO,2015,0,4559,0,Chikungunya
05475,MURINDO,2016,0,4635,0,Chikungunya
05475,MURINDO,2017,0,4748,0,Chikungunya
05480,MUTATA,2014,0,17938,0,Chikungunya
05480,MUTATA,2015,13,18396,7.066753642096107e-4,Chikungunya
05480,MUTATA,2016,0,18692,0,Chikungunya
05480,MUTATA,2017,0,19176,0,Chikungunya
05483,NARI¥O,2014,1,14849,6.734460233012324e-5,Chikungunya
05483,NARI¥O,2015,2,15193,1.31639570854999e-4,Chikungunya
05483,NARI¥O,2016,0,15391,0,Chikungunya
05483,NARI¥O,2017,0,15789,0,Chikungunya
05490,NECOCLI,2014,6,48244,1.2436779703175525e-4,Chikungunya
05490,NECOCLI,2015,25,48799,5.123055800323777e-4,Chikungunya
05490,NECOCLI,2016,1,50006,1.9997600287965445e-5,Chikungunya
05490,NECOCLI,2017,1,51194,1.9533539086611713e-5,Chikungunya
05495,NECHI,2014,18,12528,0.0014367816091954023,Chikungunya
05495,NECHI,2015,97,12661,0.007661322170444672,Chikungunya
05495,NECHI,2016,1,13874,7.207726683004181e-5,Chikungunya
05495,NECHI,2017,0,14125,0,Chikungunya
05501,OLAYA,2014,0,6000,0,Chikungunya
05501,OLAYA,2015,5,5461,9.155832265152902e-4,Chikungunya
05501,OLAYA,2016,1,6283,1.591596371160274e-4,Chikungunya
05501,OLAYA,2017,0,6431,0,Chikungunya
05541,PE¥OL,2014,0,19298,0,Chikungunya
05541,PE¥OL,2015,0,19708,0,Chikungunya
05541,PE¥OL,2016,0,20229,0,Chikungunya
05541,PE¥OL,2017,0,20578,0,Chikungunya
05543,PEQUE,2014,0,9263,0,Chikungunya
05543,PEQUE,2015,4,9571,4.179291610072093e-4,Chikungunya
05543,PEQUE,2016,35,9760,0.003586065573770492,Chikungunya
05543,PEQUE,2017,0,9987,0,Chikungunya
05576,PUEBLORRICO,2014,0,13489,0,Chikungunya
05576,PUEBLORRICO,2015,0,13498,0,Chikungunya
05576,PUEBLORRICO,2016,0,14026,0,Chikungunya
05576,PUEBLORRICO,2017,0,14355,0,Chikungunya
05579,PUERTO BERRIO,2014,0,26611,0,Chikungunya
05579,PUERTO BERRIO,2015,27,27129,9.952449408382174e-4,Chikungunya
05579,PUERTO BERRIO,2016,3,25909,1.157898799644911e-4,Chikungunya
05579,PUERTO BERRIO,2017,0,25954,0,Chikungunya
05585,PUERTO NARE,2014,2,10498,1.9051247856734617e-4,Chikungunya
05585,PUERTO NARE,2015,33,10603,0.003112326699990569,Chikungunya
05585,PUERTO NARE,2016,2,10318,1.938360147315371e-4,Chikungunya
05585,PUERTO NARE,2017,0,10596,0,Chikungunya
05591,PUERTO TRIUNFO,2014,1,20221,4.9453538400672565e-5,Chikungunya
05591,PUERTO TRIUNFO,2015,38,21754,0.0017468051852532868,Chikungunya
05591,PUERTO TRIUNFO,2016,3,22451,1.336243374459935e-4,Chikungunya
05591,PUERTO TRIUNFO,2017,0,23506,0,Chikungunya
05604,REMEDIOS,2014,0,19966,0,Chikungunya
05604,REMEDIOS,2015,230,21218,0.010839852955038176,Chikungunya
05604,REMEDIOS,2016,0,21139,0,Chikungunya
05604,REMEDIOS,2017,1,21716,4.6048996131884326e-5,Chikungunya
05607,RETIRO,2014,0,58696,0,Chikungunya
05607,RETIRO,2015,0,56578,0,Chikungunya
05607,RETIRO,2016,0,61982,0,Chikungunya
05607,RETIRO,2017,0,63685,0,Chikungunya
05615,RIONEGRO,2014,1,114574,8.727983661214587e-6,Chikungunya
05615,RIONEGRO,2015,6,115727,5.184615517554244e-5,Chikungunya
05615,RIONEGRO,2016,0,119194,0,Chikungunya
05615,RIONEGRO,2017,0,122097,0,Chikungunya
05628,SABANALARGA,2014,0,8585,0,Chikungunya
05628,SABANALARGA,2015,2,8578,2.3315458148752622e-4,Chikungunya
05628,SABANALARGA,2016,0,8998,0,Chikungunya
05628,SABANALARGA,2017,0,9167,0,Chikungunya
05631,SABANETA,2014,4,59374,6.736955569778018e-5,Chikungunya
05631,SABANETA,2015,4,57771,6.923889148534732e-5,Chikungunya
05631,SABANETA,2016,3,59707,5.0245364865091195e-5,Chikungunya
05631,SABANETA,2017,0,61838,0,Chikungunya
05642,SALGAR,2014,0,20870,0,Chikungunya
05642,SALGAR,2015,10,21485,4.6544100535257155e-4,Chikungunya
05642,SALGAR,2016,1,22223,4.499842505512307e-5,Chikungunya
05642,SALGAR,2017,0,22696,0,Chikungunya
05647,SAN ANDRES,2014,1,6128,1.6318537859007833e-4,Chikungunya
05647,SAN ANDRES,2015,3,6358,4.718464926077383e-4,Chikungunya
05647,SAN ANDRES,2016,1,6541,1.5288182235132243e-4,Chikungunya
05647,SAN ANDRES,2017,0,6670,0,Chikungunya
05649,SAN CARLOS,2014,1,17650,5.6657223796033995e-5,Chikungunya
05649,SAN CARLOS,2015,3,18043,1.662694673834728e-4,Chikungunya
05649,SAN CARLOS,2016,0,18339,0,Chikungunya
05649,SAN CARLOS,2017,0,18771,0,Chikungunya
05652,SAN FRANCISCO,2014,0,5914,0,Chikungunya
05652,SAN FRANCISCO,2015,0,5664,0,Chikungunya
05652,SAN FRANCISCO,2016,0,5319,0,Chikungunya
05652,SAN FRANCISCO,2017,0,5475,0,Chikungunya
05656,SAN JERONIMO,2014,1,12301,8.129420372327454e-5,Chikungunya
05656,SAN JERONIMO,2015,17,12567,0.0013527492639452533,Chikungunya
05656,SAN JERONIMO,2016,8,12853,6.224227806737727e-4,Chikungunya
05656,SAN JERONIMO,2017,1,13163,7.597052343690648e-5,Chikungunya
05658,SAN JOSE DE LA MONTA¥A,2014,0,4581,0,Chikungunya
05658,SAN JOSE DE LA MONTA¥A,2015,0,4648,0,Chikungunya
05658,SAN JOSE DE LA MONTA¥A,2016,0,4662,0,Chikungunya
05658,SAN JOSE DE LA MONTA¥A,2017,0,4786,0,Chikungunya
05659,SAN JUAN DE URABA,2014,3,22757,1.3182756953904293e-4,Chikungunya
05659,SAN JUAN DE URABA,2015,61,23094,0.0026413787130856498,Chikungunya
05659,SAN JUAN DE URABA,2016,2,23900,8.368200836820084e-5,Chikungunya
05659,SAN JUAN DE URABA,2017,0,24285,0,Chikungunya
05660,SAN LUIS,2014,0,11263,0,Chikungunya
05660,SAN LUIS,2015,3,11698,2.5645409471704566e-4,Chikungunya
05660,SAN LUIS,2016,1,12240,8.169934640522875e-5,Chikungunya
05660,SAN LUIS,2017,0,12564,0,Chikungunya
05664,SAN PEDRO,2014,0,23210,0,Chikungunya
05664,SAN PEDRO,2015,0,23963,0,Chikungunya
05664,SAN PEDRO,2016,0,24144,0,Chikungunya
05664,SAN PEDRO,2017,0,24619,0,Chikungunya
05665,SAN PEDRO DE URABA,2014,3,32825,9.139375476009139e-5,Chikungunya
05665,SAN PEDRO DE URABA,2015,13,33980,3.825779870512066e-4,Chikungunya
05665,SAN PEDRO DE URABA,2016,0,34675,0,Chikungunya
05665,SAN PEDRO DE URABA,2017,0,35426,0,Chikungunya
05667,SAN RAFAEL,2014,0,14826,0,Chikungunya
05667,SAN RAFAEL,2015,5,15068,3.3182904167772763e-4,Chikungunya
05667,SAN RAFAEL,2016,2,15420,1.2970168612191958e-4,Chikungunya
05667,SAN RAFAEL,2017,0,15786,0,Chikungunya
05670,SAN ROQUE,2014,0,16663,0,Chikungunya
05670,SAN ROQUE,2015,5,17054,2.9318634924357923e-4,Chikungunya
05670,SAN ROQUE,2016,0,16672,0,Chikungunya
05670,SAN ROQUE,2017,0,17130,0,Chikungunya
05674,SAN VICENTE,2014,0,19252,0,Chikungunya
05674,SAN VICENTE,2015,0,19797,0,Chikungunya
05674,SAN VICENTE,2016,1,20379,4.907012120319937e-5,Chikungunya
05674,SAN VICENTE,2017,0,20762,0,Chikungunya
05679,SANTA BARBARA,2014,0,22682,0,Chikungunya
05679,SANTA BARBARA,2015,39,22790,0.0017112768758227293,Chikungunya
05679,SANTA BARBARA,2016,2,24352,8.21287779237845e-5,Chikungunya
05679,SANTA BARBARA,2017,0,24829,0,Chikungunya
05686,SANTA ROSA DE OSOS,2014,0,34487,0,Chikungunya
05686,SANTA ROSA DE OSOS,2015,0,35203,0,Chikungunya
05686,SANTA ROSA DE OSOS,2016,1,36074,2.7720796141265176e-5,Chikungunya
05686,SANTA ROSA DE OSOS,2017,0,36879,0,Chikungunya
05690,SANTO DOMINGO,2014,0,9969,0,Chikungunya
05690,SANTO DOMINGO,2015,0,10674,0,Chikungunya
05690,SANTO DOMINGO,2016,0,11012,0,Chikungunya
05690,SANTO DOMINGO,2017,1,11228,8.906305664410402e-5,Chikungunya
05697,EL SANTUARIO,2014,1,26128,3.827311696264544e-5,Chikungunya
05697,EL SANTUARIO,2015,1,26646,3.75290850409067e-5,Chikungunya
05697,EL SANTUARIO,2016,1,27538,3.631345776744862e-5,Chikungunya
05697,EL SANTUARIO,2017,0,28259,0,Chikungunya
05736,SEGOVIA,2014,0,41739,0,Chikungunya
05736,SEGOVIA,2015,18,41915,4.294405344148873e-4,Chikungunya
05736,SEGOVIA,2016,2,43104,4.639940608760208e-5,Chikungunya
05736,SEGOVIA,2017,0,43916,0,Chikungunya
05756,SONSON,2014,1,39181,2.5522574717337486e-5,Chikungunya
05756,SONSON,2015,1,40149,2.4907220603252883e-5,Chikungunya
05756,SONSON,2016,0,40662,0,Chikungunya
05756,SONSON,2017,0,41487,0,Chikungunya
05761,SOPETRAN,2014,0,15479,0,Chikungunya
05761,SOPETRAN,2015,15,14874,0.001008471157724889,Chikungunya
05761,SOPETRAN,2016,88,16402,0.005365199365930984,Chikungunya
05761,SOPETRAN,2017,0,16754,0,Chikungunya
05789,TAMESIS,2014,0,15753,0,Chikungunya
05789,TAMESIS,2015,0,16653,0,Chikungunya
05789,TAMESIS,2016,4,16430,2.4345709068776628e-4,Chikungunya
05789,TAMESIS,2017,0,16764,0,Chikungunya
