Muni_Code,Muni_Name,Year,Cases,Population,Incidence,Disease
15762,SORA,2007,0,1494,0,Mucosal Leishmaniasis
15762,SORA,2008,0,1704,0,Mucosal Leishmaniasis
15762,SORA,2009,0,1549,0,Mucosal Leishmaniasis
15762,SORA,2010,0,1676,0,Mucosal Leishmaniasis
15762,SORA,2011,0,1789,0,Mucosal Leishmaniasis
15762,SORA,2012,0,1110,0,Mucosal Leishmaniasis
15762,SORA,2013,0,1300,0,Mucosal Leishmaniasis
15762,SORA,2014,0,1149,0,Mucosal Leishmaniasis
15762,SORA,2015,0,1166,0,Mucosal Leishmaniasis
15762,SORA,2016,0,1184,0,Mucosal Leishmaniasis
15762,SORA,2017,0,1171,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2007,0,10591,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2008,0,9827,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2009,0,10488,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2010,0,10055,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2011,0,10491,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2012,0,10262,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2013,0,10007,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2014,0,9791,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2015,0,9703,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2016,0,10511,0,Mucosal Leishmaniasis
15763,SOTAQUIRA,2017,0,10617,0,Mucosal Leishmaniasis
15764,SORACA,2007,0,5983,0,Mucosal Leishmaniasis
15764,SORACA,2008,0,5671,0,Mucosal Leishmaniasis
15764,SORACA,2009,0,5533,0,Mucosal Leishmaniasis
15764,SORACA,2010,0,5538,0,Mucosal Leishmaniasis
15764,SORACA,2011,0,5511,0,Mucosal Leishmaniasis
15764,SORACA,2012,0,5503,0,Mucosal Leishmaniasis
15764,SORACA,2013,0,5444,0,Mucosal Leishmaniasis
15764,SORACA,2014,0,5339,0,Mucosal Leishmaniasis
15764,SORACA,2015,0,4989,0,Mucosal Leishmaniasis
15764,SORACA,2016,0,5307,0,Mucosal Leishmaniasis
15764,SORACA,2017,0,5326,0,Mucosal Leishmaniasis
15774,SUSACON,2007,0,2874,0,Mucosal Leishmaniasis
15774,SUSACON,2008,0,2977,0,Mucosal Leishmaniasis
15774,SUSACON,2009,0,2870,0,Mucosal Leishmaniasis
15774,SUSACON,2010,0,2812,0,Mucosal Leishmaniasis
15774,SUSACON,2011,0,2617,0,Mucosal Leishmaniasis
15774,SUSACON,2012,0,2533,0,Mucosal Leishmaniasis
15774,SUSACON,2013,0,2496,0,Mucosal Leishmaniasis
15774,SUSACON,2014,0,2416,0,Mucosal Leishmaniasis
15774,SUSACON,2015,0,2319,0,Mucosal Leishmaniasis
15774,SUSACON,2016,0,2295,0,Mucosal Leishmaniasis
15774,SUSACON,2017,0,2229,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2007,0,5306,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2008,0,5323,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2009,0,5629,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2010,0,5295,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2011,0,5602,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2012,0,6067,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2013,0,6167,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2014,0,6356,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2015,0,5818,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2016,0,6673,0,Mucosal Leishmaniasis
15776,SUTAMARCHAN,2017,0,6803,0,Mucosal Leishmaniasis
15778,SUTATENZA,2007,0,6040,0,Mucosal Leishmaniasis
15778,SUTATENZA,2008,0,6076,0,Mucosal Leishmaniasis
15778,SUTATENZA,2009,0,6535,0,Mucosal Leishmaniasis
15778,SUTATENZA,2010,0,6240,0,Mucosal Leishmaniasis
15778,SUTATENZA,2011,0,6948,0,Mucosal Leishmaniasis
15778,SUTATENZA,2012,0,6757,0,Mucosal Leishmaniasis
15778,SUTATENZA,2013,0,6805,0,Mucosal Leishmaniasis
15778,SUTATENZA,2014,0,7341,0,Mucosal Leishmaniasis
15778,SUTATENZA,2015,0,7167,0,Mucosal Leishmaniasis
15778,SUTATENZA,2016,0,7240,0,Mucosal Leishmaniasis
15778,SUTATENZA,2017,0,7311,0,Mucosal Leishmaniasis
15790,TASCO,2007,0,6019,0,Mucosal Leishmaniasis
15790,TASCO,2008,0,6132,0,Mucosal Leishmaniasis
15790,TASCO,2009,0,5538,0,Mucosal Leishmaniasis
15790,TASCO,2010,0,5809,0,Mucosal Leishmaniasis
15790,TASCO,2011,0,5903,0,Mucosal Leishmaniasis
15790,TASCO,2012,0,5671,0,Mucosal Leishmaniasis
15790,TASCO,2013,0,5730,0,Mucosal Leishmaniasis
15790,TASCO,2014,0,5732,0,Mucosal Leishmaniasis
15790,TASCO,2015,0,5948,0,Mucosal Leishmaniasis
15790,TASCO,2016,0,5394,0,Mucosal Leishmaniasis
15790,TASCO,2017,0,5331,0,Mucosal Leishmaniasis
15798,TENZA,2007,0,5499,0,Mucosal Leishmaniasis
15798,TENZA,2008,0,5399,0,Mucosal Leishmaniasis
15798,TENZA,2009,0,4886,0,Mucosal Leishmaniasis
15798,TENZA,2010,0,4827,0,Mucosal Leishmaniasis
15798,TENZA,2011,0,4872,0,Mucosal Leishmaniasis
15798,TENZA,2012,0,5377,0,Mucosal Leishmaniasis
15798,TENZA,2013,0,5331,0,Mucosal Leishmaniasis
15798,TENZA,2014,0,5195,0,Mucosal Leishmaniasis
15798,TENZA,2015,0,5199,0,Mucosal Leishmaniasis
15798,TENZA,2016,0,4990,0,Mucosal Leishmaniasis
15798,TENZA,2017,0,4938,0,Mucosal Leishmaniasis
15804,TIBANA,2007,0,7280,0,Mucosal Leishmaniasis
15804,TIBANA,2008,0,7476,0,Mucosal Leishmaniasis
15804,TIBANA,2009,0,7306,0,Mucosal Leishmaniasis
15804,TIBANA,2010,0,8035,0,Mucosal Leishmaniasis
15804,TIBANA,2011,0,7306,0,Mucosal Leishmaniasis
15804,TIBANA,2012,0,7468,0,Mucosal Leishmaniasis
15804,TIBANA,2013,0,7540,0,Mucosal Leishmaniasis
15804,TIBANA,2014,0,7501,0,Mucosal Leishmaniasis
15804,TIBANA,2015,0,7661,0,Mucosal Leishmaniasis
15804,TIBANA,2016,0,7445,0,Mucosal Leishmaniasis
15804,TIBANA,2017,0,7497,0,Mucosal Leishmaniasis
15806,TIBASOSA,2007,0,5830,0,Mucosal Leishmaniasis
15806,TIBASOSA,2008,0,5750,0,Mucosal Leishmaniasis
15806,TIBASOSA,2009,0,6171,0,Mucosal Leishmaniasis
15806,TIBASOSA,2010,0,6055,0,Mucosal Leishmaniasis
15806,TIBASOSA,2011,0,5940,0,Mucosal Leishmaniasis
15806,TIBASOSA,2012,0,6076,0,Mucosal Leishmaniasis
15806,TIBASOSA,2013,0,6617,0,Mucosal Leishmaniasis
15806,TIBASOSA,2014,0,6818,0,Mucosal Leishmaniasis
15806,TIBASOSA,2015,0,7943,0,Mucosal Leishmaniasis
15806,TIBASOSA,2016,0,6577,0,Mucosal Leishmaniasis
15806,TIBASOSA,2017,0,6592,0,Mucosal Leishmaniasis
15808,TINJACA,2007,0,2428,0,Mucosal Leishmaniasis
15808,TINJACA,2008,0,2569,0,Mucosal Leishmaniasis
15808,TINJACA,2009,0,2392,0,Mucosal Leishmaniasis
15808,TINJACA,2010,0,2685,0,Mucosal Leishmaniasis
15808,TINJACA,2011,0,2283,0,Mucosal Leishmaniasis
15808,TINJACA,2012,0,2581,0,Mucosal Leishmaniasis
15808,TINJACA,2013,0,2597,0,Mucosal Leishmaniasis
15808,TINJACA,2014,0,2580,0,Mucosal Leishmaniasis
15808,TINJACA,2015,0,2628,0,Mucosal Leishmaniasis
15808,TINJACA,2016,0,2687,0,Mucosal Leishmaniasis
15808,TINJACA,2017,0,2647,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2007,0,2468,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2008,0,2431,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2009,0,1856,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2010,0,2168,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2011,0,1804,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2012,0,1712,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2013,0,1723,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2014,0,1708,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2015,0,1772,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2016,0,1573,0,Mucosal Leishmaniasis
15810,TIPACOQUE,2017,0,1554,0,Mucosal Leishmaniasis
15814,TOCA,2007,0,11037,0,Mucosal Leishmaniasis
15814,TOCA,2008,0,10823,0,Mucosal Leishmaniasis
15814,TOCA,2009,0,10639,0,Mucosal Leishmaniasis
15814,TOCA,2010,0,11066,0,Mucosal Leishmaniasis
15814,TOCA,2011,0,10833,0,Mucosal Leishmaniasis
15814,TOCA,2012,0,10652,0,Mucosal Leishmaniasis
15814,TOCA,2013,0,10424,0,Mucosal Leishmaniasis
15814,TOCA,2014,0,10652,0,Mucosal Leishmaniasis
15814,TOCA,2015,0,10385,0,Mucosal Leishmaniasis
15814,TOCA,2016,0,10924,0,Mucosal Leishmaniasis
15814,TOCA,2017,0,11013,0,Mucosal Leishmaniasis
15816,TOGUI,2007,0,3136,0,Mucosal Leishmaniasis
15816,TOGUI,2008,0,3791,0,Mucosal Leishmaniasis
15816,TOGUI,2009,0,3709,0,Mucosal Leishmaniasis
15816,TOGUI,2010,0,3801,0,Mucosal Leishmaniasis
15816,TOGUI,2011,0,3605,0,Mucosal Leishmaniasis
15816,TOGUI,2012,0,3514,0,Mucosal Leishmaniasis
15816,TOGUI,2013,0,3666,0,Mucosal Leishmaniasis
15816,TOGUI,2014,0,3592,0,Mucosal Leishmaniasis
15816,TOGUI,2015,0,3896,0,Mucosal Leishmaniasis
15816,TOGUI,2016,0,3497,0,Mucosal Leishmaniasis
15816,TOGUI,2017,0,3445,0,Mucosal Leishmaniasis
15820,TOPAGA,2007,0,4585,0,Mucosal Leishmaniasis
15820,TOPAGA,2008,0,4592,0,Mucosal Leishmaniasis
15820,TOPAGA,2009,0,4956,0,Mucosal Leishmaniasis
15820,TOPAGA,2010,0,4411,0,Mucosal Leishmaniasis
15820,TOPAGA,2011,0,4987,0,Mucosal Leishmaniasis
15820,TOPAGA,2012,0,4495,0,Mucosal Leishmaniasis
15820,TOPAGA,2013,0,4628,0,Mucosal Leishmaniasis
15820,TOPAGA,2014,0,4509,0,Mucosal Leishmaniasis
15820,TOPAGA,2015,0,4223,0,Mucosal Leishmaniasis
15820,TOPAGA,2016,0,4488,0,Mucosal Leishmaniasis
15820,TOPAGA,2017,0,4456,0,Mucosal Leishmaniasis
15822,TOTA,2007,0,2888,0,Mucosal Leishmaniasis
15822,TOTA,2008,0,2901,0,Mucosal Leishmaniasis
15822,TOTA,2009,0,2787,0,Mucosal Leishmaniasis
15822,TOTA,2010,0,2772,0,Mucosal Leishmaniasis
15822,TOTA,2011,0,2704,0,Mucosal Leishmaniasis
15822,TOTA,2012,0,2951,0,Mucosal Leishmaniasis
15822,TOTA,2013,0,2802,0,Mucosal Leishmaniasis
15822,TOTA,2014,0,2448,0,Mucosal Leishmaniasis
15822,TOTA,2015,0,2737,0,Mucosal Leishmaniasis
15822,TOTA,2016,0,2813,0,Mucosal Leishmaniasis
15822,TOTA,2017,0,2797,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2007,0,906,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2008,0,1196,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2009,0,1008,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2010,0,1113,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2011,0,1082,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2012,0,1027,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2013,0,1055,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2014,0,1057,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2015,0,1169,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2016,0,1472,0,Mucosal Leishmaniasis
15832,TUNUNGUA,2017,0,1493,0,Mucosal Leishmaniasis
15835,TURMEQUE,2007,0,3505,0,Mucosal Leishmaniasis
15835,TURMEQUE,2008,0,4056,0,Mucosal Leishmaniasis
15835,TURMEQUE,2009,0,3501,0,Mucosal Leishmaniasis
15835,TURMEQUE,2010,0,3872,0,Mucosal Leishmaniasis
15835,TURMEQUE,2011,0,3817,0,Mucosal Leishmaniasis
15835,TURMEQUE,2012,0,3716,0,Mucosal Leishmaniasis
15835,TURMEQUE,2013,0,3530,0,Mucosal Leishmaniasis
15835,TURMEQUE,2014,0,3137,0,Mucosal Leishmaniasis
15835,TURMEQUE,2015,0,3536,0,Mucosal Leishmaniasis
15835,TURMEQUE,2016,0,3236,0,Mucosal Leishmaniasis
15835,TURMEQUE,2017,0,3190,0,Mucosal Leishmaniasis
15837,TUTA,2007,0,5432,0,Mucosal Leishmaniasis
15837,TUTA,2008,0,5829,0,Mucosal Leishmaniasis
15837,TUTA,2009,0,6123,0,Mucosal Leishmaniasis
15837,TUTA,2010,0,6290,0,Mucosal Leishmaniasis
15837,TUTA,2011,0,6652,0,Mucosal Leishmaniasis
15837,TUTA,2012,0,7520,0,Mucosal Leishmaniasis
15837,TUTA,2013,0,8146,0,Mucosal Leishmaniasis
15837,TUTA,2014,0,8712,0,Mucosal Leishmaniasis
15837,TUTA,2015,0,9264,0,Mucosal Leishmaniasis
15837,TUTA,2016,0,8265,0,Mucosal Leishmaniasis
15837,TUTA,2017,0,8393,0,Mucosal Leishmaniasis
15839,TUTAZA,2007,0,3750,0,Mucosal Leishmaniasis
15839,TUTAZA,2008,0,3562,0,Mucosal Leishmaniasis
15839,TUTAZA,2009,0,3327,0,Mucosal Leishmaniasis
15839,TUTAZA,2010,0,3399,0,Mucosal Leishmaniasis
15839,TUTAZA,2011,0,3267,0,Mucosal Leishmaniasis
15839,TUTAZA,2012,0,3024,0,Mucosal Leishmaniasis
15839,TUTAZA,2013,0,3005,0,Mucosal Leishmaniasis
15839,TUTAZA,2014,0,3038,0,Mucosal Leishmaniasis
15839,TUTAZA,2015,0,2879,0,Mucosal Leishmaniasis
15839,TUTAZA,2016,0,2796,0,Mucosal Leishmaniasis
15839,TUTAZA,2017,0,2754,0,Mucosal Leishmaniasis
15842,UMBITA,2007,0,7000,0,Mucosal Leishmaniasis
15842,UMBITA,2008,0,7133,0,Mucosal Leishmaniasis
15842,UMBITA,2009,0,7351,0,Mucosal Leishmaniasis
15842,UMBITA,2010,0,6918,0,Mucosal Leishmaniasis
15842,UMBITA,2011,0,7979,0,Mucosal Leishmaniasis
15842,UMBITA,2012,0,8046,0,Mucosal Leishmaniasis
15842,UMBITA,2013,0,8042,0,Mucosal Leishmaniasis
15842,UMBITA,2014,0,7843,0,Mucosal Leishmaniasis
15842,UMBITA,2015,0,8080,0,Mucosal Leishmaniasis
15842,UMBITA,2016,0,8328,0,Mucosal Leishmaniasis
15842,UMBITA,2017,0,8297,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2007,0,13394,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2008,0,13638,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2009,0,13588,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2010,0,13732,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2011,0,13451,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2012,0,13969,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2013,0,13920,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2014,0,13903,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2015,0,14644,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2016,0,14928,0,Mucosal Leishmaniasis
15861,VENTAQUEMADA,2017,0,15176,0,Mucosal Leishmaniasis
15879,VIRACACHA,2007,0,8625,0,Mucosal Leishmaniasis
15879,VIRACACHA,2008,0,8417,0,Mucosal Leishmaniasis
15879,VIRACACHA,2009,0,8349,0,Mucosal Leishmaniasis
15879,VIRACACHA,2010,0,8208,0,Mucosal Leishmaniasis
15879,VIRACACHA,2011,0,8482,0,Mucosal Leishmaniasis
15879,VIRACACHA,2012,0,9414,0,Mucosal Leishmaniasis
15879,VIRACACHA,2013,0,8933,0,Mucosal Leishmaniasis
15879,VIRACACHA,2014,0,9145,0,Mucosal Leishmaniasis
15879,VIRACACHA,2015,0,7944,0,Mucosal Leishmaniasis
15879,VIRACACHA,2016,0,8921,0,Mucosal Leishmaniasis
15879,VIRACACHA,2017,0,8919,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2007,0,6200,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2008,0,6199,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2009,0,5450,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2010,0,6057,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2011,0,5245,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2012,0,5194,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2013,0,5294,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2014,0,4934,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2015,0,4913,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2016,0,5058,0,Mucosal Leishmaniasis
15897,ZETAQUIRA,2017,0,5077,0,Mucosal Leishmaniasis
17001,MANIZALES,2007,0,361192,0,Mucosal Leishmaniasis
17001,MANIZALES,2008,0,362540,0,Mucosal Leishmaniasis
17001,MANIZALES,2009,0,367940,0,Mucosal Leishmaniasis
17001,MANIZALES,2010,0,376203,0,Mucosal Leishmaniasis
17001,MANIZALES,2011,0,377605,0,Mucosal Leishmaniasis
17001,MANIZALES,2012,0,391618,0,Mucosal Leishmaniasis
17001,MANIZALES,2013,0,397337,0,Mucosal Leishmaniasis
17001,MANIZALES,2014,0,405175,0,Mucosal Leishmaniasis
17001,MANIZALES,2015,0,413487,0,Mucosal Leishmaniasis
17001,MANIZALES,2016,0,416422,0,Mucosal Leishmaniasis
17001,MANIZALES,2017,0,424001,0,Mucosal Leishmaniasis
17013,AGUADAS,2007,0,22121,0,Mucosal Leishmaniasis
17013,AGUADAS,2008,0,20915,0,Mucosal Leishmaniasis
17013,AGUADAS,2009,0,19970,0,Mucosal Leishmaniasis
17013,AGUADAS,2010,0,19081,0,Mucosal Leishmaniasis
17013,AGUADAS,2011,0,18958,0,Mucosal Leishmaniasis
17013,AGUADAS,2012,0,18122,0,Mucosal Leishmaniasis
17013,AGUADAS,2013,0,18069,0,Mucosal Leishmaniasis
17013,AGUADAS,2014,0,17744,0,Mucosal Leishmaniasis
17013,AGUADAS,2015,0,17890,0,Mucosal Leishmaniasis
17013,AGUADAS,2016,0,17132,0,Mucosal Leishmaniasis
17013,AGUADAS,2017,0,16701,0,Mucosal Leishmaniasis
17042,ANSERMA,2007,0,30438,0,Mucosal Leishmaniasis
17042,ANSERMA,2008,0,30628,0,Mucosal Leishmaniasis
17042,ANSERMA,2009,0,30668,0,Mucosal Leishmaniasis
17042,ANSERMA,2010,0,29599,0,Mucosal Leishmaniasis
17042,ANSERMA,2011,0,29944,0,Mucosal Leishmaniasis
17042,ANSERMA,2012,0,29292,0,Mucosal Leishmaniasis
17042,ANSERMA,2013,0,28939,0,Mucosal Leishmaniasis
17042,ANSERMA,2014,0,29425,0,Mucosal Leishmaniasis
17042,ANSERMA,2015,0,29371,0,Mucosal Leishmaniasis
17042,ANSERMA,2016,1,29169,3.4282971647982445e-5,Mucosal Leishmaniasis
17042,ANSERMA,2017,0,28918,0,Mucosal Leishmaniasis
17050,ARANZAZU,2007,0,11359,0,Mucosal Leishmaniasis
17050,ARANZAZU,2008,0,10941,0,Mucosal Leishmaniasis
17050,ARANZAZU,2009,0,11088,0,Mucosal Leishmaniasis
17050,ARANZAZU,2010,0,10633,0,Mucosal Leishmaniasis
17050,ARANZAZU,2011,0,10325,0,Mucosal Leishmaniasis
17050,ARANZAZU,2012,0,10203,0,Mucosal Leishmaniasis
17050,ARANZAZU,2013,0,9869,0,Mucosal Leishmaniasis
17050,ARANZAZU,2014,0,9749,0,Mucosal Leishmaniasis
17050,ARANZAZU,2015,0,9650,0,Mucosal Leishmaniasis
17050,ARANZAZU,2016,0,9551,0,Mucosal Leishmaniasis
17050,ARANZAZU,2017,0,9459,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2007,0,15147,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2008,0,14651,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2009,0,13808,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2010,0,14457,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2011,0,13245,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2012,0,12041,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2013,0,12052,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2014,0,11349,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2015,0,10418,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2016,0,10860,0,Mucosal Leishmaniasis
17088,BELALCAZAR,2017,0,10822,0,Mucosal Leishmaniasis
17174,CHINCHINA,2007,0,23780,0,Mucosal Leishmaniasis
17174,CHINCHINA,2008,0,24704,0,Mucosal Leishmaniasis
17174,CHINCHINA,2009,0,23804,0,Mucosal Leishmaniasis
17174,CHINCHINA,2010,0,26854,0,Mucosal Leishmaniasis
17174,CHINCHINA,2011,0,22348,0,Mucosal Leishmaniasis
17174,CHINCHINA,2012,0,23326,0,Mucosal Leishmaniasis
17174,CHINCHINA,2013,0,23746,0,Mucosal Leishmaniasis
17174,CHINCHINA,2014,0,23218,0,Mucosal Leishmaniasis
17174,CHINCHINA,2015,0,22680,0,Mucosal Leishmaniasis
17174,CHINCHINA,2016,1,22968,4.353883664228492e-5,Mucosal Leishmaniasis
17174,CHINCHINA,2017,0,22838,0,Mucosal Leishmaniasis
17272,FILADELFIA,2007,0,14353,0,Mucosal Leishmaniasis
17272,FILADELFIA,2008,0,15030,0,Mucosal Leishmaniasis
17272,FILADELFIA,2009,0,15048,0,Mucosal Leishmaniasis
17272,FILADELFIA,2010,0,15563,0,Mucosal Leishmaniasis
17272,FILADELFIA,2011,0,16074,0,Mucosal Leishmaniasis
17272,FILADELFIA,2012,0,15688,0,Mucosal Leishmaniasis
17272,FILADELFIA,2013,0,15414,0,Mucosal Leishmaniasis
17272,FILADELFIA,2014,0,15064,0,Mucosal Leishmaniasis
17272,FILADELFIA,2015,0,14429,0,Mucosal Leishmaniasis
17272,FILADELFIA,2016,0,15088,0,Mucosal Leishmaniasis
17272,FILADELFIA,2017,0,15234,0,Mucosal Leishmaniasis
17380,LA DORADA,2007,0,31738,0,Mucosal Leishmaniasis
17380,LA DORADA,2008,0,32575,0,Mucosal Leishmaniasis
17380,LA DORADA,2009,0,32042,0,Mucosal Leishmaniasis
17380,LA DORADA,2010,0,33045,0,Mucosal Leishmaniasis
17380,LA DORADA,2011,0,31409,0,Mucosal Leishmaniasis
17380,LA DORADA,2012,1,29806,3.355029188753942e-5,Mucosal Leishmaniasis
17380,LA DORADA,2013,0,32087,0,Mucosal Leishmaniasis
17380,LA DORADA,2014,0,27942,0,Mucosal Leishmaniasis
17380,LA DORADA,2015,0,26090,0,Mucosal Leishmaniasis
17380,LA DORADA,2016,0,27636,0,Mucosal Leishmaniasis
17380,LA DORADA,2017,0,27185,0,Mucosal Leishmaniasis
17388,LA MERCED,2007,0,5736,0,Mucosal Leishmaniasis
17388,LA MERCED,2008,0,5943,0,Mucosal Leishmaniasis
17388,LA MERCED,2009,0,6228,0,Mucosal Leishmaniasis
17388,LA MERCED,2010,0,5752,0,Mucosal Leishmaniasis
17388,LA MERCED,2011,0,5501,0,Mucosal Leishmaniasis
17388,LA MERCED,2012,0,5578,0,Mucosal Leishmaniasis
17388,LA MERCED,2013,0,5572,0,Mucosal Leishmaniasis
17388,LA MERCED,2014,0,5188,0,Mucosal Leishmaniasis
17388,LA MERCED,2015,0,5218,0,Mucosal Leishmaniasis
17388,LA MERCED,2016,0,5198,0,Mucosal Leishmaniasis
17388,LA MERCED,2017,0,5093,0,Mucosal Leishmaniasis
17433,MANZANARES,2007,0,14868,0,Mucosal Leishmaniasis
17433,MANZANARES,2008,0,14628,0,Mucosal Leishmaniasis
17433,MANZANARES,2009,0,13720,0,Mucosal Leishmaniasis
17433,MANZANARES,2010,0,14927,0,Mucosal Leishmaniasis
17433,MANZANARES,2011,0,14224,0,Mucosal Leishmaniasis
17433,MANZANARES,2012,0,15523,0,Mucosal Leishmaniasis
17433,MANZANARES,2013,0,15132,0,Mucosal Leishmaniasis
17433,MANZANARES,2014,0,15311,0,Mucosal Leishmaniasis
17433,MANZANARES,2015,0,14710,0,Mucosal Leishmaniasis
17433,MANZANARES,2016,0,14779,0,Mucosal Leishmaniasis
17433,MANZANARES,2017,0,14639,0,Mucosal Leishmaniasis
17442,MARMATO,2007,0,6700,0,Mucosal Leishmaniasis
17442,MARMATO,2008,0,6587,0,Mucosal Leishmaniasis
17442,MARMATO,2009,0,6008,0,Mucosal Leishmaniasis
17442,MARMATO,2010,0,6827,0,Mucosal Leishmaniasis
17442,MARMATO,2011,0,5761,0,Mucosal Leishmaniasis
17442,MARMATO,2012,0,5437,0,Mucosal Leishmaniasis
17442,MARMATO,2013,0,5788,0,Mucosal Leishmaniasis
17442,MARMATO,2014,0,5371,0,Mucosal Leishmaniasis
17442,MARMATO,2015,0,5096,0,Mucosal Leishmaniasis
17442,MARMATO,2016,0,5508,0,Mucosal Leishmaniasis
17442,MARMATO,2017,0,5515,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2007,1,13106,7.630093087135663e-5,Mucosal Leishmaniasis
17444,MARQUETALIA,2008,1,12999,7.692899453804139e-5,Mucosal Leishmaniasis
17444,MARQUETALIA,2009,0,13917,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2010,0,12916,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2011,0,13656,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2012,0,13335,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2013,0,13427,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2014,0,12561,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2015,0,12353,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2016,0,13098,0,Mucosal Leishmaniasis
17444,MARQUETALIA,2017,0,13102,0,Mucosal Leishmaniasis
17446,MARULANDA,2007,0,2912,0,Mucosal Leishmaniasis
17446,MARULANDA,2008,0,3112,0,Mucosal Leishmaniasis
17446,MARULANDA,2009,0,3116,0,Mucosal Leishmaniasis
17446,MARULANDA,2010,0,3327,0,Mucosal Leishmaniasis
17446,MARULANDA,2011,0,3456,0,Mucosal Leishmaniasis
17446,MARULANDA,2012,0,3714,0,Mucosal Leishmaniasis
17446,MARULANDA,2013,0,3504,0,Mucosal Leishmaniasis
17446,MARULANDA,2014,0,3544,0,Mucosal Leishmaniasis
17446,MARULANDA,2015,0,3290,0,Mucosal Leishmaniasis
17446,MARULANDA,2016,0,3418,0,Mucosal Leishmaniasis
