Muni_Code,Muni,Year,Cases,codigo_ibg,Muni_Name
314150, Mendes Pimentel,2002,0,3141504,Mendes Pimentel
314150, Mendes Pimentel,2003,0,3141504,Mendes Pimentel
314150, Mendes Pimentel,2004,0,3141504,Mendes Pimentel
314150, Mendes Pimentel,2005,3,3141504,Mendes Pimentel
314150, Mendes Pimentel,2006,3,3141504,Mendes Pimentel
314160, MercÍs,2001,1,3141603,Merc√™s
314160, MercÍs,2002,0,3141603,Merc√™s
314160, MercÍs,2003,0,3141603,Merc√™s
314160, MercÍs,2004,0,3141603,Merc√™s
314160, MercÍs,2005,0,3141603,Merc√™s
314160, MercÍs,2006,0,3141603,Merc√™s
314170, Mesquita,2001,2,3141702,Mesquita
314170, Mesquita,2002,0,3141702,Mesquita
314170, Mesquita,2003,1,3141702,Mesquita
314170, Mesquita,2004,2,3141702,Mesquita
314170, Mesquita,2005,0,3141702,Mesquita
314170, Mesquita,2006,1,3141702,Mesquita
314180, Minas Novas,2001,7,3141801,Minas Novas
314180, Minas Novas,2002,11,3141801,Minas Novas
314180, Minas Novas,2003,7,3141801,Minas Novas
314180, Minas Novas,2004,5,3141801,Minas Novas
314180, Minas Novas,2005,6,3141801,Minas Novas
314180, Minas Novas,2006,5,3141801,Minas Novas
314190, Minduri,2001,0,3141900,Minduri
314190, Minduri,2002,0,3141900,Minduri
314190, Minduri,2003,0,3141900,Minduri
314190, Minduri,2004,0,3141900,Minduri
314190, Minduri,2005,0,3141900,Minduri
314190, Minduri,2006,1,3141900,Minduri
314200, Mirabela,2001,1,3142007,Mirabela
314200, Mirabela,2002,9,3142007,Mirabela
314200, Mirabela,2003,6,3142007,Mirabela
314200, Mirabela,2004,5,3142007,Mirabela
314200, Mirabela,2005,4,3142007,Mirabela
314200, Mirabela,2006,0,3142007,Mirabela
314210, Miradouro,2001,0,3142106,Miradouro
314210, Miradouro,2002,1,3142106,Miradouro
314210, Miradouro,2003,0,3142106,Miradouro
314210, Miradouro,2004,0,3142106,Miradouro
314210, Miradouro,2005,0,3142106,Miradouro
314210, Miradouro,2006,1,3142106,Miradouro
314225, Mirav‚nia,2001,0,3142254,Mirav√¢nia
314225, Mirav‚nia,2002,2,3142254,Mirav√¢nia
314225, Mirav‚nia,2003,2,3142254,Mirav√¢nia
314225, Mirav‚nia,2004,0,3142254,Mirav√¢nia
314225, Mirav‚nia,2005,0,3142254,Mirav√¢nia
314225, Mirav‚nia,2006,2,3142254,Mirav√¢nia
314240, Moema,2001,0,3142403,Moema
314240, Moema,2002,3,3142403,Moema
314240, Moema,2003,0,3142403,Moema
314240, Moema,2004,0,3142403,Moema
314240, Moema,2005,0,3142403,Moema
314240, Moema,2006,1,3142403,Moema
314250, Monjolos,2001,0,3142502,Monjolos
314250, Monjolos,2002,0,3142502,Monjolos
314250, Monjolos,2003,1,3142502,Monjolos
314250, Monjolos,2004,0,3142502,Monjolos
314250, Monjolos,2005,0,3142502,Monjolos
314250, Monjolos,2006,0,3142502,Monjolos
314270, Montalv‚nia,2001,12,3142700,Montalv√¢nia
314270, Montalv‚nia,2002,9,3142700,Montalv√¢nia
314270, Montalv‚nia,2003,12,3142700,Montalv√¢nia
314270, Montalv‚nia,2004,17,3142700,Montalv√¢nia
314270, Montalv‚nia,2005,20,3142700,Montalv√¢nia
314270, Montalv‚nia,2006,11,3142700,Montalv√¢nia
314280, Monte Alegre de Minas,2001,0,3142809,Monte Alegre de Minas
314280, Monte Alegre de Minas,2002,0,3142809,Monte Alegre de Minas
314280, Monte Alegre de Minas,2003,0,3142809,Monte Alegre de Minas
314280, Monte Alegre de Minas,2004,0,3142809,Monte Alegre de Minas
314280, Monte Alegre de Minas,2005,0,3142809,Monte Alegre de Minas
314280, Monte Alegre de Minas,2006,1,3142809,Monte Alegre de Minas
314300, Monte Belo,2001,4,3143005,Monte Belo
314300, Monte Belo,2002,0,3143005,Monte Belo
314300, Monte Belo,2003,0,3143005,Monte Belo
314300, Monte Belo,2004,0,3143005,Monte Belo
314300, Monte Belo,2005,1,3143005,Monte Belo
314300, Monte Belo,2006,1,3143005,Monte Belo
314310, Monte Carmelo,2001,3,3143104,Monte Carmelo
314310, Monte Carmelo,2002,1,3143104,Monte Carmelo
314310, Monte Carmelo,2003,1,3143104,Monte Carmelo
314310, Monte Carmelo,2004,0,3143104,Monte Carmelo
314310, Monte Carmelo,2005,1,3143104,Monte Carmelo
314310, Monte Carmelo,2006,1,3143104,Monte Carmelo
314315, Monte Formoso,2001,4,3143153,Monte Formoso
314315, Monte Formoso,2002,1,3143153,Monte Formoso
314315, Monte Formoso,2003,3,3143153,Monte Formoso
314315, Monte Formoso,2004,2,3143153,Monte Formoso
314315, Monte Formoso,2005,0,3143153,Monte Formoso
314315, Monte Formoso,2006,2,3143153,Monte Formoso
314320, Monte Santo de Minas,2001,0,3143203,Monte Santo de Minas
314320, Monte Santo de Minas,2002,0,3143203,Monte Santo de Minas
314320, Monte Santo de Minas,2003,0,3143203,Monte Santo de Minas
314320, Monte Santo de Minas,2004,0,3143203,Monte Santo de Minas
314320, Monte Santo de Minas,2005,0,3143203,Monte Santo de Minas
314320, Monte Santo de Minas,2006,1,3143203,Monte Santo de Minas
314340, Monte Si„o,2001,0,3143401,Monte Si√£o
314340, Monte Si„o,2002,2,3143401,Monte Si√£o
314340, Monte Si„o,2003,4,3143401,Monte Si√£o
314340, Monte Si„o,2004,0,3143401,Monte Si√£o
314340, Monte Si„o,2005,0,3143401,Monte Si√£o
314340, Monte Si„o,2006,0,3143401,Monte Si√£o
314330, Montes Claros,2001,20,3143302,Montes Claros
314330, Montes Claros,2002,54,3143302,Montes Claros
314330, Montes Claros,2003,35,3143302,Montes Claros
314330, Montes Claros,2004,30,3143302,Montes Claros
314330, Montes Claros,2005,60,3143302,Montes Claros
314330, Montes Claros,2006,58,3143302,Montes Claros
314345, Montezuma,2001,0,3143450,Montezuma
314345, Montezuma,2002,2,3143450,Montezuma
314345, Montezuma,2003,2,3143450,Montezuma
314345, Montezuma,2004,1,3143450,Montezuma
314345, Montezuma,2005,2,3143450,Montezuma
314345, Montezuma,2006,2,3143450,Montezuma
314350, Morada Nova de Minas,2001,0,3143500,Morada Nova de Minas
314350, Morada Nova de Minas,2002,0,3143500,Morada Nova de Minas
314350, Morada Nova de Minas,2003,2,3143500,Morada Nova de Minas
314350, Morada Nova de Minas,2004,1,3143500,Morada Nova de Minas
314350, Morada Nova de Minas,2005,0,3143500,Morada Nova de Minas
314350, Morada Nova de Minas,2006,0,3143500,Morada Nova de Minas
314370, Morro do Pilar,2001,0,3143708,Morro do Pilar
314370, Morro do Pilar,2002,0,3143708,Morro do Pilar
314370, Morro do Pilar,2003,1,3143708,Morro do Pilar
314370, Morro do Pilar,2004,0,3143708,Morro do Pilar
314370, Morro do Pilar,2005,0,3143708,Morro do Pilar
314370, Morro do Pilar,2006,0,3143708,Morro do Pilar
314390, MuriaÈ,2001,0,3143906,Muria√©
314390, MuriaÈ,2002,0,3143906,Muria√©
314390, MuriaÈ,2003,0,3143906,Muria√©
314390, MuriaÈ,2004,0,3143906,Muria√©
314390, MuriaÈ,2005,1,3143906,Muria√©
314390, MuriaÈ,2006,1,3143906,Muria√©
314400, Mutum,2001,3,3144003,Mutum
314400, Mutum,2002,8,3144003,Mutum
314400, Mutum,2003,9,3144003,Mutum
314400, Mutum,2004,17,3144003,Mutum
314400, Mutum,2005,7,3144003,Mutum
314400, Mutum,2006,10,3144003,Mutum
314410, Muzambinho,2001,1,3144102,Muzambinho
314410, Muzambinho,2002,0,3144102,Muzambinho
314410, Muzambinho,2003,0,3144102,Muzambinho
314410, Muzambinho,2004,0,3144102,Muzambinho
314410, Muzambinho,2005,0,3144102,Muzambinho
314410, Muzambinho,2006,0,3144102,Muzambinho
314420, Nacip Raydan,2001,0,3144201,Nacip Raydan
314420, Nacip Raydan,2002,0,3144201,Nacip Raydan
314420, Nacip Raydan,2003,0,3144201,Nacip Raydan
314420, Nacip Raydan,2004,2,3144201,Nacip Raydan
314420, Nacip Raydan,2005,2,3144201,Nacip Raydan
314420, Nacip Raydan,2006,2,3144201,Nacip Raydan
314430, Nanuque,2001,0,3144300,Nanuque
314430, Nanuque,2002,0,3144300,Nanuque
314430, Nanuque,2003,0,3144300,Nanuque
314430, Nanuque,2004,0,3144300,Nanuque
314430, Nanuque,2005,1,3144300,Nanuque
314430, Nanuque,2006,0,3144300,Nanuque
314437, Natal‚ndia,2001,0,3144375,Natal√¢ndia
314437, Natal‚ndia,2002,1,3144375,Natal√¢ndia
314437, Natal‚ndia,2003,0,3144375,Natal√¢ndia
314437, Natal‚ndia,2004,1,3144375,Natal√¢ndia
314437, Natal‚ndia,2005,1,3144375,Natal√¢ndia
314437, Natal‚ndia,2006,0,3144375,Natal√¢ndia
314440, NatÈrcia,2001,1,3144409,Nat√©rcia
314440, NatÈrcia,2002,0,3144409,Nat√©rcia
314440, NatÈrcia,2003,0,3144409,Nat√©rcia
314440, NatÈrcia,2004,0,3144409,Nat√©rcia
314440, NatÈrcia,2005,0,3144409,Nat√©rcia
314440, NatÈrcia,2006,0,3144409,Nat√©rcia
314460, Nepomuceno,2001,0,3144607,Nepomuceno
314460, Nepomuceno,2002,0,3144607,Nepomuceno
314460, Nepomuceno,2003,1,3144607,Nepomuceno
314460, Nepomuceno,2004,0,3144607,Nepomuceno
314460, Nepomuceno,2005,0,3144607,Nepomuceno
314460, Nepomuceno,2006,0,3144607,Nepomuceno
314465, Ninheira,2001,0,3144656,Ninheira
314465, Ninheira,2002,2,3144656,Ninheira
314465, Ninheira,2003,0,3144656,Ninheira
314465, Ninheira,2004,0,3144656,Ninheira
314465, Ninheira,2005,0,3144656,Ninheira
314465, Ninheira,2006,0,3144656,Ninheira
314467, Nova BelÈm,2001,0,3144672,Nova Bel√©m
314467, Nova BelÈm,2002,0,3144672,Nova Bel√©m
314467, Nova BelÈm,2003,0,3144672,Nova Bel√©m
314467, Nova BelÈm,2004,2,3144672,Nova Bel√©m
314467, Nova BelÈm,2005,0,3144672,Nova Bel√©m
314467, Nova BelÈm,2006,0,3144672,Nova Bel√©m
314470, Nova Era,2001,1,3144706,Nova Era
314470, Nova Era,2002,0,3144706,Nova Era
314470, Nova Era,2003,0,3144706,Nova Era
314470, Nova Era,2004,0,3144706,Nova Era
314470, Nova Era,2005,2,3144706,Nova Era
314470, Nova Era,2006,1,3144706,Nova Era
314480, Nova Lima,2001,5,3144805,Nova Lima
314480, Nova Lima,2002,2,3144805,Nova Lima
314480, Nova Lima,2003,12,3144805,Nova Lima
314480, Nova Lima,2004,8,3144805,Nova Lima
314480, Nova Lima,2005,8,3144805,Nova Lima
314480, Nova Lima,2006,11,3144805,Nova Lima
314490, Nova MÛdica,2001,0,3144904,Nova M√≥dica
314490, Nova MÛdica,2002,1,3144904,Nova M√≥dica
314490, Nova MÛdica,2003,0,3144904,Nova M√≥dica
314490, Nova MÛdica,2004,0,3144904,Nova M√≥dica
314490, Nova MÛdica,2005,0,3144904,Nova M√≥dica
314490, Nova MÛdica,2006,1,3144904,Nova M√≥dica
314505, Nova Porteirinha,2001,7,3145059,Nova Porteirinha
314505, Nova Porteirinha,2002,3,3145059,Nova Porteirinha
314505, Nova Porteirinha,2003,2,3145059,Nova Porteirinha
314505, Nova Porteirinha,2004,0,3145059,Nova Porteirinha
314505, Nova Porteirinha,2005,6,3145059,Nova Porteirinha
314505, Nova Porteirinha,2006,6,3145059,Nova Porteirinha
314510, Nova Resende,2001,0,3145109,Nova Resende
314510, Nova Resende,2002,0,3145109,Nova Resende
314510, Nova Resende,2003,1,3145109,Nova Resende
314510, Nova Resende,2004,1,3145109,Nova Resende
314510, Nova Resende,2005,2,3145109,Nova Resende
314510, Nova Resende,2006,0,3145109,Nova Resende
314520, Nova Serrana,2001,1,3145208,Nova Serrana
314520, Nova Serrana,2002,3,3145208,Nova Serrana
314520, Nova Serrana,2003,2,3145208,Nova Serrana
314520, Nova Serrana,2004,6,3145208,Nova Serrana
314520, Nova Serrana,2005,2,3145208,Nova Serrana
314520, Nova Serrana,2006,5,3145208,Nova Serrana
313660, Nova Uni„o,2001,0,3136603,Nova Uni√£o
313660, Nova Uni„o,2002,0,3136603,Nova Uni√£o
313660, Nova Uni„o,2003,0,3136603,Nova Uni√£o
313660, Nova Uni„o,2004,0,3136603,Nova Uni√£o
313660, Nova Uni„o,2005,0,3136603,Nova Uni√£o
313660, Nova Uni„o,2006,1,3136603,Nova Uni√£o
314530, Novo Cruzeiro,2001,19,3145307,Novo Cruzeiro
314530, Novo Cruzeiro,2002,16,3145307,Novo Cruzeiro
314530, Novo Cruzeiro,2003,26,3145307,Novo Cruzeiro
314530, Novo Cruzeiro,2004,9,3145307,Novo Cruzeiro
314530, Novo Cruzeiro,2005,9,3145307,Novo Cruzeiro
314530, Novo Cruzeiro,2006,4,3145307,Novo Cruzeiro
314535, Novo Oriente de Minas,2001,0,3145356,Novo Oriente de Minas
314535, Novo Oriente de Minas,2002,2,3145356,Novo Oriente de Minas
314535, Novo Oriente de Minas,2003,4,3145356,Novo Oriente de Minas
314535, Novo Oriente de Minas,2004,2,3145356,Novo Oriente de Minas
314535, Novo Oriente de Minas,2005,1,3145356,Novo Oriente de Minas
314535, Novo Oriente de Minas,2006,2,3145356,Novo Oriente de Minas
314537, Novorizonte,2001,4,3145372,Novorizonte
314537, Novorizonte,2002,2,3145372,Novorizonte
314537, Novorizonte,2003,0,3145372,Novorizonte
314537, Novorizonte,2004,2,3145372,Novorizonte
314537, Novorizonte,2005,9,3145372,Novorizonte
314537, Novorizonte,2006,1,3145372,Novorizonte
314545, Olhos-d'¡gua,2001,1,3145455,Olhos-d'√Ågua
314545, Olhos-d'¡gua,2002,2,3145455,Olhos-d'√Ågua
314545, Olhos-d'¡gua,2003,0,3145455,Olhos-d'√Ågua
314545, Olhos-d'¡gua,2004,1,3145455,Olhos-d'√Ågua
314545, Olhos-d'¡gua,2005,5,3145455,Olhos-d'√Ågua
314545, Olhos-d'¡gua,2006,5,3145455,Olhos-d'√Ågua
314560, Oliveira,2001,0,3145604,Oliveira
314560, Oliveira,2002,0,3145604,Oliveira
314560, Oliveira,2003,0,3145604,Oliveira
314560, Oliveira,2004,1,3145604,Oliveira
314560, Oliveira,2005,1,3145604,Oliveira
314560, Oliveira,2006,0,3145604,Oliveira
314580, OnÁa de Pitangui,2001,0,3145802,On√ßa de Pitangui
314580, OnÁa de Pitangui,2002,0,3145802,On√ßa de Pitangui
314580, OnÁa de Pitangui,2003,1,3145802,On√ßa de Pitangui
314580, OnÁa de Pitangui,2004,1,3145802,On√ßa de Pitangui
314580, OnÁa de Pitangui,2005,0,3145802,On√ßa de Pitangui
314580, OnÁa de Pitangui,2006,0,3145802,On√ßa de Pitangui
314587, Oriz‚nia,2001,2,3145877,Oriz√¢nia
314587, Oriz‚nia,2002,0,3145877,Oriz√¢nia
314587, Oriz‚nia,2003,2,3145877,Oriz√¢nia
314587, Oriz‚nia,2004,2,3145877,Oriz√¢nia
314587, Oriz‚nia,2005,0,3145877,Oriz√¢nia
314587, Oriz‚nia,2006,0,3145877,Oriz√¢nia
314590, Ouro Branco,2001,0,3145901,Ouro Branco
314590, Ouro Branco,2002,0,3145901,Ouro Branco
314590, Ouro Branco,2003,1,3145901,Ouro Branco
314590, Ouro Branco,2004,0,3145901,Ouro Branco
314590, Ouro Branco,2005,0,3145901,Ouro Branco
314590, Ouro Branco,2006,0,3145901,Ouro Branco
314600, Ouro Fino,2001,0,3146008,Ouro Fino
314600, Ouro Fino,2002,0,3146008,Ouro Fino
314600, Ouro Fino,2003,5,3146008,Ouro Fino
314600, Ouro Fino,2004,2,3146008,Ouro Fino
314600, Ouro Fino,2005,0,3146008,Ouro Fino
314600, Ouro Fino,2006,0,3146008,Ouro Fino
314610, Ouro Preto,2001,2,3146107,Ouro Preto
314610, Ouro Preto,2002,1,3146107,Ouro Preto
314610, Ouro Preto,2003,1,3146107,Ouro Preto
314610, Ouro Preto,2004,3,3146107,Ouro Preto
314610, Ouro Preto,2005,1,3146107,Ouro Preto
314610, Ouro Preto,2006,1,3146107,Ouro Preto
314620, Ouro Verde de Minas,2001,0,3146206,Ouro Verde de Minas
314620, Ouro Verde de Minas,2002,0,3146206,Ouro Verde de Minas
314620, Ouro Verde de Minas,2003,5,3146206,Ouro Verde de Minas
314620, Ouro Verde de Minas,2004,4,3146206,Ouro Verde de Minas
314620, Ouro Verde de Minas,2005,1,3146206,Ouro Verde de Minas
314620, Ouro Verde de Minas,2006,0,3146206,Ouro Verde de Minas
314625, Padre Carvalho,2001,0,3146255,Padre Carvalho
314625, Padre Carvalho,2002,3,3146255,Padre Carvalho
314625, Padre Carvalho,2003,5,3146255,Padre Carvalho
314625, Padre Carvalho,2004,2,3146255,Padre Carvalho
314625, Padre Carvalho,2005,3,3146255,Padre Carvalho
314625, Padre Carvalho,2006,4,3146255,Padre Carvalho
314630, Padre ParaÌso,2001,0,3146305,Padre Para√≠so
314630, Padre ParaÌso,2002,6,3146305,Padre Para√≠so
314630, Padre ParaÌso,2003,6,3146305,Padre Para√≠so
314630, Padre ParaÌso,2004,6,3146305,Padre Para√≠so
314630, Padre ParaÌso,2005,10,3146305,Padre Para√≠so
314630, Padre ParaÌso,2006,9,3146305,Padre Para√≠so
314640, Paineiras,2001,0,3146404,Paineiras
314640, Paineiras,2002,0,3146404,Paineiras
314640, Paineiras,2003,0,3146404,Paineiras
314640, Paineiras,2004,1,3146404,Paineiras
314640, Paineiras,2005,0,3146404,Paineiras
314640, Paineiras,2006,0,3146404,Paineiras
314650, Pains,2001,0,3146503,Pains
314650, Pains,2002,1,3146503,Pains
314650, Pains,2003,3,3146503,Pains
314650, Pains,2004,1,3146503,Pains
314650, Pains,2005,0,3146503,Pains
314650, Pains,2006,5,3146503,Pains
314670, Palma,2001,2,3146701,Palma
314670, Palma,2002,0,3146701,Palma
314670, Palma,2003,0,3146701,Palma
314670, Palma,2004,0,3146701,Palma
314670, Palma,2005,0,3146701,Palma
314670, Palma,2006,0,3146701,Palma
314675, PalmÛpolis,2001,1,3146750,Palm√≥polis
314675, PalmÛpolis,2002,1,3146750,Palm√≥polis
314675, PalmÛpolis,2003,2,3146750,Palm√≥polis
314675, PalmÛpolis,2004,1,3146750,Palm√≥polis
314675, PalmÛpolis,2005,3,3146750,Palm√≥polis
314675, PalmÛpolis,2006,1,3146750,Palm√≥polis
314690, Papagaios,2001,0,3146909,Papagaios
314690, Papagaios,2002,0,3146909,Papagaios
314690, Papagaios,2003,0,3146909,Papagaios
314690, Papagaios,2004,0,3146909,Papagaios
314690, Papagaios,2005,0,3146909,Papagaios
314690, Papagaios,2006,1,3146909,Papagaios
314710, Par· de Minas,2001,4,3147105,Par√° de Minas
314710, Par· de Minas,2002,1,3147105,Par√° de Minas
314710, Par· de Minas,2003,0,3147105,Par√° de Minas
314710, Par· de Minas,2004,2,3147105,Par√° de Minas
314710, Par· de Minas,2005,4,3147105,Par√° de Minas
314710, Par· de Minas,2006,1,3147105,Par√° de Minas
314700, Paracatu,2001,7,3147006,Paracatu
314700, Paracatu,2002,12,3147006,Paracatu
314700, Paracatu,2003,5,3147006,Paracatu
314700, Paracatu,2004,9,3147006,Paracatu
314700, Paracatu,2005,11,3147006,Paracatu
314700, Paracatu,2006,7,3147006,Paracatu
314720, ParaguaÁu,2001,7,3147204,Paragua√ßu
314720, ParaguaÁu,2002,2,3147204,Paragua√ßu
314720, ParaguaÁu,2003,2,3147204,Paragua√ßu
314720, ParaguaÁu,2004,1,3147204,Paragua√ßu
314720, ParaguaÁu,2005,1,3147204,Paragua√ßu
314720, ParaguaÁu,2006,0,3147204,Paragua√ßu
314740, Paraopeba,2001,2,3147402,Paraopeba
314740, Paraopeba,2002,0,3147402,Paraopeba
314740, Paraopeba,2003,0,3147402,Paraopeba
314740, Paraopeba,2004,2,3147402,Paraopeba
314740, Paraopeba,2005,1,3147402,Paraopeba
314740, Paraopeba,2006,2,3147402,Paraopeba
314750, PassabÈm,2001,2,3147501,Passab√©m
314750, PassabÈm,2002,1,3147501,Passab√©m
314750, PassabÈm,2003,8,3147501,Passab√©m
314750, PassabÈm,2004,0,3147501,Passab√©m
314750, PassabÈm,2005,0,3147501,Passab√©m
314750, PassabÈm,2006,1,3147501,Passab√©m
314790, Passos,2001,2,3147907,Passos
314790, Passos,2002,1,3147907,Passos
314790, Passos,2003,2,3147907,Passos
314790, Passos,2004,3,3147907,Passos
314790, Passos,2005,0,3147907,Passos
314790, Passos,2006,0,3147907,Passos
314795, Patis,2001,0,3147956,Patis
314795, Patis,2002,2,3147956,Patis
314795, Patis,2003,0,3147956,Patis
314795, Patis,2004,1,3147956,Patis
314795, Patis,2005,1,3147956,Patis
314795, Patis,2006,0,3147956,Patis
314800, Patos de Minas,2001,3,3148004,Patos de Minas
314800, Patos de Minas,2002,7,3148004,Patos de Minas
314800, Patos de Minas,2003,8,3148004,Patos de Minas
314800, Patos de Minas,2004,8,3148004,Patos de Minas
314800, Patos de Minas,2005,5,3148004,Patos de Minas
314800, Patos de Minas,2006,4,3148004,Patos de Minas
314810, PatrocÌnio,2001,0,3148103,Patroc√≠nio
314810, PatrocÌnio,2002,3,3148103,Patroc√≠nio
314810, PatrocÌnio,2003,1,3148103,Patroc√≠nio
314810, PatrocÌnio,2004,0,3148103,Patroc√≠nio
314810, PatrocÌnio,2005,0,3148103,Patroc√≠nio
314810, PatrocÌnio,2006,0,3148103,Patroc√≠nio
314820, PatrocÌnio do MuriaÈ,2001,0,3148202,Patroc√≠nio do Muria√©
314820, PatrocÌnio do MuriaÈ,2002,0,3148202,Patroc√≠nio do Muria√©
314820, PatrocÌnio do MuriaÈ,2003,0,3148202,Patroc√≠nio do Muria√©
314820, PatrocÌnio do MuriaÈ,2004,0,3148202,Patroc√≠nio do Muria√©
314820, PatrocÌnio do MuriaÈ,2005,0,3148202,Patroc√≠nio do Muria√©
314820, PatrocÌnio do MuriaÈ,2006,3,3148202,Patroc√≠nio do Muria√©
314830, Paula C‚ndido,2001,0,3148301,Paula C√¢ndido
314830, Paula C‚ndido,2002,0,3148301,Paula C√¢ndido
314830, Paula C‚ndido,2003,0,3148301,Paula C√¢ndido
314830, Paula C‚ndido,2004,0,3148301,Paula C√¢ndido
314830, Paula C‚ndido,2005,0,3148301,Paula C√¢ndido
314830, Paula C‚ndido,2006,2,3148301,Paula C√¢ndido
314840, Paulistas,2001,0,3148400,Paulistas
314840, Paulistas,2002,15,3148400,Paulistas
314840, Paulistas,2003,6,3148400,Paulistas
314840, Paulistas,2004,0,3148400,Paulistas
314840, Paulistas,2005,0,3148400,Paulistas
314840, Paulistas,2006,0,3148400,Paulistas
314850, Pav„o,2001,0,3148509,Pav√£o
314850, Pav„o,2002,0,3148509,Pav√£o
314850, Pav„o,2003,0,3148509,Pav√£o
314850, Pav„o,2004,2,3148509,Pav√£o
314850, Pav„o,2005,1,3148509,Pav√£o
314850, Pav„o,2006,3,3148509,Pav√£o
314860, PeÁanha,2001,2,3148608,Pe√ßanha
314860, PeÁanha,2002,2,3148608,Pe√ßanha
314860, PeÁanha,2003,4,3148608,Pe√ßanha
314860, PeÁanha,2004,5,3148608,Pe√ßanha
314860, PeÁanha,2005,1,3148608,Pe√ßanha
314860, PeÁanha,2006,0,3148608,Pe√ßanha
314870, Pedra Azul,2001,10,3148707,Pedra Azul
314870, Pedra Azul,2002,12,3148707,Pedra Azul
314870, Pedra Azul,2003,6,3148707,Pedra Azul
314870, Pedra Azul,2004,7,3148707,Pedra Azul
314870, Pedra Azul,2005,16,3148707,Pedra Azul
314870, Pedra Azul,2006,21,3148707,Pedra Azul
314875, Pedra Bonita,2001,4,3148756,Pedra Bonita
314875, Pedra Bonita,2002,1,3148756,Pedra Bonita
314875, Pedra Bonita,2003,1,3148756,Pedra Bonita
314875, Pedra Bonita,2004,0,3148756,Pedra Bonita
314875, Pedra Bonita,2005,0,3148756,Pedra Bonita
314875, Pedra Bonita,2006,1,3148756,Pedra Bonita
314910, Pedralva,2001,1,3149101,Pedralva
314910, Pedralva,2002,0,3149101,Pedralva
314910, Pedralva,2003,1,3149101,Pedralva
314910, Pedralva,2004,1,3149101,Pedralva
314910, Pedralva,2005,0,3149101,Pedralva
314910, Pedralva,2006,0,3149101,Pedralva
314915, Pedras de Maria da Cruz,2001,3,3149150,Pedras de Maria da Cruz
314915, Pedras de Maria da Cruz,2002,0,3149150,Pedras de Maria da Cruz
314915, Pedras de Maria da Cruz,2003,0,3149150,Pedras de Maria da Cruz
314915, Pedras de Maria da Cruz,2004,0,3149150,Pedras de Maria da Cruz
314915, Pedras de Maria da Cruz,2005,1,3149150,Pedras de Maria da Cruz
314915, Pedras de Maria da Cruz,2006,2,3149150,Pedras de Maria da Cruz
314930, Pedro Leopoldo,2001,2,3149309,Pedro Leopoldo
314930, Pedro Leopoldo,2002,3,3149309,Pedro Leopoldo
314930, Pedro Leopoldo,2003,4,3149309,Pedro Leopoldo
314930, Pedro Leopoldo,2004,1,3149309,Pedro Leopoldo
314930, Pedro Leopoldo,2005,3,3149309,Pedro Leopoldo
314930, Pedro Leopoldo,2006,2,3149309,Pedro Leopoldo
314960, Pequi,2001,0,3149606,Pequi
314960, Pequi,2002,1,3149606,Pequi
314960, Pequi,2003,0,3149606,Pequi
314960, Pequi,2004,0,3149606,Pequi
314960, Pequi,2005,2,3149606,Pequi
314960, Pequi,2006,1,3149606,Pequi
314970, Perdig„o,2001,2,3149705,Perdig√£o
314970, Perdig„o,2002,0,3149705,Perdig√£o
314970, Perdig„o,2003,0,3149705,Perdig√£o
314970, Perdig„o,2004,0,3149705,Perdig√£o
314970, Perdig„o,2005,0,3149705,Perdig√£o
314970, Perdig„o,2006,3,3149705,Perdig√£o
314980, Perdizes,2001,0,3149804,Perdizes
314980, Perdizes,2002,0,3149804,Perdizes
314980, Perdizes,2003,0,3149804,Perdizes
314980, Perdizes,2004,1,3149804,Perdizes
314980, Perdizes,2005,0,3149804,Perdizes
314980, Perdizes,2006,0,3149804,Perdizes
314995, Periquito,2001,1,3149952,Periquito
314995, Periquito,2002,1,3149952,Periquito
314995, Periquito,2003,0,3149952,Periquito
314995, Periquito,2004,0,3149952,Periquito
314995, Periquito,2005,3,3149952,Periquito
314995, Periquito,2006,2,3149952,Periquito
315000, Pescador,2001,1,3150000,Pescador
315000, Pescador,2002,0,3150000,Pescador
315000, Pescador,2003,0,3150000,Pescador
315000, Pescador,2004,0,3150000,Pescador
315000, Pescador,2005,2,3150000,Pescador
315000, Pescador,2006,0,3150000,Pescador
315010, Piau,2001,0,3150109,Piau
315010, Piau,2002,0,3150109,Piau
315010, Piau,2003,0,3150109,Piau
315010, Piau,2004,0,3150109,Piau
315010, Piau,2005,0,3150109,Piau
315010, Piau,2006,1,3150109,Piau
315015, Piedade de Caratinga,2001,2,3150158,Piedade de Caratinga
315015, Piedade de Caratinga,2002,2,3150158,Piedade de Caratinga
315015, Piedade de Caratinga,2003,8,3150158,Piedade de Caratinga
315015, Piedade de Caratinga,2004,4,3150158,Piedade de Caratinga
315015, Piedade de Caratinga,2005,0,3150158,Piedade de Caratinga
315015, Piedade de Caratinga,2006,1,3150158,Piedade de Caratinga
315050, Pimenta,2001,0,3150505,Pimenta
315050, Pimenta,2002,0,3150505,Pimenta
315050, Pimenta,2003,1,3150505,Pimenta
315050, Pimenta,2004,0,3150505,Pimenta
315050, Pimenta,2005,0,3150505,Pimenta
315050, Pimenta,2006,0,3150505,Pimenta
315053, Pingo-d'¡gua,2001,3,3150539,Pingo-d'√Ågua
315053, Pingo-d'¡gua,2002,2,3150539,Pingo-d'√Ågua
315053, Pingo-d'¡gua,2003,1,3150539,Pingo-d'√Ågua
