Muni_Code,Muni,Year,Cases,codigo_ibg,Muni_Name
110001, Alta Floresta D'Oeste,2001,161,1100015,Alta Floresta D'Oeste
110001, Alta Floresta D'Oeste,2002,109,1100015,Alta Floresta D'Oeste
110001, Alta Floresta D'Oeste,2003,106,1100015,Alta Floresta D'Oeste
110001, Alta Floresta D'Oeste,2004,107,1100015,Alta Floresta D'Oeste
110001, Alta Floresta D'Oeste,2005,49,1100015,Alta Floresta D'Oeste
110001, Alta Floresta D'Oeste,2006,25,1100015,Alta Floresta D'Oeste
110037, Alto Alegre dos Parecis,2001,56,1100379,Alto Alegre dos Parecis
110037, Alto Alegre dos Parecis,2002,49,1100379,Alto Alegre dos Parecis
110037, Alto Alegre dos Parecis,2003,42,1100379,Alto Alegre dos Parecis
110037, Alto Alegre dos Parecis,2004,47,1100379,Alto Alegre dos Parecis
110037, Alto Alegre dos Parecis,2005,29,1100379,Alto Alegre dos Parecis
110037, Alto Alegre dos Parecis,2006,20,1100379,Alto Alegre dos Parecis
110040, Alto ParaÌso,2001,17,1100403,Alto Para√≠so
110040, Alto ParaÌso,2002,12,1100403,Alto Para√≠so
110040, Alto ParaÌso,2003,9,1100403,Alto Para√≠so
110040, Alto ParaÌso,2004,25,1100403,Alto Para√≠so
110040, Alto ParaÌso,2005,15,1100403,Alto Para√≠so
110040, Alto ParaÌso,2006,21,1100403,Alto Para√≠so
110034, Alvorada D'Oeste,2001,43,1100346,Alvorada D'Oeste
110034, Alvorada D'Oeste,2002,29,1100346,Alvorada D'Oeste
110034, Alvorada D'Oeste,2003,47,1100346,Alvorada D'Oeste
110034, Alvorada D'Oeste,2004,25,1100346,Alvorada D'Oeste
110034, Alvorada D'Oeste,2005,45,1100346,Alvorada D'Oeste
110034, Alvorada D'Oeste,2006,10,1100346,Alvorada D'Oeste
110002, Ariquemes,2001,97,1100023,Ariquemes
110002, Ariquemes,2002,109,1100023,Ariquemes
110002, Ariquemes,2003,74,1100023,Ariquemes
110002, Ariquemes,2004,118,1100023,Ariquemes
110002, Ariquemes,2005,79,1100023,Ariquemes
110002, Ariquemes,2006,76,1100023,Ariquemes
110045, Buritis,2001,57,1100452,Buritis
110045, Buritis,2002,68,1100452,Buritis
110045, Buritis,2003,94,1100452,Buritis
110045, Buritis,2004,52,1100452,Buritis
110045, Buritis,2005,75,1100452,Buritis
110045, Buritis,2006,79,1100452,Buritis
110003, Cabixi,2001,6,1100031,Cabixi
110003, Cabixi,2002,5,1100031,Cabixi
110003, Cabixi,2003,12,1100031,Cabixi
110003, Cabixi,2004,28,1100031,Cabixi
110003, Cabixi,2005,5,1100031,Cabixi
110003, Cabixi,2006,4,1100031,Cabixi
110060, Cacaul‚ndia,2001,17,1100601,Cacaul√¢ndia
110060, Cacaul‚ndia,2002,28,1100601,Cacaul√¢ndia
110060, Cacaul‚ndia,2003,23,1100601,Cacaul√¢ndia
110060, Cacaul‚ndia,2004,12,1100601,Cacaul√¢ndia
110060, Cacaul‚ndia,2005,10,1100601,Cacaul√¢ndia
110060, Cacaul‚ndia,2006,22,1100601,Cacaul√¢ndia
110004, Cacoal,2001,120,1100049,Cacoal
110004, Cacoal,2002,109,1100049,Cacoal
110004, Cacoal,2003,104,1100049,Cacoal
110004, Cacoal,2004,133,1100049,Cacoal
110004, Cacoal,2005,141,1100049,Cacoal
110004, Cacoal,2006,88,1100049,Cacoal
110070, Campo Novo de RondÙnia,2001,43,1100700,Campo Novo de Rond√¥nia
110070, Campo Novo de RondÙnia,2002,33,1100700,Campo Novo de Rond√¥nia
110070, Campo Novo de RondÙnia,2003,36,1100700,Campo Novo de Rond√¥nia
110070, Campo Novo de RondÙnia,2004,42,1100700,Campo Novo de Rond√¥nia
110070, Campo Novo de RondÙnia,2005,43,1100700,Campo Novo de Rond√¥nia
110070, Campo Novo de RondÙnia,2006,18,1100700,Campo Novo de Rond√¥nia
110080, Candeias do Jamari,2001,3,1100809,Candeias do Jamari
110080, Candeias do Jamari,2002,6,1100809,Candeias do Jamari
110080, Candeias do Jamari,2003,11,1100809,Candeias do Jamari
110080, Candeias do Jamari,2004,23,1100809,Candeias do Jamari
110080, Candeias do Jamari,2005,4,1100809,Candeias do Jamari
110080, Candeias do Jamari,2006,4,1100809,Candeias do Jamari
110090, Castanheiras,2001,10,1100908,Castanheiras
110090, Castanheiras,2002,1,1100908,Castanheiras
110090, Castanheiras,2003,11,1100908,Castanheiras
110090, Castanheiras,2004,10,1100908,Castanheiras
110090, Castanheiras,2005,7,1100908,Castanheiras
110090, Castanheiras,2006,7,1100908,Castanheiras
110005, Cerejeiras,2001,4,1100056,Cerejeiras
110005, Cerejeiras,2002,11,1100056,Cerejeiras
110005, Cerejeiras,2003,14,1100056,Cerejeiras
110005, Cerejeiras,2004,8,1100056,Cerejeiras
110005, Cerejeiras,2005,17,1100056,Cerejeiras
110005, Cerejeiras,2006,8,1100056,Cerejeiras
110092, Chupinguaia,2001,18,1100924,Chupinguaia
110092, Chupinguaia,2002,17,1100924,Chupinguaia
110092, Chupinguaia,2003,28,1100924,Chupinguaia
110092, Chupinguaia,2004,33,1100924,Chupinguaia
110092, Chupinguaia,2005,29,1100924,Chupinguaia
110092, Chupinguaia,2006,25,1100924,Chupinguaia
110006, Colorado do Oeste,2001,26,1100064,Colorado do Oeste
110006, Colorado do Oeste,2002,33,1100064,Colorado do Oeste
110006, Colorado do Oeste,2003,34,1100064,Colorado do Oeste
110006, Colorado do Oeste,2004,26,1100064,Colorado do Oeste
110006, Colorado do Oeste,2005,25,1100064,Colorado do Oeste
110006, Colorado do Oeste,2006,17,1100064,Colorado do Oeste
110007, Corumbiara,2001,1,1100072,Corumbiara
110007, Corumbiara,2002,10,1100072,Corumbiara
110007, Corumbiara,2003,14,1100072,Corumbiara
110007, Corumbiara,2004,6,1100072,Corumbiara
110007, Corumbiara,2005,10,1100072,Corumbiara
110007, Corumbiara,2006,10,1100072,Corumbiara
110008, Costa Marques,2001,38,1100080,Costa Marques
110008, Costa Marques,2002,26,1100080,Costa Marques
110008, Costa Marques,2003,35,1100080,Costa Marques
110008, Costa Marques,2004,43,1100080,Costa Marques
110008, Costa Marques,2005,45,1100080,Costa Marques
110008, Costa Marques,2006,36,1100080,Costa Marques
110094, Cujubim,2001,22,1100940,Cujubim
110094, Cujubim,2002,17,1100940,Cujubim
110094, Cujubim,2003,19,1100940,Cujubim
110094, Cujubim,2004,21,1100940,Cujubim
110094, Cujubim,2005,39,1100940,Cujubim
110094, Cujubim,2006,7,1100940,Cujubim
110009, Espig„o D'Oeste,2001,81,1100098,Espig√£o D'Oeste
110009, Espig„o D'Oeste,2002,68,1100098,Espig√£o D'Oeste
110009, Espig„o D'Oeste,2003,99,1100098,Espig√£o D'Oeste
110009, Espig„o D'Oeste,2004,75,1100098,Espig√£o D'Oeste
110009, Espig„o D'Oeste,2005,55,1100098,Espig√£o D'Oeste
110009, Espig„o D'Oeste,2006,38,1100098,Espig√£o D'Oeste
110100, Governador Jorge Teixeira,2001,27,1101005,Governador Jorge Teixeira
110100, Governador Jorge Teixeira,2002,47,1101005,Governador Jorge Teixeira
110100, Governador Jorge Teixeira,2003,36,1101005,Governador Jorge Teixeira
110100, Governador Jorge Teixeira,2004,44,1101005,Governador Jorge Teixeira
110100, Governador Jorge Teixeira,2005,29,1101005,Governador Jorge Teixeira
110100, Governador Jorge Teixeira,2006,13,1101005,Governador Jorge Teixeira
110010, Guajar·-Mirim,2001,48,1100106,Guajar√°-Mirim
110010, Guajar·-Mirim,2002,45,1100106,Guajar√°-Mirim
110010, Guajar·-Mirim,2003,39,1100106,Guajar√°-Mirim
110010, Guajar·-Mirim,2004,25,1100106,Guajar√°-Mirim
110010, Guajar·-Mirim,2005,26,1100106,Guajar√°-Mirim
110010, Guajar·-Mirim,2006,27,1100106,Guajar√°-Mirim
110110, Itapu„ do Oeste,2001,7,1101104,Itapu√£ do Oeste
110110, Itapu„ do Oeste,2002,16,1101104,Itapu√£ do Oeste
110110, Itapu„ do Oeste,2003,4,1101104,Itapu√£ do Oeste
110110, Itapu„ do Oeste,2004,7,1101104,Itapu√£ do Oeste
110110, Itapu„ do Oeste,2005,11,1101104,Itapu√£ do Oeste
110110, Itapu„ do Oeste,2006,8,1101104,Itapu√£ do Oeste
110011, Jaru,2001,56,1100114,Jaru
110011, Jaru,2002,67,1100114,Jaru
110011, Jaru,2003,34,1100114,Jaru
110011, Jaru,2004,60,1100114,Jaru
110011, Jaru,2005,50,1100114,Jaru
110011, Jaru,2006,34,1100114,Jaru
110012, Ji-Paran·,2001,96,1100122,Ji-Paran√°
110012, Ji-Paran·,2002,84,1100122,Ji-Paran√°
110012, Ji-Paran·,2003,79,1100122,Ji-Paran√°
110012, Ji-Paran·,2004,79,1100122,Ji-Paran√°
110012, Ji-Paran·,2005,81,1100122,Ji-Paran√°
110012, Ji-Paran·,2006,67,1100122,Ji-Paran√°
110013, Machadinho D'Oeste,2001,4,1100130,Machadinho D'Oeste
110013, Machadinho D'Oeste,2002,63,1100130,Machadinho D'Oeste
110013, Machadinho D'Oeste,2003,72,1100130,Machadinho D'Oeste
110013, Machadinho D'Oeste,2004,77,1100130,Machadinho D'Oeste
110013, Machadinho D'Oeste,2005,61,1100130,Machadinho D'Oeste
110013, Machadinho D'Oeste,2006,41,1100130,Machadinho D'Oeste
110120, Ministro Andreazza,2001,16,1101203,Ministro Andreazza
110120, Ministro Andreazza,2002,4,1101203,Ministro Andreazza
110120, Ministro Andreazza,2003,14,1101203,Ministro Andreazza
110120, Ministro Andreazza,2004,14,1101203,Ministro Andreazza
110120, Ministro Andreazza,2005,14,1101203,Ministro Andreazza
110120, Ministro Andreazza,2006,8,1101203,Ministro Andreazza
110130, Mirante da Serra,2001,14,1101302,Mirante da Serra
110130, Mirante da Serra,2002,16,1101302,Mirante da Serra
110130, Mirante da Serra,2003,29,1101302,Mirante da Serra
110130, Mirante da Serra,2004,25,1101302,Mirante da Serra
110130, Mirante da Serra,2005,21,1101302,Mirante da Serra
110130, Mirante da Serra,2006,19,1101302,Mirante da Serra
110140, Monte Negro,2001,17,1101401,Monte Negro
110140, Monte Negro,2002,23,1101401,Monte Negro
110140, Monte Negro,2003,44,1101401,Monte Negro
110140, Monte Negro,2004,48,1101401,Monte Negro
110140, Monte Negro,2005,28,1101401,Monte Negro
110140, Monte Negro,2006,29,1101401,Monte Negro
110014, Nova Brasil‚ndia D'Oeste,2001,19,1100148,Nova Brasil√¢ndia D'Oeste
110014, Nova Brasil‚ndia D'Oeste,2002,35,1100148,Nova Brasil√¢ndia D'Oeste
110014, Nova Brasil‚ndia D'Oeste,2003,66,1100148,Nova Brasil√¢ndia D'Oeste
110014, Nova Brasil‚ndia D'Oeste,2004,46,1100148,Nova Brasil√¢ndia D'Oeste
110014, Nova Brasil‚ndia D'Oeste,2005,43,1100148,Nova Brasil√¢ndia D'Oeste
110014, Nova Brasil‚ndia D'Oeste,2006,13,1100148,Nova Brasil√¢ndia D'Oeste
110033, Nova MamorÈ,2001,30,1100338,Nova Mamor√©
110033, Nova MamorÈ,2002,31,1100338,Nova Mamor√©
110033, Nova MamorÈ,2003,34,1100338,Nova Mamor√©
110033, Nova MamorÈ,2004,37,1100338,Nova Mamor√©
110033, Nova MamorÈ,2005,28,1100338,Nova Mamor√©
110033, Nova MamorÈ,2006,16,1100338,Nova Mamor√©
110143, Nova Uni„o,2001,9,1101435,Nova Uni√£o
110143, Nova Uni„o,2002,22,1101435,Nova Uni√£o
110143, Nova Uni„o,2003,14,1101435,Nova Uni√£o
110143, Nova Uni„o,2004,21,1101435,Nova Uni√£o
110143, Nova Uni„o,2005,13,1101435,Nova Uni√£o
110143, Nova Uni„o,2006,3,1101435,Nova Uni√£o
110050, Novo Horizonte do Oeste,2001,13,1100502,Novo Horizonte do Oeste
110050, Novo Horizonte do Oeste,2002,11,1100502,Novo Horizonte do Oeste
110050, Novo Horizonte do Oeste,2003,22,1100502,Novo Horizonte do Oeste
110050, Novo Horizonte do Oeste,2004,31,1100502,Novo Horizonte do Oeste
110050, Novo Horizonte do Oeste,2005,26,1100502,Novo Horizonte do Oeste
110050, Novo Horizonte do Oeste,2006,17,1100502,Novo Horizonte do Oeste
110015, Ouro Preto do Oeste,2001,33,1100155,Ouro Preto do Oeste
110015, Ouro Preto do Oeste,2002,33,1100155,Ouro Preto do Oeste
110015, Ouro Preto do Oeste,2003,35,1100155,Ouro Preto do Oeste
110015, Ouro Preto do Oeste,2004,19,1100155,Ouro Preto do Oeste
110015, Ouro Preto do Oeste,2005,23,1100155,Ouro Preto do Oeste
110015, Ouro Preto do Oeste,2006,7,1100155,Ouro Preto do Oeste
110145, Parecis,2001,26,1101450,Parecis
110145, Parecis,2002,55,1101450,Parecis
110145, Parecis,2003,52,1101450,Parecis
110145, Parecis,2004,66,1101450,Parecis
110145, Parecis,2005,32,1101450,Parecis
110145, Parecis,2006,16,1101450,Parecis
110018, Pimenta Bueno,2001,93,1100189,Pimenta Bueno
110018, Pimenta Bueno,2002,75,1100189,Pimenta Bueno
110018, Pimenta Bueno,2003,72,1100189,Pimenta Bueno
110018, Pimenta Bueno,2004,81,1100189,Pimenta Bueno
110018, Pimenta Bueno,2005,57,1100189,Pimenta Bueno
110018, Pimenta Bueno,2006,49,1100189,Pimenta Bueno
110146, Pimenteiras do Oeste,2001,2,1101468,Pimenteiras do Oeste
110146, Pimenteiras do Oeste,2002,1,1101468,Pimenteiras do Oeste
110146, Pimenteiras do Oeste,2003,2,1101468,Pimenteiras do Oeste
110146, Pimenteiras do Oeste,2004,2,1101468,Pimenteiras do Oeste
110146, Pimenteiras do Oeste,2005,0,1101468,Pimenteiras do Oeste
110146, Pimenteiras do Oeste,2006,0,1101468,Pimenteiras do Oeste
110020, Porto Velho,2001,87,1100205,Porto Velho
110020, Porto Velho,2002,75,1100205,Porto Velho
110020, Porto Velho,2003,127,1100205,Porto Velho
110020, Porto Velho,2004,116,1100205,Porto Velho
110020, Porto Velho,2005,119,1100205,Porto Velho
110020, Porto Velho,2006,87,1100205,Porto Velho
110025, Presidente MÈdici,2001,26,1100254,Presidente M√©dici
110025, Presidente MÈdici,2002,24,1100254,Presidente M√©dici
110025, Presidente MÈdici,2003,23,1100254,Presidente M√©dici
110025, Presidente MÈdici,2004,29,1100254,Presidente M√©dici
110025, Presidente MÈdici,2005,17,1100254,Presidente M√©dici
110025, Presidente MÈdici,2006,8,1100254,Presidente M√©dici
110147, Primavera de RondÙnia,2001,22,1101476,Primavera de Rond√¥nia
110147, Primavera de RondÙnia,2002,21,1101476,Primavera de Rond√¥nia
110147, Primavera de RondÙnia,2003,15,1101476,Primavera de Rond√¥nia
110147, Primavera de RondÙnia,2004,14,1101476,Primavera de Rond√¥nia
110147, Primavera de RondÙnia,2005,11,1101476,Primavera de Rond√¥nia
110147, Primavera de RondÙnia,2006,5,1101476,Primavera de Rond√¥nia
110026, Rio Crespo,2001,8,1100262,Rio Crespo
110026, Rio Crespo,2002,10,1100262,Rio Crespo
110026, Rio Crespo,2003,8,1100262,Rio Crespo
110026, Rio Crespo,2004,12,1100262,Rio Crespo
110026, Rio Crespo,2005,8,1100262,Rio Crespo
110026, Rio Crespo,2006,6,1100262,Rio Crespo
110028, Rolim de Moura,2001,37,1100288,Rolim de Moura
110028, Rolim de Moura,2002,34,1100288,Rolim de Moura
110028, Rolim de Moura,2003,79,1100288,Rolim de Moura
110028, Rolim de Moura,2004,56,1100288,Rolim de Moura
110028, Rolim de Moura,2005,54,1100288,Rolim de Moura
110028, Rolim de Moura,2006,48,1100288,Rolim de Moura
110029, Santa Luzia D'Oeste,2001,15,1100296,Santa Luzia D'Oeste
110029, Santa Luzia D'Oeste,2002,7,1100296,Santa Luzia D'Oeste
110029, Santa Luzia D'Oeste,2003,14,1100296,Santa Luzia D'Oeste
110029, Santa Luzia D'Oeste,2004,33,1100296,Santa Luzia D'Oeste
110029, Santa Luzia D'Oeste,2005,7,1100296,Santa Luzia D'Oeste
110029, Santa Luzia D'Oeste,2006,13,1100296,Santa Luzia D'Oeste
110148, S„o Felipe D'Oeste,2001,8,1101484,S√£o Felipe D'Oeste
110148, S„o Felipe D'Oeste,2002,22,1101484,S√£o Felipe D'Oeste
110148, S„o Felipe D'Oeste,2003,20,1101484,S√£o Felipe D'Oeste
110148, S„o Felipe D'Oeste,2004,23,1101484,S√£o Felipe D'Oeste
110148, S„o Felipe D'Oeste,2005,7,1101484,S√£o Felipe D'Oeste
110148, S„o Felipe D'Oeste,2006,6,1101484,S√£o Felipe D'Oeste
110149, S„o Francisco do GuaporÈ,2001,32,1101492,S√£o Francisco do Guapor√©
110149, S„o Francisco do GuaporÈ,2002,41,1101492,S√£o Francisco do Guapor√©
110149, S„o Francisco do GuaporÈ,2003,43,1101492,S√£o Francisco do Guapor√©
110149, S„o Francisco do GuaporÈ,2004,45,1101492,S√£o Francisco do Guapor√©
110149, S„o Francisco do GuaporÈ,2005,43,1101492,S√£o Francisco do Guapor√©
110149, S„o Francisco do GuaporÈ,2006,26,1101492,S√£o Francisco do Guapor√©
110032, S„o Miguel do GuaporÈ,2001,29,1100320,S√£o Miguel do Guapor√©
110032, S„o Miguel do GuaporÈ,2002,24,1100320,S√£o Miguel do Guapor√©
110032, S„o Miguel do GuaporÈ,2003,43,1100320,S√£o Miguel do Guapor√©
110032, S„o Miguel do GuaporÈ,2004,42,1100320,S√£o Miguel do Guapor√©
110032, S„o Miguel do GuaporÈ,2005,31,1100320,S√£o Miguel do Guapor√©
110032, S„o Miguel do GuaporÈ,2006,24,1100320,S√£o Miguel do Guapor√©
110150, Seringueiras,2001,18,1101500,Seringueiras
110150, Seringueiras,2002,32,1101500,Seringueiras
110150, Seringueiras,2003,29,1101500,Seringueiras
110150, Seringueiras,2004,17,1101500,Seringueiras
110150, Seringueiras,2005,37,1101500,Seringueiras
110150, Seringueiras,2006,16,1101500,Seringueiras
110155, TeixeirÛpolis,2001,2,1101559,Teixeir√≥polis
110155, TeixeirÛpolis,2002,1,1101559,Teixeir√≥polis
110155, TeixeirÛpolis,2003,3,1101559,Teixeir√≥polis
110155, TeixeirÛpolis,2004,9,1101559,Teixeir√≥polis
110155, TeixeirÛpolis,2005,3,1101559,Teixeir√≥polis
110155, TeixeirÛpolis,2006,4,1101559,Teixeir√≥polis
110160, Theobroma,2001,2,1101609,Theobroma
110160, Theobroma,2002,6,1101609,Theobroma
110160, Theobroma,2003,5,1101609,Theobroma
110160, Theobroma,2004,7,1101609,Theobroma
110160, Theobroma,2005,16,1101609,Theobroma
110160, Theobroma,2006,9,1101609,Theobroma
110170, Urup·,2001,15,1101708,Urup√°
110170, Urup·,2002,15,1101708,Urup√°
110170, Urup·,2003,2,1101708,Urup√°
110170, Urup·,2004,10,1101708,Urup√°
110170, Urup·,2005,9,1101708,Urup√°
110170, Urup·,2006,5,1101708,Urup√°
110175, Vale do Anari,2001,17,1101757,Vale do Anari
110175, Vale do Anari,2002,15,1101757,Vale do Anari
110175, Vale do Anari,2003,20,1101757,Vale do Anari
110175, Vale do Anari,2004,13,1101757,Vale do Anari
110175, Vale do Anari,2005,13,1101757,Vale do Anari
110175, Vale do Anari,2006,10,1101757,Vale do Anari
110180, Vale do ParaÌso,2001,8,1101807,Vale do Para√≠so
110180, Vale do ParaÌso,2002,17,1101807,Vale do Para√≠so
110180, Vale do ParaÌso,2003,8,1101807,Vale do Para√≠so
110180, Vale do ParaÌso,2004,14,1101807,Vale do Para√≠so
110180, Vale do ParaÌso,2005,5,1101807,Vale do Para√≠so
110180, Vale do ParaÌso,2006,4,1101807,Vale do Para√≠so
110030, Vilhena,2001,136,1100304,Vilhena
110030, Vilhena,2002,167,1100304,Vilhena
110030, Vilhena,2003,177,1100304,Vilhena
110030, Vilhena,2004,212,1100304,Vilhena
110030, Vilhena,2005,97,1100304,Vilhena
110030, Vilhena,2006,72,1100304,Vilhena
120001, Acrel‚ndia,2001,20,1200013,Acrel√¢ndia
120001, Acrel‚ndia,2002,22,1200013,Acrel√¢ndia
120001, Acrel‚ndia,2003,27,1200013,Acrel√¢ndia
120001, Acrel‚ndia,2004,31,1200013,Acrel√¢ndia
120001, Acrel‚ndia,2005,39,1200013,Acrel√¢ndia
120001, Acrel‚ndia,2006,27,1200013,Acrel√¢ndia
120005, Assis Brasil,2001,49,1200054,Assis Brasil
120005, Assis Brasil,2002,38,1200054,Assis Brasil
120005, Assis Brasil,2003,62,1200054,Assis Brasil
120005, Assis Brasil,2004,59,1200054,Assis Brasil
120005, Assis Brasil,2005,47,1200054,Assis Brasil
120005, Assis Brasil,2006,64,1200054,Assis Brasil
120010, BrasilÈia,2001,78,1200104,Brasil√©ia
120010, BrasilÈia,2002,52,1200104,Brasil√©ia
120010, BrasilÈia,2003,135,1200104,Brasil√©ia
120010, BrasilÈia,2004,113,1200104,Brasil√©ia
120010, BrasilÈia,2005,92,1200104,Brasil√©ia
120010, BrasilÈia,2006,90,1200104,Brasil√©ia
120013, Bujari,2001,14,1200138,Bujari
120013, Bujari,2002,41,1200138,Bujari
120013, Bujari,2003,30,1200138,Bujari
120013, Bujari,2004,16,1200138,Bujari
120013, Bujari,2005,44,1200138,Bujari
120013, Bujari,2006,32,1200138,Bujari
120017, Capixaba,2001,16,1200179,Capixaba
120017, Capixaba,2002,19,1200179,Capixaba
120017, Capixaba,2003,35,1200179,Capixaba
120017, Capixaba,2004,52,1200179,Capixaba
120017, Capixaba,2005,66,1200179,Capixaba
120017, Capixaba,2006,31,1200179,Capixaba
120020, Cruzeiro do Sul,2001,81,1200203,Cruzeiro do Sul
120020, Cruzeiro do Sul,2002,35,1200203,Cruzeiro do Sul
120020, Cruzeiro do Sul,2003,29,1200203,Cruzeiro do Sul
120020, Cruzeiro do Sul,2004,37,1200203,Cruzeiro do Sul
120020, Cruzeiro do Sul,2005,31,1200203,Cruzeiro do Sul
120020, Cruzeiro do Sul,2006,11,1200203,Cruzeiro do Sul
120025, Epitaciol‚ndia,2001,90,1200252,Epitaciol√¢ndia
120025, Epitaciol‚ndia,2002,36,1200252,Epitaciol√¢ndia
120025, Epitaciol‚ndia,2003,63,1200252,Epitaciol√¢ndia
120025, Epitaciol‚ndia,2004,75,1200252,Epitaciol√¢ndia
120025, Epitaciol‚ndia,2005,41,1200252,Epitaciol√¢ndia
120025, Epitaciol‚ndia,2006,47,1200252,Epitaciol√¢ndia
120030, FeijÛ,2001,18,1200302,Feij√≥
120030, FeijÛ,2002,18,1200302,Feij√≥
120030, FeijÛ,2003,21,1200302,Feij√≥
120030, FeijÛ,2004,24,1200302,Feij√≥
120030, FeijÛ,2005,24,1200302,Feij√≥
120030, FeijÛ,2006,31,1200302,Feij√≥
120032, Jord„o,2001,16,1200328,Jord√£o
120032, Jord„o,2002,24,1200328,Jord√£o
120032, Jord„o,2003,19,1200328,Jord√£o
120032, Jord„o,2004,6,1200328,Jord√£o
120032, Jord„o,2005,8,1200328,Jord√£o
120032, Jord„o,2006,13,1200328,Jord√£o
120033, M‚ncio Lima,2001,30,1200336,M√¢ncio Lima
120033, M‚ncio Lima,2002,16,1200336,M√¢ncio Lima
120033, M‚ncio Lima,2003,14,1200336,M√¢ncio Lima
120033, M‚ncio Lima,2004,17,1200336,M√¢ncio Lima
120033, M‚ncio Lima,2005,12,1200336,M√¢ncio Lima
120033, M‚ncio Lima,2006,11,1200336,M√¢ncio Lima
120034, Manoel Urbano,2001,12,1200344,Manoel Urbano
120034, Manoel Urbano,2002,22,1200344,Manoel Urbano
120034, Manoel Urbano,2003,37,1200344,Manoel Urbano
120034, Manoel Urbano,2004,26,1200344,Manoel Urbano
120034, Manoel Urbano,2005,48,1200344,Manoel Urbano
120034, Manoel Urbano,2006,51,1200344,Manoel Urbano
120035, Marechal Thaumaturgo,2001,25,1200351,Marechal Thaumaturgo
120035, Marechal Thaumaturgo,2002,15,1200351,Marechal Thaumaturgo
120035, Marechal Thaumaturgo,2003,29,1200351,Marechal Thaumaturgo
120035, Marechal Thaumaturgo,2004,20,1200351,Marechal Thaumaturgo
120035, Marechal Thaumaturgo,2005,23,1200351,Marechal Thaumaturgo
120035, Marechal Thaumaturgo,2006,16,1200351,Marechal Thaumaturgo
120038, Pl·cido de Castro,2001,14,1200385,Pl√°cido de Castro
120038, Pl·cido de Castro,2002,48,1200385,Pl√°cido de Castro
120038, Pl·cido de Castro,2003,70,1200385,Pl√°cido de Castro
120038, Pl·cido de Castro,2004,72,1200385,Pl√°cido de Castro
120038, Pl·cido de Castro,2005,57,1200385,Pl√°cido de Castro
120038, Pl·cido de Castro,2006,39,1200385,Pl√°cido de Castro
120080, Porto Acre,2001,28,1200807,Porto Acre
120080, Porto Acre,2002,46,1200807,Porto Acre
120080, Porto Acre,2003,42,1200807,Porto Acre
120080, Porto Acre,2004,82,1200807,Porto Acre
120080, Porto Acre,2005,72,1200807,Porto Acre
120080, Porto Acre,2006,62,1200807,Porto Acre
120039, Porto Walter,2001,2,1200393,Porto Walter
120039, Porto Walter,2002,9,1200393,Porto Walter
120039, Porto Walter,2003,10,1200393,Porto Walter
120039, Porto Walter,2004,3,1200393,Porto Walter
120039, Porto Walter,2005,11,1200393,Porto Walter
120039, Porto Walter,2006,7,1200393,Porto Walter
120040, Rio Branco,2001,223,1200401,Rio Branco
120040, Rio Branco,2002,229,1200401,Rio Branco
120040, Rio Branco,2003,447,1200401,Rio Branco
120040, Rio Branco,2004,531,1200401,Rio Branco
120040, Rio Branco,2005,395,1200401,Rio Branco
120040, Rio Branco,2006,234,1200401,Rio Branco
120042, Rodrigues Alves,2001,9,1200427,Rodrigues Alves
120042, Rodrigues Alves,2002,14,1200427,Rodrigues Alves
120042, Rodrigues Alves,2003,5,1200427,Rodrigues Alves
120042, Rodrigues Alves,2004,7,1200427,Rodrigues Alves
120042, Rodrigues Alves,2005,4,1200427,Rodrigues Alves
120042, Rodrigues Alves,2006,1,1200427,Rodrigues Alves
120043, Santa Rosa do Purus,2001,23,1200435,Santa Rosa do Purus
120043, Santa Rosa do Purus,2002,17,1200435,Santa Rosa do Purus
120043, Santa Rosa do Purus,2003,23,1200435,Santa Rosa do Purus
120043, Santa Rosa do Purus,2004,8,1200435,Santa Rosa do Purus
120043, Santa Rosa do Purus,2005,36,1200435,Santa Rosa do Purus
120043, Santa Rosa do Purus,2006,7,1200435,Santa Rosa do Purus
120050, Sena Madureira,2001,167,1200500,Sena Madureira
120050, Sena Madureira,2002,149,1200500,Sena Madureira
120050, Sena Madureira,2003,171,1200500,Sena Madureira
120050, Sena Madureira,2004,129,1200500,Sena Madureira
120050, Sena Madureira,2005,144,1200500,Sena Madureira
120050, Sena Madureira,2006,126,1200500,Sena Madureira
120045, Senador Guiomard,2001,26,1200450,Senador Guiomard
120045, Senador Guiomard,2002,8,1200450,Senador Guiomard
120045, Senador Guiomard,2003,24,1200450,Senador Guiomard
120045, Senador Guiomard,2004,28,1200450,Senador Guiomard
120045, Senador Guiomard,2005,15,1200450,Senador Guiomard
120045, Senador Guiomard,2006,23,1200450,Senador Guiomard
120060, Tarauac·,2001,50,1200609,Tarauac√°
120060, Tarauac·,2002,33,1200609,Tarauac√°
120060, Tarauac·,2003,34,1200609,Tarauac√°
120060, Tarauac·,2004,28,1200609,Tarauac√°
120060, Tarauac·,2005,27,1200609,Tarauac√°
120060, Tarauac·,2006,32,1200609,Tarauac√°
120070, Xapuri,2001,90,1200708,Xapuri
120070, Xapuri,2002,156,1200708,Xapuri
120070, Xapuri,2003,143,1200708,Xapuri
120070, Xapuri,2004,195,1200708,Xapuri
120070, Xapuri,2005,168,1200708,Xapuri
120070, Xapuri,2006,146,1200708,Xapuri
130002, Alvar„es,2001,1,1300029,Alvar√£es
130002, Alvar„es,2002,0,1300029,Alvar√£es
